Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Agent_6_Max,Agent_6_Max_Unclipped,Agent_6_Sum,Agent_6_Sum_Unclipped,Agent_7_Max,Agent_7_Max_Unclipped,Agent_7_Sum,Agent_7_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness
74,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_74.txt,0.0,-11.0,0.0,-274.0,0.0,-7.0,0.0,-417.0,0.0,-2.0,0.0,-363.0,5.0,5.0,5.0,-289.0,0.0,-28.0,0.0,-489.0,2.0,2.0,2.0,-290.0,0.0,-2.0,0.0,-245.0,5.0,5.0,7.0,-2367.0,False
75,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_75.txt,4.0,4.0,8.0,-350.0,25.0,25.0,37.0,-295.0,90.0,90.0,105.0,-198.0,84.0,84.0,184.0,141.0,0.0,-81.0,0.0,-629.0,5.0,5.0,5.0,-317.0,145.0,145.0,342.0,237.0,145.0,145.0,681.0,-1411.0,False
76,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_76.txt,10.0,10.0,14.0,-309.0,23.0,23.0,23.0,-282.0,73.0,73.0,204.0,143.0,0.0,-12.0,0.0,-362.0,0.0,-18.0,0.0,-312.0,0.0,-3.0,0.0,-312.0,63.0,63.0,88.0,-184.0,73.0,73.0,329.0,-1618.0,False
77,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_77.txt,160.0,160.0,263.0,108.0,81.0,81.0,245.0,209.0,37.0,37.0,37.0,-322.0,79.0,79.0,79.0,-215.0,57.0,57.0,57.0,-207.0,0.0,-23.0,0.0,-350.0,32.0,32.0,32.0,-310.0,160.0,160.0,713.0,-1087.0,False
78,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_78.txt,332.0,332.0,1290.0,1290.0,0.0,0.0,0.0,-764.0,0.0,0.0,0.0,-764.0,82.0,82.0,213.0,-250.0,0.0,0.0,0.0,-764.0,132.0,132.0,243.0,-167.0,87.0,87.0,144.0,-359.0,332.0,332.0,1890.0,-1778.0,False
79,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_79.txt,18.0,18.0,18.0,-260.0,72.0,72.0,77.0,-241.0,55.0,55.0,55.0,-363.0,0.0,-9.0,0.0,-249.0,54.0,54.0,131.0,-119.0,133.0,133.0,140.0,-20.0,0.0,-10.0,0.0,-334.0,133.0,133.0,421.0,-1586.0,False
80,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_80.txt,53.0,53.0,80.0,-111.0,25.0,25.0,25.0,-288.0,26.0,26.0,41.0,-294.0,26.0,26.0,26.0,-262.0,0.0,-38.0,0.0,-486.0,85.0,85.0,134.0,-37.0,0.0,-2.0,0.0,-315.0,85.0,85.0,306.0,-1793.0,False
81,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_81.txt,41.0,41.0,52.0,-53.0,8.0,8.0,8.0,-341.0,0.0,-22.0,0.0,-422.0,34.0,34.0,72.0,-33.0,0.0,-2.0,0.0,-389.0,31.0,31.0,31.0,-311.0,0.0,-33.0,0.0,-458.0,41.0,41.0,163.0,-2007.0,False
82,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_82.txt,91.0,91.0,192.0,73.0,30.0,30.0,34.0,-339.0,55.0,55.0,85.0,-12.0,32.0,32.0,32.0,-312.0,0.0,-20.0,0.0,-435.0,0.0,-28.0,0.0,-357.0,0.0,-9.0,0.0,-352.0,91.0,91.0,343.0,-1734.0,False
83,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_83.txt,32.0,32.0,60.0,-32.0,0.0,-4.0,0.0,-310.0,0.0,-25.0,0.0,-267.0,0.0,-19.0,0.0,-332.0,0.0,-31.0,0.0,-421.0,34.0,34.0,34.0,-214.0,0.0,-10.0,0.0,-255.0,34.0,34.0,94.0,-1831.0,False
84,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_84.txt,103.0,103.0,157.0,83.0,33.0,33.0,33.0,-271.0,46.0,46.0,83.0,-166.0,19.0,19.0,19.0,-361.0,0.0,-9.0,0.0,-290.0,54.0,54.0,118.0,-177.0,109.0,109.0,206.0,120.0,109.0,109.0,616.0,-1062.0,False
85,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_85.txt,66.0,66.0,108.0,-2.0,0.0,-4.0,0.0,-299.0,6.0,6.0,6.0,-378.0,0.0,-4.0,0.0,-374.0,0.0,-5.0,0.0,-334.0,0.0,-6.0,0.0,-377.0,55.0,55.0,55.0,-218.0,66.0,66.0,169.0,-1982.0,False
86,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_86.txt,0.0,-42.0,0.0,-527.0,76.0,76.0,76.0,-273.0,17.0,17.0,17.0,-327.0,69.0,69.0,69.0,-330.0,0.0,-7.0,0.0,-349.0,67.0,67.0,67.0,-330.0,143.0,143.0,314.0,274.0,143.0,143.0,543.0,-1862.0,False
87,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_87.txt,160.0,160.0,382.0,365.0,48.0,48.0,79.0,-231.0,54.0,54.0,64.0,-117.0,82.0,82.0,119.0,-47.0,65.0,65.0,83.0,-99.0,2.0,2.0,2.0,-331.0,25.0,25.0,25.0,-169.0,160.0,160.0,754.0,-629.0,False
88,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_88.txt,46.0,46.0,46.0,-113.0,83.0,83.0,91.0,26.0,20.0,20.0,20.0,-353.0,0.0,-7.0,0.0,-416.0,0.0,-10.0,0.0,-359.0,0.0,-43.0,0.0,-539.0,0.0,-58.0,0.0,-520.0,83.0,83.0,157.0,-2274.0,False
89,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_89.txt,51.0,51.0,73.0,-92.0,33.0,33.0,42.0,-353.0,0.0,-10.0,0.0,-463.0,21.0,21.0,39.0,-163.0,0.0,-37.0,0.0,-494.0,7.0,7.0,7.0,-355.0,0.0,-26.0,0.0,-494.0,51.0,51.0,161.0,-2414.0,False
90,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_90.txt,38.0,38.0,38.0,-136.0,3.0,3.0,3.0,-383.0,36.0,36.0,78.0,-28.0,2.0,2.0,2.0,-437.0,0.0,-35.0,0.0,-505.0,2.0,2.0,2.0,-401.0,0.0,-11.0,0.0,-334.0,38.0,38.0,123.0,-2224.0,False
91,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_91.txt,3.0,3.0,3.0,-340.0,0.0,-5.0,0.0,-404.0,0.0,-26.0,0.0,-423.0,0.0,-62.0,0.0,-540.0,0.0,-8.0,0.0,-329.0,0.0,-20.0,0.0,-380.0,108.0,108.0,180.0,178.0,108.0,108.0,183.0,-2238.0,False
92,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_92.txt,0.0,-3.0,0.0,-254.0,87.0,87.0,190.0,176.0,87.0,87.0,223.0,123.0,33.0,33.0,33.0,-243.0,28.0,28.0,47.0,-307.0,16.0,16.0,16.0,-122.0,13.0,13.0,13.0,-355.0,87.0,87.0,522.0,-982.0,False
93,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_93.txt,17.0,17.0,17.0,-317.0,89.0,89.0,175.0,5.0,0.0,-1.0,0.0,-217.0,71.0,71.0,94.0,-31.0,6.0,6.0,6.0,-382.0,66.0,66.0,66.0,-246.0,0.0,-42.0,0.0,-466.0,89.0,89.0,358.0,-1654.0,False
94,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_94.txt,44.0,44.0,64.0,-51.0,0.0,-38.0,0.0,-426.0,10.0,10.0,10.0,-310.0,48.0,48.0,89.0,30.0,3.0,3.0,3.0,-307.0,2.0,2.0,2.0,-247.0,0.0,-25.0,0.0,-400.0,48.0,48.0,168.0,-1711.0,False
95,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_95.txt,0.0,-32.0,0.0,-405.0,0.0,-14.0,0.0,-242.0,0.0,-39.0,0.0,-426.0,54.0,54.0,116.0,65.0,34.0,34.0,72.0,33.0,0.0,-12.0,0.0,-330.0,0.0,-20.0,0.0,-250.0,54.0,54.0,188.0,-1555.0,False
96,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_96.txt,42.0,42.0,110.0,12.0,37.0,37.0,64.0,-202.0,0.0,-4.0,0.0,-281.0,24.0,24.0,24.0,-317.0,0.0,-3.0,0.0,-295.0,35.0,35.0,56.0,-226.0,32.0,32.0,63.0,-23.0,42.0,42.0,317.0,-1332.0,False
97,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_97.txt,0.0,-38.0,0.0,-428.0,0.0,-54.0,0.0,-491.0,0.0,-38.0,0.0,-484.0,27.0,27.0,69.0,9.0,0.0,-23.0,0.0,-455.0,17.0,17.0,29.0,-102.0,0.0,-7.0,0.0,-447.0,27.0,27.0,98.0,-2398.0,False
98,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_98.txt,41.0,41.0,41.0,-317.0,86.0,86.0,91.0,-68.0,96.0,96.0,107.0,33.0,41.0,41.0,41.0,-235.0,2.0,2.0,2.0,-296.0,88.0,88.0,168.0,127.0,75.0,75.0,75.0,-251.0,96.0,96.0,525.0,-1007.0,False
99,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_99.txt,35.0,35.0,112.0,-11.0,11.0,11.0,11.0,-345.0,0.0,-17.0,0.0,-382.0,59.0,59.0,204.0,134.0,0.0,-27.0,0.0,-442.0,0.0,-30.0,0.0,-457.0,0.0,-6.0,0.0,-421.0,59.0,59.0,327.0,-1924.0,False
100,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_100.txt,59.0,59.0,66.0,-53.0,106.0,106.0,218.0,175.0,88.0,88.0,135.0,-100.0,64.0,64.0,64.0,-442.0,75.0,75.0,75.0,-329.0,77.0,77.0,77.0,-319.0,0.0,-82.0,0.0,-754.0,106.0,106.0,635.0,-1822.0,False
101,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_101.txt,66.0,66.0,133.0,54.0,1.0,1.0,1.0,-192.0,85.0,85.0,104.0,-55.0,0.0,-43.0,0.0,-426.0,0.0,-34.0,0.0,-325.0,6.0,6.0,6.0,-401.0,2.0,2.0,2.0,-386.0,85.0,85.0,246.0,-1731.0,False
102,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_102.txt,127.0,127.0,344.0,328.0,0.0,-24.0,0.0,-524.0,0.0,-18.0,0.0,-432.0,4.0,4.0,4.0,-488.0,17.0,17.0,17.0,-328.0,0.0,-23.0,0.0,-496.0,17.0,17.0,17.0,-409.0,127.0,127.0,382.0,-2349.0,False
103,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_103.txt,96.0,96.0,200.0,167.0,41.0,41.0,54.0,-173.0,0.0,-5.0,0.0,-351.0,0.0,-13.0,0.0,-332.0,0.0,-31.0,0.0,-384.0,0.0,-12.0,0.0,-419.0,1.0,1.0,1.0,-411.0,96.0,96.0,255.0,-1903.0,False
104,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_104.txt,6.0,6.0,6.0,-395.0,173.0,173.0,249.0,58.0,82.0,82.0,82.0,-393.0,7.0,7.0,7.0,-370.0,39.0,39.0,39.0,-208.0,95.0,95.0,204.0,33.0,0.0,-65.0,0.0,-764.0,173.0,173.0,587.0,-2039.0,False
105,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_105.txt,55.0,55.0,90.0,6.0,0.0,-3.0,0.0,-330.0,0.0,-21.0,0.0,-491.0,0.0,-25.0,0.0,-496.0,0.0,-44.0,0.0,-348.0,0.0,-11.0,0.0,-265.0,0.0,-2.0,0.0,-416.0,55.0,55.0,90.0,-2340.0,False
106,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_106.txt,67.0,67.0,67.0,-87.0,0.0,-7.0,0.0,-332.0,4.0,4.0,4.0,-380.0,0.0,-59.0,0.0,-417.0,2.0,2.0,2.0,-236.0,28.0,28.0,28.0,-214.0,0.0,-9.0,0.0,-358.0,67.0,67.0,101.0,-2024.0,False
107,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_107.txt,61.0,61.0,103.0,-55.0,72.0,72.0,123.0,60.0,36.0,36.0,55.0,-116.0,20.0,20.0,20.0,-257.0,34.0,34.0,34.0,-249.0,33.0,33.0,33.0,-277.0,0.0,-8.0,0.0,-237.0,72.0,72.0,368.0,-1131.0,False
108,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_108.txt,0.0,-25.0,0.0,-481.0,0.0,-1.0,0.0,-329.0,0.0,-17.0,0.0,-477.0,2.0,2.0,2.0,-196.0,77.0,77.0,77.0,-131.0,0.0,-1.0,0.0,-352.0,0.0,-8.0,0.0,-320.0,77.0,77.0,79.0,-2286.0,False
109,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_109.txt,92.0,92.0,236.0,-26.0,109.0,109.0,329.0,51.0,147.0,147.0,401.0,210.0,83.0,83.0,83.0,-382.0,52.0,52.0,88.0,-307.0,36.0,36.0,37.0,-438.0,0.0,-12.0,0.0,-655.0,147.0,147.0,1174.0,-1547.0,False
110,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_110.txt,68.0,68.0,101.0,-121.0,93.0,93.0,133.0,-97.0,0.0,-5.0,0.0,-426.0,45.0,45.0,49.0,-260.0,40.0,40.0,40.0,-358.0,0.0,-64.0,0.0,-546.0,0.0,-23.0,0.0,-427.0,93.0,93.0,323.0,-2235.0,False
111,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_111.txt,83.0,83.0,141.0,-395.0,169.0,169.0,593.0,464.0,71.0,71.0,102.0,-543.0,0.0,0.0,0.0,-824.0,0.0,0.0,0.0,-824.0,143.0,143.0,468.0,273.0,0.0,0.0,0.0,-824.0,169.0,169.0,1304.0,-2673.0,False
112,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_112.txt,67.0,67.0,207.0,109.0,69.0,69.0,69.0,-502.0,50.0,50.0,50.0,-522.0,128.0,128.0,255.0,163.0,0.0,-55.0,0.0,-814.0,29.0,29.0,46.0,-475.0,81.0,81.0,81.0,-442.0,128.0,128.0,708.0,-2483.0,False
113,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_113.txt,73.0,73.0,73.0,1.0,9.0,9.0,10.0,-263.0,24.0,24.0,32.0,-211.0,0.0,-14.0,0.0,-386.0,50.0,50.0,50.0,-359.0,0.0,-20.0,0.0,-365.0,34.0,34.0,37.0,-70.0,73.0,73.0,202.0,-1653.0,False
114,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_114.txt,36.0,36.0,137.0,26.0,0.0,-93.0,0.0,-754.0,52.0,52.0,52.0,-400.0,35.0,35.0,35.0,-389.0,77.0,77.0,77.0,-395.0,119.0,119.0,175.0,12.0,89.0,89.0,147.0,-174.0,119.0,119.0,623.0,-2074.0,False
115,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_115.txt,45.0,45.0,55.0,-324.0,86.0,86.0,113.0,-56.0,0.0,-4.0,0.0,-399.0,144.0,144.0,204.0,35.0,0.0,-9.0,0.0,-512.0,28.0,28.0,28.0,-407.0,0.0,-12.0,0.0,-495.0,144.0,144.0,400.0,-2158.0,False
116,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_116.txt,189.0,189.0,211.0,117.0,74.0,74.0,247.0,220.0,4.0,4.0,4.0,-407.0,69.0,69.0,125.0,-39.0,93.0,93.0,95.0,-250.0,95.0,95.0,95.0,-356.0,0.0,-92.0,0.0,-738.0,189.0,189.0,777.0,-1453.0,False
117,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_117.txt,178.0,178.0,433.0,395.0,81.0,81.0,86.0,-303.0,45.0,45.0,50.0,-595.0,75.0,75.0,203.0,-166.0,109.0,109.0,261.0,-56.0,0.0,0.0,0.0,-757.0,0.0,0.0,0.0,-757.0,178.0,178.0,1033.0,-2239.0,False
118,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_118.txt,32.0,32.0,48.0,-274.0,89.0,89.0,222.0,138.0,123.0,123.0,236.0,5.0,95.0,95.0,184.0,-25.0,98.0,98.0,138.0,-258.0,32.0,32.0,32.0,-441.0,0.0,-8.0,0.0,-699.0,123.0,123.0,860.0,-1554.0,False
119,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_119.txt,32.0,32.0,32.0,-211.0,0.0,-2.0,0.0,-371.0,0.0,-10.0,0.0,-356.0,2.0,2.0,2.0,-405.0,13.0,13.0,13.0,-401.0,13.0,13.0,23.0,-107.0,61.0,61.0,140.0,102.0,61.0,61.0,210.0,-1749.0,False
120,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_120.txt,75.0,75.0,214.0,143.0,20.0,20.0,20.0,-300.0,147.0,147.0,258.0,170.0,82.0,82.0,82.0,-373.0,76.0,76.0,97.0,-16.0,93.0,93.0,93.0,-364.0,0.0,-81.0,0.0,-708.0,147.0,147.0,764.0,-1448.0,False
121,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_121.txt,94.0,94.0,235.0,104.0,43.0,43.0,66.0,-130.0,26.0,26.0,26.0,-206.0,73.0,73.0,106.0,58.0,19.0,19.0,19.0,-229.0,34.0,34.0,45.0,-107.0,25.0,25.0,25.0,-188.0,94.0,94.0,522.0,-698.0,False
122,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_122.txt,74.0,74.0,140.0,-44.0,91.0,91.0,173.0,-32.0,60.0,60.0,60.0,-197.0,61.0,61.0,61.0,-251.0,0.0,-14.0,0.0,-354.0,29.0,29.0,29.0,-268.0,2.0,2.0,2.0,-292.0,91.0,91.0,465.0,-1438.0,False
123,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_123.txt,15.0,15.0,24.0,-122.0,27.0,27.0,27.0,-149.0,23.0,23.0,36.0,-129.0,0.0,-12.0,0.0,-211.0,0.0,-26.0,0.0,-329.0,14.0,14.0,14.0,-166.0,0.0,-2.0,0.0,-215.0,27.0,27.0,101.0,-1321.0,False
124,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_124.txt,78.0,78.0,203.0,-106.0,107.0,107.0,215.0,-48.0,97.0,97.0,140.0,-210.0,0.0,0.0,0.0,-766.0,0.0,0.0,0.0,-766.0,62.0,62.0,122.0,-475.0,79.0,79.0,159.0,-72.0,107.0,107.0,839.0,-2443.0,False
125,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_125.txt,56.0,56.0,56.0,-256.0,52.0,52.0,52.0,-205.0,13.0,13.0,13.0,-76.0,30.0,30.0,30.0,-150.0,0.0,-11.0,0.0,-219.0,13.0,13.0,13.0,-313.0,0.0,-1.0,0.0,-224.0,56.0,56.0,164.0,-1443.0,False
126,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_126.txt,25.0,25.0,25.0,-241.0,3.0,3.0,3.0,-242.0,0.0,-21.0,0.0,-356.0,0.0,-5.0,0.0,-142.0,0.0,-18.0,0.0,-354.0,0.0,-1.0,0.0,-196.0,75.0,75.0,152.0,125.0,75.0,75.0,180.0,-1406.0,False
127,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_127.txt,98.0,98.0,145.0,-248.0,25.0,25.0,46.0,-461.0,92.0,92.0,92.0,-391.0,97.0,97.0,109.0,-366.0,125.0,125.0,339.0,111.0,0.0,-32.0,0.0,-726.0,135.0,135.0,481.0,443.0,135.0,135.0,1212.0,-1638.0,False
128,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_128.txt,44.0,44.0,64.0,-92.0,3.0,3.0,3.0,-392.0,6.0,6.0,6.0,-327.0,82.0,82.0,176.0,93.0,10.0,10.0,10.0,-487.0,0.0,-22.0,0.0,-499.0,2.0,2.0,2.0,-486.0,82.0,82.0,261.0,-2190.0,False
129,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_129.txt,68.0,68.0,149.0,60.0,0.0,-5.0,0.0,-257.0,0.0,-16.0,0.0,-296.0,0.0,-22.0,0.0,-357.0,0.0,-39.0,0.0,-429.0,0.0,-41.0,0.0,-476.0,27.0,27.0,47.0,-123.0,68.0,68.0,196.0,-1878.0,False
130,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_130.txt,0.0,-17.0,0.0,-361.0,0.0,-8.0,0.0,-383.0,0.0,-8.0,0.0,-412.0,0.0,-22.0,0.0,-298.0,20.0,20.0,51.0,-91.0,17.0,17.0,17.0,-180.0,0.0,-10.0,0.0,-450.0,20.0,20.0,68.0,-2175.0,False
131,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_131.txt,95.0,95.0,213.0,95.0,114.0,114.0,285.0,-20.0,66.0,66.0,166.0,-186.0,146.0,146.0,336.0,136.0,76.0,76.0,145.0,-270.0,0.0,0.0,0.0,-625.0,0.0,0.0,0.0,-625.0,146.0,146.0,1145.0,-1495.0,False
132,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_132.txt,50.0,50.0,68.0,-60.0,117.0,117.0,134.0,-39.0,43.0,43.0,51.0,-165.0,16.0,16.0,16.0,-368.0,4.0,4.0,4.0,-330.0,0.0,-82.0,0.0,-710.0,27.0,27.0,27.0,-404.0,117.0,117.0,300.0,-2076.0,False
133,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_133.txt,47.0,47.0,75.0,-20.0,27.0,27.0,27.0,-382.0,0.0,-18.0,0.0,-423.0,111.0,111.0,192.0,82.0,4.0,4.0,4.0,-307.0,0.0,-7.0,0.0,-390.0,0.0,-8.0,0.0,-305.0,111.0,111.0,298.0,-1745.0,False
134,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_134.txt,44.0,44.0,76.0,-54.0,20.0,20.0,20.0,-291.0,36.0,36.0,36.0,-380.0,0.0,-19.0,0.0,-409.0,118.0,118.0,131.0,-34.0,42.0,42.0,42.0,-311.0,40.0,40.0,57.0,-152.0,118.0,118.0,362.0,-1631.0,False
135,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_135.txt,62.0,62.0,83.0,-10.0,3.0,3.0,3.0,-323.0,19.0,19.0,19.0,-328.0,0.0,-24.0,0.0,-346.0,85.0,85.0,132.0,15.0,13.0,13.0,13.0,-287.0,0.0,-10.0,0.0,-380.0,85.0,85.0,250.0,-1659.0,False
136,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_136.txt,122.0,122.0,181.0,130.0,87.0,87.0,88.0,-269.0,97.0,97.0,97.0,-199.0,36.0,36.0,36.0,-374.0,15.0,15.0,15.0,-391.0,86.0,86.0,86.0,-207.0,0.0,-34.0,0.0,-364.0,122.0,122.0,503.0,-1674.0,False
137,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_137.txt,59.0,59.0,99.0,-61.0,73.0,73.0,177.0,146.0,0.0,-22.0,0.0,-519.0,2.0,2.0,2.0,-364.0,0.0,-32.0,0.0,-453.0,0.0,-11.0,0.0,-446.0,0.0,-12.0,0.0,-435.0,73.0,73.0,278.0,-2132.0,False
138,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_138.txt,101.0,101.0,230.0,-154.0,241.0,241.0,532.0,357.0,132.0,132.0,355.0,9.0,102.0,102.0,221.0,-229.0,0.0,0.0,0.0,-787.0,0.0,0.0,0.0,-787.0,0.0,0.0,0.0,-787.0,241.0,241.0,1338.0,-2378.0,False
139,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_139.txt,63.0,63.0,87.0,-417.0,101.0,101.0,146.0,-106.0,0.0,0.0,0.0,-797.0,0.0,0.0,0.0,-797.0,73.0,73.0,133.0,-379.0,55.0,55.0,68.0,-229.0,139.0,139.0,486.0,466.0,139.0,139.0,920.0,-2259.0,False
140,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_140.txt,34.0,34.0,34.0,-224.0,31.0,31.0,31.0,-356.0,96.0,96.0,113.0,-307.0,13.0,13.0,13.0,-359.0,103.0,103.0,132.0,10.0,0.0,-74.0,0.0,-731.0,97.0,97.0,97.0,-116.0,103.0,103.0,420.0,-2083.0,False
141,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_141.txt,91.0,91.0,163.0,125.0,0.0,-25.0,0.0,-405.0,0.0,-8.0,0.0,-368.0,11.0,11.0,11.0,-295.0,0.0,-2.0,0.0,-345.0,0.0,-5.0,0.0,-348.0,0.0,-21.0,0.0,-446.0,91.0,91.0,174.0,-2082.0,False
142,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_142.txt,73.0,73.0,96.0,-8.0,5.0,5.0,5.0,-329.0,0.0,-9.0,0.0,-300.0,14.0,14.0,20.0,-264.0,24.0,24.0,34.0,-165.0,0.0,-16.0,0.0,-342.0,0.0,-44.0,0.0,-370.0,73.0,73.0,155.0,-1778.0,False
143,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_143.txt,71.0,71.0,136.0,123.0,32.0,32.0,40.0,-308.0,11.0,11.0,11.0,-310.0,36.0,36.0,41.0,-264.0,30.0,30.0,30.0,-388.0,10.0,10.0,10.0,-277.0,0.0,-6.0,0.0,-363.0,71.0,71.0,268.0,-1787.0,False
144,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_144.txt,39.0,39.0,39.0,-438.0,89.0,89.0,252.0,83.0,69.0,69.0,69.0,-398.0,43.0,43.0,64.0,-172.0,37.0,37.0,37.0,-475.0,125.0,125.0,312.0,125.0,0.0,-84.0,0.0,-750.0,125.0,125.0,773.0,-2025.0,False
145,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_145.txt,0.0,-2.0,0.0,-253.0,0.0,-2.0,0.0,-345.0,7.0,7.0,7.0,-323.0,10.0,10.0,10.0,-255.0,44.0,44.0,67.0,15.0,0.0,-18.0,0.0,-332.0,49.0,49.0,77.0,-32.0,49.0,49.0,161.0,-1525.0,False
146,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_146.txt,0.0,-1.0,0.0,-272.0,0.0,-5.0,0.0,-367.0,2.0,2.0,2.0,-291.0,12.0,12.0,12.0,-321.0,2.0,2.0,2.0,-393.0,0.0,-5.0,0.0,-291.0,118.0,118.0,319.0,270.0,118.0,118.0,335.0,-1665.0,False
147,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_147.txt,18.0,18.0,34.0,-104.0,0.0,-51.0,0.0,-523.0,0.0,-45.0,0.0,-534.0,0.0,-2.0,0.0,-339.0,58.0,58.0,161.0,102.0,0.0,-17.0,0.0,-438.0,0.0,-49.0,0.0,-488.0,58.0,58.0,195.0,-2324.0,False
148,uniform,outputs/agents_7/items_9/gpt4o/zero_shot5/output_148.txt,2.0,2.0,4.0,-386.0,0.0,-45.0,0.0,-483.0,0.0,-18.0,0.0,-308.0,0.0,-39.0,0.0,-536.0,31.0,31.0,49.0,-97.0,0.0,-32.0,0.0,-498.0,29.0,29.0,33.0,-121.0,31.0,31.0,86.0,-2429.0,False
