Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Agent_6_Max,Agent_6_Max_Unclipped,Agent_6_Sum,Agent_6_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness
82,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_82.txt,15.0,15.0,15.0,-197.0,3.0,3.0,3.0,-229.0,0.0,0.0,0.0,-185.0,41.0,41.0,80.0,-40.0,56.0,56.0,56.0,-134.0,0.0,-6.0,0.0,-330.0,56.0,56.0,154.0,-1115.0,False
83,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_83.txt,76.0,76.0,76.0,-235.0,0.0,-89.0,0.0,-700.0,50.0,50.0,50.0,-168.0,120.0,120.0,217.0,25.0,24.0,24.0,24.0,-219.0,32.0,32.0,32.0,-357.0,120.0,120.0,399.0,-1654.0,False
84,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_84.txt,0.0,-23.0,0.0,-407.0,0.0,-9.0,0.0,-451.0,0.0,-1.0,0.0,-336.0,18.0,18.0,18.0,-284.0,46.0,46.0,83.0,-100.0,85.0,85.0,197.0,120.0,85.0,85.0,298.0,-1458.0,False
85,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_85.txt,0.0,-23.0,0.0,-425.0,21.0,21.0,21.0,-461.0,0.0,-10.0,0.0,-192.0,104.0,104.0,104.0,-126.0,0.0,-53.0,0.0,-511.0,53.0,53.0,160.0,88.0,104.0,104.0,285.0,-1627.0,False
86,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_86.txt,131.0,131.0,167.0,29.0,93.0,93.0,227.0,114.0,115.0,115.0,293.0,15.0,0.0,-9.0,0.0,-395.0,14.0,14.0,14.0,-302.0,0.0,-27.0,0.0,-402.0,131.0,131.0,701.0,-941.0,False
87,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_87.txt,52.0,52.0,133.0,-34.0,52.0,52.0,69.0,-10.0,0.0,-36.0,0.0,-369.0,0.0,-1.0,0.0,-202.0,0.0,-31.0,0.0,-320.0,0.0,-4.0,0.0,-317.0,52.0,52.0,202.0,-1252.0,False
88,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_88.txt,35.0,35.0,78.0,-129.0,87.0,87.0,173.0,-20.0,58.0,58.0,118.0,-79.0,26.0,26.0,28.0,-379.0,0.0,-10.0,0.0,-443.0,0.0,-5.0,0.0,-352.0,87.0,87.0,397.0,-1402.0,False
89,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_89.txt,2.0,2.0,2.0,-491.0,0.0,-33.0,0.0,-425.0,0.0,-54.0,0.0,-636.0,37.0,37.0,37.0,-83.0,19.0,19.0,36.0,-49.0,11.0,11.0,19.0,-289.0,37.0,37.0,94.0,-1973.0,False
90,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_90.txt,29.0,29.0,29.0,-147.0,55.0,55.0,137.0,-23.0,23.0,23.0,23.0,-463.0,0.0,-9.0,0.0,-342.0,0.0,-17.0,0.0,-334.0,0.0,-32.0,0.0,-445.0,55.0,55.0,189.0,-1754.0,False
91,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_91.txt,75.0,75.0,150.0,135.0,0.0,-3.0,0.0,-342.0,0.0,-4.0,0.0,-230.0,0.0,-6.0,0.0,-331.0,0.0,-26.0,0.0,-425.0,12.0,12.0,12.0,-203.0,75.0,75.0,162.0,-1396.0,False
92,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_92.txt,68.0,68.0,127.0,-138.0,104.0,104.0,203.0,93.0,0.0,0.0,0.0,-727.0,0.0,0.0,0.0,-727.0,44.0,44.0,82.0,-282.0,142.0,142.0,173.0,-10.0,142.0,142.0,585.0,-1791.0,False
93,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_93.txt,91.0,91.0,180.0,60.0,100.0,100.0,185.0,-21.0,101.0,101.0,221.0,86.0,0.0,-28.0,0.0,-471.0,59.0,59.0,59.0,-305.0,42.0,42.0,42.0,-306.0,101.0,101.0,687.0,-957.0,False
94,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_94.txt,51.0,51.0,51.0,-157.0,0.0,-32.0,0.0,-447.0,0.0,-25.0,0.0,-431.0,83.0,83.0,241.0,147.0,0.0,-47.0,0.0,-525.0,0.0,-28.0,0.0,-423.0,83.0,83.0,292.0,-1836.0,False
95,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_95.txt,64.0,64.0,64.0,-295.0,61.0,61.0,72.0,-103.0,0.0,-40.0,0.0,-502.0,33.0,33.0,33.0,-98.0,0.0,-17.0,0.0,-482.0,0.0,-18.0,0.0,-418.0,64.0,64.0,169.0,-1898.0,False
96,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_96.txt,54.0,54.0,119.0,18.0,5.0,5.0,5.0,-401.0,49.0,49.0,72.0,-58.0,0.0,-27.0,0.0,-540.0,19.0,19.0,19.0,-195.0,0.0,-24.0,0.0,-482.0,54.0,54.0,215.0,-1658.0,False
97,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_97.txt,107.0,107.0,156.0,-85.0,72.0,72.0,88.0,-283.0,0.0,-10.0,0.0,-394.0,44.0,44.0,44.0,-256.0,49.0,49.0,95.0,-78.0,53.0,53.0,53.0,-346.0,107.0,107.0,436.0,-1442.0,False
98,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_98.txt,74.0,74.0,172.0,125.0,0.0,-8.0,0.0,-251.0,20.0,20.0,36.0,-86.0,47.0,47.0,47.0,-161.0,5.0,5.0,5.0,-178.0,67.0,67.0,121.0,35.0,74.0,74.0,381.0,-516.0,False
99,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_99.txt,146.0,146.0,302.0,53.0,152.0,152.0,414.0,320.0,14.0,14.0,14.0,-328.0,67.0,67.0,131.0,-274.0,52.0,52.0,52.0,-304.0,41.0,41.0,55.0,-232.0,152.0,152.0,968.0,-765.0,False
100,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_100.txt,74.0,74.0,190.0,141.0,77.0,77.0,77.0,-113.0,80.0,80.0,184.0,-28.0,79.0,79.0,79.0,-197.0,15.0,15.0,15.0,-480.0,0.0,-24.0,0.0,-395.0,80.0,80.0,545.0,-1072.0,False
101,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_101.txt,46.0,46.0,76.0,-42.0,0.0,-39.0,0.0,-382.0,32.0,32.0,45.0,-57.0,0.0,-26.0,0.0,-431.0,0.0,-22.0,0.0,-456.0,3.0,3.0,3.0,-126.0,46.0,46.0,124.0,-1494.0,False
102,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_102.txt,6.0,6.0,10.0,-281.0,25.0,25.0,25.0,-327.0,29.0,29.0,29.0,-262.0,0.0,-20.0,0.0,-388.0,42.0,42.0,42.0,-125.0,58.0,58.0,129.0,67.0,58.0,58.0,235.0,-1316.0,False
103,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_103.txt,78.0,78.0,145.0,-163.0,86.0,86.0,229.0,-47.0,56.0,56.0,63.0,-428.0,0.0,0.0,0.0,-772.0,0.0,0.0,0.0,-772.0,176.0,176.0,299.0,280.0,176.0,176.0,736.0,-1902.0,False
104,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_104.txt,0.0,-3.0,0.0,-160.0,0.0,-4.0,0.0,-188.0,0.0,-1.0,0.0,-156.0,0.0,-3.0,0.0,-241.0,7.0,7.0,7.0,-119.0,253.0,253.0,507.0,507.0,253.0,253.0,514.0,-357.0,False
105,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_105.txt,144.0,144.0,410.0,378.0,158.0,158.0,297.0,209.0,24.0,24.0,24.0,-269.0,77.0,77.0,111.0,-181.0,27.0,27.0,27.0,-284.0,102.0,102.0,140.0,-38.0,158.0,158.0,1009.0,-185.0,False
106,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_106.txt,120.0,120.0,253.0,-36.0,108.0,108.0,234.0,40.0,0.0,0.0,0.0,-768.0,0.0,0.0,0.0,-768.0,187.0,187.0,347.0,187.0,93.0,93.0,129.0,-352.0,187.0,187.0,963.0,-1697.0,False
107,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_107.txt,27.0,27.0,27.0,-242.0,39.0,39.0,52.0,-50.0,0.0,-30.0,0.0,-261.0,0.0,-52.0,0.0,-477.0,0.0,-23.0,0.0,-362.0,54.0,54.0,54.0,-62.0,54.0,54.0,133.0,-1454.0,False
108,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_108.txt,4.0,4.0,4.0,-317.0,0.0,-16.0,0.0,-405.0,0.0,-8.0,0.0,-326.0,48.0,48.0,63.0,8.0,0.0,-17.0,0.0,-484.0,79.0,79.0,240.0,157.0,79.0,79.0,307.0,-1367.0,False
109,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_109.txt,30.0,30.0,32.0,-223.0,0.0,-20.0,0.0,-223.0,0.0,-14.0,0.0,-283.0,0.0,-21.0,0.0,-294.0,32.0,32.0,79.0,-12.0,97.0,97.0,160.0,125.0,97.0,97.0,271.0,-910.0,False
110,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_110.txt,0.0,-25.0,0.0,-358.0,0.0,-2.0,0.0,-260.0,0.0,-60.0,0.0,-505.0,10.0,10.0,10.0,-173.0,8.0,8.0,8.0,-444.0,41.0,41.0,41.0,-168.0,41.0,41.0,59.0,-1908.0,False
111,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_111.txt,38.0,38.0,38.0,-504.0,116.0,116.0,214.0,-40.0,41.0,41.0,72.0,-185.0,0.0,-40.0,0.0,-703.0,3.0,3.0,4.0,-453.0,104.0,104.0,232.0,127.0,116.0,116.0,560.0,-1758.0,False
112,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_112.txt,91.0,91.0,165.0,117.0,72.0,72.0,72.0,-108.0,34.0,34.0,71.0,-47.0,0.0,-11.0,0.0,-373.0,0.0,-16.0,0.0,-250.0,0.0,-23.0,0.0,-322.0,91.0,91.0,308.0,-983.0,False
113,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_113.txt,83.0,83.0,207.0,67.0,41.0,41.0,41.0,-258.0,0.0,-24.0,0.0,-432.0,39.0,39.0,39.0,-328.0,18.0,18.0,18.0,-246.0,128.0,128.0,216.0,156.0,128.0,128.0,521.0,-1041.0,False
114,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_114.txt,53.0,53.0,81.0,-61.0,0.0,-8.0,0.0,-389.0,0.0,-28.0,0.0,-367.0,0.0,-15.0,0.0,-457.0,42.0,42.0,42.0,-184.0,64.0,64.0,123.0,-32.0,64.0,64.0,246.0,-1490.0,False
115,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_115.txt,76.0,76.0,92.0,-138.0,121.0,121.0,139.0,-74.0,85.0,85.0,85.0,-348.0,10.0,10.0,10.0,-395.0,85.0,85.0,148.0,-62.0,0.0,-43.0,0.0,-503.0,121.0,121.0,474.0,-1520.0,False
116,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_116.txt,0.0,-6.0,0.0,-218.0,63.0,63.0,63.0,-61.0,14.0,14.0,15.0,-208.0,0.0,-37.0,0.0,-316.0,0.0,-21.0,0.0,-253.0,81.0,81.0,154.0,135.0,81.0,81.0,232.0,-921.0,False
117,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_117.txt,60.0,60.0,114.0,-48.0,0.0,-35.0,0.0,-579.0,44.0,44.0,44.0,-196.0,0.0,-12.0,0.0,-573.0,0.0,-53.0,0.0,-536.0,29.0,29.0,29.0,-117.0,60.0,60.0,187.0,-2049.0,False
118,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_118.txt,156.0,156.0,355.0,321.0,39.0,39.0,86.0,-187.0,81.0,81.0,81.0,-339.0,0.0,-26.0,0.0,-474.0,30.0,30.0,40.0,-327.0,0.0,-11.0,0.0,-455.0,156.0,156.0,562.0,-1461.0,False
119,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_119.txt,243.0,243.0,436.0,307.0,40.0,40.0,102.0,5.0,73.0,73.0,74.0,-250.0,76.0,76.0,76.0,-320.0,48.0,48.0,48.0,-267.0,2.0,2.0,2.0,-415.0,243.0,243.0,738.0,-940.0,False
120,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_120.txt,31.0,31.0,31.0,-369.0,58.0,58.0,91.0,-95.0,0.0,-75.0,0.0,-698.0,81.0,81.0,110.0,-135.0,82.0,82.0,89.0,-276.0,17.0,17.0,17.0,-263.0,82.0,82.0,338.0,-1836.0,False
121,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_121.txt,0.0,-15.0,0.0,-226.0,25.0,25.0,44.0,-163.0,0.0,0.0,0.0,-493.0,3.0,3.0,3.0,-324.0,0.0,-34.0,0.0,-591.0,0.0,-35.0,0.0,-543.0,25.0,25.0,47.0,-2340.0,False
122,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_122.txt,27.0,27.0,32.0,-29.0,7.0,7.0,7.0,-236.0,91.0,91.0,164.0,12.0,8.0,8.0,8.0,-320.0,53.0,53.0,82.0,-20.0,7.0,7.0,7.0,-291.0,91.0,91.0,300.0,-884.0,False
123,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_123.txt,0.0,-16.0,0.0,-410.0,92.0,92.0,115.0,38.0,35.0,35.0,44.0,-51.0,0.0,-9.0,0.0,-406.0,0.0,-36.0,0.0,-346.0,7.0,7.0,7.0,-135.0,92.0,92.0,166.0,-1310.0,False
124,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_124.txt,76.0,76.0,141.0,-3.0,0.0,-1.0,0.0,-261.0,32.0,32.0,32.0,-161.0,1.0,1.0,1.0,-398.0,0.0,-16.0,0.0,-379.0,0.0,-8.0,0.0,-406.0,76.0,76.0,174.0,-1608.0,False
125,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_125.txt,8.0,8.0,8.0,-279.0,43.0,43.0,43.0,-154.0,0.0,-2.0,0.0,-295.0,0.0,-11.0,0.0,-348.0,0.0,-3.0,0.0,-287.0,66.0,66.0,133.0,46.0,66.0,66.0,184.0,-1317.0,False
126,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_126.txt,0.0,-11.0,0.0,-478.0,13.0,13.0,13.0,-510.0,10.0,10.0,17.0,-177.0,89.0,89.0,122.0,-35.0,0.0,-54.0,0.0,-600.0,40.0,40.0,40.0,-166.0,89.0,89.0,192.0,-1966.0,False
127,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_127.txt,99.0,99.0,162.0,-35.0,100.0,100.0,195.0,22.0,71.0,71.0,84.0,-138.0,21.0,21.0,33.0,-374.0,66.0,66.0,66.0,-355.0,33.0,33.0,33.0,-401.0,100.0,100.0,573.0,-1281.0,False
128,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_128.txt,0.0,0.0,0.0,-656.0,158.0,158.0,300.0,-29.0,0.0,0.0,0.0,-656.0,44.0,44.0,55.0,-428.0,150.0,150.0,223.0,56.0,179.0,179.0,340.0,281.0,179.0,179.0,918.0,-1432.0,False
129,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_129.txt,119.0,119.0,285.0,277.0,59.0,59.0,85.0,-145.0,85.0,85.0,92.0,-265.0,70.0,70.0,70.0,-282.0,15.0,15.0,25.0,-244.0,0.0,-70.0,0.0,-624.0,119.0,119.0,557.0,-1283.0,False
130,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_130.txt,18.0,18.0,18.0,-347.0,50.0,50.0,69.0,-55.0,95.0,95.0,135.0,-15.0,14.0,14.0,14.0,-219.0,0.0,-12.0,0.0,-492.0,39.0,39.0,39.0,-413.0,95.0,95.0,275.0,-1541.0,False
131,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_131.txt,158.0,158.0,225.0,106.0,86.0,86.0,116.0,-173.0,103.0,103.0,152.0,78.0,98.0,98.0,141.0,-116.0,0.0,-26.0,0.0,-393.0,18.0,18.0,18.0,-360.0,158.0,158.0,652.0,-858.0,False
132,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_132.txt,162.0,162.0,355.0,190.0,70.0,70.0,70.0,-407.0,123.0,123.0,199.0,-49.0,81.0,81.0,164.0,-7.0,43.0,43.0,43.0,-448.0,0.0,-31.0,0.0,-500.0,162.0,162.0,831.0,-1221.0,False
133,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_133.txt,96.0,96.0,127.0,-52.0,155.0,155.0,285.0,90.0,18.0,18.0,28.0,-519.0,68.0,68.0,142.0,15.0,0.0,0.0,0.0,-652.0,0.0,0.0,0.0,-652.0,155.0,155.0,582.0,-1770.0,False
134,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_134.txt,24.0,24.0,37.0,-195.0,62.0,62.0,106.0,38.0,42.0,42.0,60.0,-162.0,0.0,0.0,0.0,-392.0,0.0,-27.0,0.0,-288.0,72.0,72.0,199.0,112.0,72.0,72.0,402.0,-887.0,False
135,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_135.txt,45.0,45.0,45.0,-160.0,45.0,45.0,78.0,-25.0,39.0,39.0,39.0,-367.0,0.0,-21.0,0.0,-366.0,2.0,2.0,2.0,-499.0,65.0,65.0,65.0,-144.0,65.0,65.0,229.0,-1561.0,False
136,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_136.txt,33.0,33.0,46.0,10.0,44.0,44.0,44.0,-123.0,15.0,15.0,15.0,-357.0,102.0,102.0,102.0,-207.0,0.0,-28.0,0.0,-394.0,0.0,-14.0,0.0,-402.0,102.0,102.0,207.0,-1473.0,False
137,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_137.txt,0.0,-36.0,0.0,-390.0,72.0,72.0,113.0,20.0,0.0,-51.0,0.0,-473.0,61.0,61.0,88.0,-47.0,0.0,-38.0,0.0,-389.0,0.0,-25.0,0.0,-363.0,72.0,72.0,201.0,-1642.0,False
138,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_138.txt,63.0,63.0,101.0,-3.0,0.0,-60.0,0.0,-539.0,0.0,-26.0,0.0,-456.0,69.0,69.0,69.0,-140.0,74.0,74.0,115.0,-69.0,10.0,10.0,10.0,-470.0,74.0,74.0,295.0,-1677.0,False
139,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_139.txt,55.0,55.0,109.0,15.0,0.0,-1.0,0.0,-193.0,0.0,-19.0,0.0,-377.0,66.0,66.0,102.0,2.0,21.0,21.0,38.0,-244.0,0.0,-8.0,0.0,-351.0,66.0,66.0,249.0,-1148.0,False
140,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_140.txt,78.0,78.0,151.0,-47.0,0.0,-6.0,0.0,-282.0,0.0,-9.0,0.0,-252.0,0.0,-31.0,0.0,-400.0,36.0,36.0,36.0,-121.0,43.0,43.0,125.0,75.0,78.0,78.0,312.0,-1027.0,False
141,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_141.txt,56.0,56.0,144.0,-18.0,47.0,47.0,47.0,-137.0,67.0,67.0,136.0,-90.0,6.0,6.0,9.0,-295.0,32.0,32.0,32.0,-241.0,0.0,-18.0,0.0,-440.0,67.0,67.0,368.0,-1221.0,False
142,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_142.txt,22.0,22.0,22.0,-342.0,112.0,112.0,260.0,100.0,9.0,9.0,9.0,-328.0,29.0,29.0,56.0,-95.0,0.0,-5.0,0.0,-322.0,0.0,-23.0,0.0,-388.0,112.0,112.0,347.0,-1375.0,False
143,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_143.txt,0.0,-22.0,0.0,-302.0,42.0,42.0,53.0,3.0,49.0,49.0,49.0,-41.0,0.0,-26.0,0.0,-413.0,0.0,-53.0,0.0,-392.0,34.0,34.0,34.0,-89.0,49.0,49.0,136.0,-1234.0,False
144,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_144.txt,10.0,10.0,10.0,-285.0,0.0,-23.0,0.0,-412.0,52.0,52.0,155.0,94.0,18.0,18.0,40.0,-184.0,16.0,16.0,16.0,-199.0,0.0,-15.0,0.0,-462.0,52.0,52.0,221.0,-1448.0,False
145,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_145.txt,0.0,-18.0,0.0,-457.0,0.0,-43.0,0.0,-458.0,39.0,39.0,66.0,-111.0,0.0,-4.0,0.0,-344.0,77.0,77.0,139.0,82.0,2.0,2.0,2.0,-364.0,77.0,77.0,207.0,-1652.0,False
146,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_146.txt,19.0,19.0,37.0,-144.0,105.0,105.0,240.0,134.0,51.0,51.0,85.0,-87.0,4.0,4.0,4.0,-405.0,0.0,0.0,0.0,-321.0,0.0,-1.0,0.0,-259.0,105.0,105.0,366.0,-1082.0,False
147,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_147.txt,118.0,118.0,213.0,41.0,80.0,80.0,80.0,-122.0,80.0,80.0,80.0,-141.0,36.0,36.0,36.0,-297.0,0.0,-8.0,0.0,-402.0,36.0,36.0,36.0,-316.0,118.0,118.0,445.0,-1237.0,False
148,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_148.txt,77.0,77.0,110.0,21.0,8.0,8.0,8.0,-459.0,0.0,-23.0,0.0,-465.0,0.0,-35.0,0.0,-450.0,36.0,36.0,52.0,-109.0,31.0,31.0,44.0,-186.0,77.0,77.0,214.0,-1648.0,False
149,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_149.txt,175.0,175.0,316.0,180.0,70.0,70.0,108.0,-43.0,31.0,31.0,37.0,-236.0,43.0,43.0,43.0,-337.0,18.0,18.0,18.0,-403.0,88.0,88.0,97.0,-146.0,175.0,175.0,619.0,-985.0,False
150,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_150.txt,56.0,56.0,61.0,-66.0,0.0,-31.0,0.0,-351.0,0.0,-47.0,0.0,-391.0,0.0,-28.0,0.0,-341.0,15.0,15.0,15.0,-224.0,0.0,-23.0,0.0,-277.0,56.0,56.0,76.0,-1650.0,False
151,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_151.txt,51.0,51.0,83.0,53.0,60.0,60.0,62.0,-81.0,2.0,2.0,2.0,-352.0,0.0,-39.0,0.0,-312.0,115.0,115.0,115.0,-45.0,3.0,3.0,3.0,-350.0,115.0,115.0,265.0,-1087.0,False
152,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_152.txt,0.0,-49.0,0.0,-498.0,44.0,44.0,51.0,-105.0,51.0,51.0,107.0,-126.0,0.0,-22.0,0.0,-429.0,0.0,-33.0,0.0,-378.0,3.0,3.0,3.0,-211.0,51.0,51.0,161.0,-1747.0,False
153,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_153.txt,146.0,146.0,243.0,-28.0,33.0,33.0,61.0,-330.0,194.0,194.0,334.0,244.0,67.0,67.0,99.0,-326.0,43.0,43.0,43.0,-463.0,0.0,-11.0,0.0,-762.0,194.0,194.0,780.0,-1665.0,False
154,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_154.txt,95.0,95.0,264.0,218.0,94.0,94.0,251.0,136.0,81.0,81.0,121.0,-198.0,62.0,62.0,78.0,-243.0,3.0,3.0,3.0,-292.0,104.0,104.0,148.0,13.0,104.0,104.0,865.0,-366.0,False
155,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_155.txt,69.0,69.0,113.0,28.0,93.0,93.0,177.0,123.0,24.0,24.0,38.0,-88.0,43.0,43.0,67.0,-65.0,53.0,53.0,53.0,-18.0,0.0,-8.0,0.0,-243.0,93.0,93.0,448.0,-263.0,False
156,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_156.txt,50.0,50.0,92.0,-109.0,0.0,-7.0,0.0,-367.0,19.0,19.0,19.0,-348.0,93.0,93.0,126.0,-70.0,0.0,-15.0,0.0,-359.0,68.0,68.0,96.0,6.0,93.0,93.0,333.0,-1247.0,False
157,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_157.txt,0.0,-25.0,0.0,-351.0,59.0,59.0,95.0,-9.0,64.0,64.0,174.0,103.0,0.0,-39.0,0.0,-430.0,0.0,-6.0,0.0,-316.0,0.0,-2.0,0.0,-327.0,64.0,64.0,269.0,-1330.0,False
158,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_158.txt,164.0,164.0,284.0,284.0,82.0,82.0,134.0,-59.0,25.0,25.0,25.0,-266.0,0.0,-6.0,0.0,-376.0,0.0,-20.0,0.0,-385.0,51.0,51.0,51.0,-321.0,164.0,164.0,494.0,-1123.0,False
159,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_159.txt,0.0,-3.0,0.0,-450.0,55.0,55.0,55.0,-46.0,29.0,29.0,43.0,-71.0,6.0,6.0,6.0,-463.0,0.0,-19.0,0.0,-412.0,61.0,61.0,61.0,-152.0,61.0,61.0,165.0,-1594.0,False
160,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_160.txt,57.0,57.0,88.0,1.0,8.0,8.0,8.0,-292.0,0.0,-21.0,0.0,-433.0,0.0,-14.0,0.0,-563.0,22.0,22.0,22.0,-272.0,0.0,-9.0,0.0,-502.0,57.0,57.0,118.0,-2061.0,False
161,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_161.txt,0.0,-10.0,0.0,-429.0,90.0,90.0,182.0,-70.0,125.0,125.0,156.0,-99.0,90.0,90.0,128.0,26.0,0.0,-2.0,0.0,-514.0,0.0,-16.0,0.0,-603.0,125.0,125.0,466.0,-1689.0,False
162,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_162.txt,117.0,117.0,152.0,109.0,101.0,101.0,153.0,-59.0,37.0,37.0,37.0,-356.0,11.0,11.0,11.0,-308.0,0.0,-11.0,0.0,-345.0,41.0,41.0,73.0,-103.0,117.0,117.0,426.0,-1062.0,False
163,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_163.txt,111.0,111.0,142.0,53.0,45.0,45.0,45.0,-259.0,34.0,34.0,78.0,-136.0,17.0,17.0,17.0,-334.0,0.0,-73.0,0.0,-483.0,53.0,53.0,73.0,43.0,111.0,111.0,355.0,-1116.0,False
164,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_164.txt,0.0,-11.0,0.0,-282.0,66.0,66.0,104.0,95.0,0.0,-13.0,0.0,-254.0,0.0,-10.0,0.0,-349.0,2.0,2.0,3.0,-228.0,70.0,70.0,123.0,102.0,70.0,70.0,230.0,-916.0,False
165,uniform,outputs/agents_6/items_9/gpt4o/zero_shot4/output_165.txt,0.0,-6.0,0.0,-333.0,0.0,-41.0,0.0,-382.0,52.0,52.0,59.0,-25.0,0.0,-17.0,0.0,-323.0,7.0,7.0,7.0,-257.0,62.0,62.0,62.0,-170.0,62.0,62.0,128.0,-1490.0,False
