Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Agent_6_Max,Agent_6_Max_Unclipped,Agent_6_Sum,Agent_6_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
66,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_66.txt,79.0,79.0,125.0,15.0,71.0,71.0,88.0,-203.0,2.0,2.0,2.0,-192.0,60.0,60.0,68.0,-108.0,0.0,-38.0,0.0,-370.0,0.0,-7.0,0.0,-257.0,79.0,79.0,283.0,-1115.0,False,279936.0,0.0,607695663168.0,557.0,76.0,235298714112.0,534.0,28.0
67,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_67.txt,0.0,0.0,0.0,-538.0,0.0,0.0,0.0,-538.0,81.0,81.0,171.0,9.0,69.0,69.0,136.0,-164.0,81.0,81.0,269.0,243.0,56.0,56.0,56.0,-260.0,81.0,81.0,632.0,-1248.0,False,279936.0,0.0,303130568160.0,538.0,69.0,0.0,538.0,0.0
68,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_68.txt,5.0,5.0,5.0,-181.0,40.0,40.0,75.0,73.0,0.0,-2.0,0.0,-262.0,0.0,-50.0,0.0,-387.0,0.0,-9.0,0.0,-192.0,0.0,-3.0,0.0,-316.0,40.0,40.0,80.0,-1265.0,False,279936.0,0.0,617077988856.0,587.0,81.0,582661519776.0,584.0,54.0
69,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_69.txt,0.0,0.0,0.0,-603.0,0.0,0.0,0.0,-603.0,77.0,77.0,130.0,-336.0,0.0,0.0,0.0,-603.0,84.0,84.0,280.0,88.0,129.0,129.0,452.0,314.0,129.0,129.0,862.0,-1743.0,False,279936.0,0.0,343086975000.0,606.0,66.0,0.0,603.0,0.0
70,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_70.txt,112.0,112.0,213.0,213.0,15.0,15.0,17.0,-276.0,17.0,17.0,22.0,-123.0,12.0,12.0,12.0,-238.0,51.0,51.0,55.0,-82.0,31.0,31.0,31.0,-307.0,112.0,112.0,350.0,-813.0,False,279936.0,0.0,713922021750.0,608.0,87.0,125333124750.0,521.0,18.0
71,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_71.txt,214.0,214.0,474.0,474.0,26.0,26.0,47.0,-221.0,0.0,-22.0,0.0,-569.0,36.0,36.0,42.0,-355.0,33.0,33.0,34.0,-242.0,42.0,42.0,42.0,-390.0,214.0,214.0,639.0,-1303.0,False,279936.0,0.0,401385374544.0,594.0,70.0,0.0,569.0,0.0
72,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_72.txt,18.0,18.0,18.0,-173.0,77.0,77.0,138.0,63.0,28.0,28.0,28.0,-236.0,0.0,-15.0,0.0,-322.0,27.0,27.0,27.0,-128.0,69.0,69.0,69.0,-120.0,77.0,77.0,280.0,-916.0,False,279936.0,0.0,210233802240.0,526.0,54.0,71836087680.0,469.0,18.0
73,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_73.txt,80.0,80.0,169.0,75.0,73.0,73.0,136.0,-59.0,35.0,35.0,58.0,-152.0,69.0,69.0,120.0,-192.0,0.0,0.0,0.0,-324.0,0.0,-12.0,0.0,-266.0,80.0,80.0,483.0,-918.0,False,279936.0,0.0,373398480000.0,561.0,80.0,43462137600.0,462.0,21.0
74,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_74.txt,85.0,85.0,130.0,-15.0,21.0,21.0,21.0,-363.0,32.0,32.0,53.0,-335.0,0.0,-23.0,0.0,-543.0,55.0,55.0,55.0,-220.0,119.0,119.0,265.0,135.0,119.0,119.0,524.0,-1341.0,False,279936.0,0.0,393175326375.0,585.0,73.0,0.0,543.0,0.0
75,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_75.txt,0.0,-18.0,0.0,-359.0,48.0,48.0,78.0,-13.0,47.0,47.0,53.0,-167.0,0.0,-17.0,0.0,-233.0,0.0,-4.0,0.0,-257.0,20.0,20.0,20.0,-104.0,48.0,48.0,151.0,-1133.0,False,279936.0,0.0,319384545480.0,550.0,71.0,143352815760.0,492.0,24.0
76,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_76.txt,45.0,45.0,83.0,-26.0,134.0,134.0,298.0,150.0,35.0,35.0,35.0,-275.0,69.0,69.0,69.0,-224.0,0.0,-52.0,0.0,-518.0,31.0,31.0,40.0,-201.0,134.0,134.0,525.0,-1094.0,False,279936.0,0.0,349374649680.0,566.0,69.0,0.0,518.0,0.0
77,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_77.txt,9.0,9.0,9.0,-170.0,0.0,-15.0,0.0,-207.0,37.0,37.0,50.0,-6.0,48.0,48.0,48.0,-140.0,24.0,24.0,66.0,66.0,0.0,-31.0,0.0,-257.0,48.0,48.0,173.0,-714.0,False,279936.0,0.0,580405744800.0,573.0,78.0,216359212500.0,474.0,50.0
78,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_78.txt,47.0,47.0,47.0,-339.0,32.0,32.0,57.0,-348.0,59.0,59.0,59.0,-257.0,0.0,-41.0,0.0,-579.0,52.0,52.0,135.0,-32.0,119.0,119.0,294.0,122.0,119.0,119.0,592.0,-1433.0,False,279936.0,0.0,693141711680.0,588.0,83.0,0.0,579.0,0.0
79,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_79.txt,11.0,11.0,11.0,-261.0,90.0,90.0,90.0,-263.0,75.0,75.0,78.0,-243.0,61.0,61.0,61.0,-384.0,93.0,93.0,225.0,225.0,0.0,-82.0,0.0,-625.0,93.0,93.0,465.0,-1551.0,False,279936.0,0.0,869684390400.0,625.0,82.0,0.0,625.0,0.0
80,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_80.txt,0.0,-24.0,0.0,-280.0,2.0,2.0,2.0,-235.0,0.0,-24.0,0.0,-289.0,23.0,23.0,44.0,19.0,5.0,5.0,5.0,-269.0,0.0,-48.0,0.0,-405.0,23.0,23.0,51.0,-1459.0,False,279936.0,0.0,614368177920.0,596.0,77.0,614368177920.0,589.0,48.0
81,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_81.txt,36.0,36.0,60.0,-232.0,77.0,77.0,158.0,47.0,76.0,76.0,76.0,-230.0,57.0,57.0,144.0,58.0,79.0,79.0,79.0,-265.0,0.0,-51.0,0.0,-561.0,79.0,79.0,517.0,-1183.0,False,279936.0,0.0,667701684000.0,600.0,78.0,0.0,561.0,0.0
82,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_82.txt,139.0,139.0,205.0,-30.0,110.0,110.0,177.0,20.0,0.0,0.0,0.0,-586.0,80.0,80.0,129.0,-11.0,0.0,0.0,0.0,-586.0,10.0,10.0,18.0,-339.0,139.0,139.0,529.0,-1532.0,False,279936.0,0.0,665612070750.0,609.0,82.0,0.0,586.0,0.0
83,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_83.txt,0.0,-11.0,0.0,-277.0,0.0,-4.0,0.0,-255.0,0.0,-30.0,0.0,-263.0,0.0,-10.0,0.0,-148.0,0.0,-10.0,0.0,-252.0,0.0,0.0,0.0,-106.0,0.0,0.0,0.0,-1301.0,True,279936.0,1.0,504134385300.0,570.0,78.0,504134385300.0,546.0,71.0
84,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_84.txt,73.0,73.0,73.0,-100.0,87.0,87.0,87.0,-111.0,36.0,36.0,37.0,-132.0,83.0,83.0,83.0,-178.0,0.0,-26.0,0.0,-231.0,139.0,139.0,162.0,64.0,139.0,139.0,442.0,-688.0,False,279936.0,0.0,901076901120.0,646.0,87.0,0.0,464.0,0.0
85,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_85.txt,51.0,51.0,72.0,-1.0,73.0,73.0,80.0,-50.0,99.0,99.0,100.0,-87.0,125.0,125.0,187.0,147.0,0.0,-75.0,0.0,-456.0,44.0,44.0,44.0,-181.0,125.0,125.0,483.0,-628.0,False,279936.0,0.0,361057844250.0,551.0,75.0,0.0,456.0,0.0
86,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_86.txt,54.0,54.0,58.0,-409.0,139.0,139.0,302.0,47.0,0.0,0.0,0.0,-618.0,165.0,165.0,338.0,264.0,0.0,0.0,0.0,-618.0,89.0,89.0,176.0,-255.0,165.0,165.0,874.0,-1589.0,False,279936.0,0.0,667450360962.0,618.0,72.0,0.0,618.0,0.0
87,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_87.txt,0.0,-72.0,0.0,-568.0,35.0,35.0,36.0,-259.0,101.0,101.0,137.0,28.0,28.0,28.0,28.0,-261.0,57.0,57.0,87.0,-55.0,64.0,64.0,64.0,-287.0,101.0,101.0,352.0,-1402.0,False,279936.0,0.0,587181146112.0,583.0,77.0,0.0,568.0,0.0
88,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_88.txt,101.0,101.0,134.0,61.0,58.0,58.0,76.0,-153.0,0.0,-15.0,0.0,-257.0,32.0,32.0,32.0,-234.0,0.0,-24.0,0.0,-324.0,0.0,-3.0,0.0,-235.0,101.0,101.0,242.0,-1142.0,False,279936.0,0.0,659638520640.0,612.0,79.0,255878298200.0,538.0,34.0
89,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_89.txt,0.0,0.0,0.0,-298.0,3.0,3.0,3.0,-342.0,0.0,0.0,0.0,-298.0,2.0,2.0,2.0,-287.0,74.0,74.0,131.0,72.0,0.0,-3.0,0.0,-292.0,74.0,74.0,136.0,-1445.0,False,279936.0,0.0,814321431000.0,639.0,88.0,864629491968.0,612.0,73.0
90,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_90.txt,92.0,92.0,263.0,263.0,60.0,60.0,87.0,-69.0,40.0,40.0,40.0,-208.0,49.0,49.0,62.0,-123.0,10.0,10.0,15.0,-247.0,48.0,48.0,48.0,-226.0,92.0,92.0,515.0,-610.0,False,279936.0,0.0,278254591680.0,543.0,65.0,5978294784.0,420.0,7.0
91,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_91.txt,0.0,-4.0,0.0,-235.0,8.0,8.0,8.0,-158.0,19.0,19.0,19.0,-250.0,0.0,-3.0,0.0,-267.0,73.0,73.0,141.0,121.0,0.0,-18.0,0.0,-289.0,73.0,73.0,168.0,-1078.0,False,279936.0,0.0,408475995930.0,550.0,69.0,328764235968.0,526.0,58.0
92,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_92.txt,25.0,25.0,40.0,-43.0,4.0,4.0,4.0,-185.0,1.0,1.0,1.0,-149.0,0.0,-17.0,0.0,-157.0,0.0,-14.0,0.0,-179.0,46.0,46.0,91.0,62.0,46.0,46.0,136.0,-651.0,False,279936.0,0.0,322574301504.0,556.0,68.0,204173561024.0,468.0,62.0
93,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_93.txt,47.0,47.0,47.0,-98.0,126.0,126.0,165.0,64.0,26.0,26.0,26.0,-237.0,56.0,56.0,56.0,-161.0,0.0,-3.0,0.0,-227.0,0.0,-12.0,0.0,-347.0,126.0,126.0,294.0,-1006.0,False,279936.0,0.0,1011847171968.0,653.0,87.0,161478282240.0,542.0,18.0
94,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_94.txt,38.0,38.0,42.0,-98.0,81.0,81.0,92.0,35.0,2.0,2.0,2.0,-139.0,0.0,-78.0,0.0,-471.0,34.0,34.0,34.0,-153.0,50.0,50.0,50.0,-54.0,81.0,81.0,220.0,-880.0,False,279936.0,0.0,248572499448.0,525.0,56.0,0.0,471.0,0.0
95,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_95.txt,50.0,50.0,50.0,-312.0,0.0,-63.0,0.0,-615.0,59.0,59.0,117.0,-80.0,3.0,3.0,3.0,-393.0,90.0,90.0,207.0,97.0,31.0,31.0,31.0,-405.0,90.0,90.0,408.0,-1708.0,False,279936.0,0.0,455696876180.0,615.0,77.0,0.0,615.0,0.0
96,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_96.txt,50.0,50.0,50.0,-199.0,38.0,38.0,38.0,-222.0,20.0,20.0,20.0,-338.0,0.0,-5.0,0.0,-260.0,0.0,-3.0,0.0,-306.0,59.0,59.0,59.0,14.0,59.0,59.0,167.0,-1311.0,False,279936.0,0.0,1137773637000.0,658.0,92.0,663689030400.0,607.0,47.0
97,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_97.txt,57.0,57.0,66.0,-81.0,74.0,74.0,74.0,-148.0,0.0,-21.0,0.0,-226.0,0.0,-15.0,0.0,-255.0,0.0,-1.0,0.0,-210.0,36.0,36.0,36.0,-59.0,74.0,74.0,176.0,-979.0,False,279936.0,0.0,525645731520.0,613.0,69.0,84639915360.0,439.0,23.0
98,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_98.txt,92.0,92.0,153.0,86.0,0.0,-7.0,0.0,-243.0,0.0,-32.0,0.0,-364.0,0.0,-4.0,0.0,-218.0,7.0,7.0,7.0,-220.0,0.0,0.0,0.0,-227.0,92.0,92.0,160.0,-1186.0,False,279936.0,0.0,529274124288.0,585.0,66.0,464045137920.0,557.0,60.0
99,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_99.txt,16.0,16.0,16.0,-132.0,13.0,13.0,13.0,-51.0,49.0,49.0,51.0,-92.0,0.0,-13.0,0.0,-228.0,50.0,50.0,50.0,-57.0,32.0,32.0,32.0,-83.0,50.0,50.0,162.0,-643.0,False,279936.0,0.0,410450342400.0,555.0,65.0,87630660000.0,417.0,40.0
100,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_100.txt,14.0,14.0,28.0,-70.0,42.0,42.0,42.0,-203.0,66.0,66.0,66.0,-179.0,60.0,60.0,68.0,-123.0,48.0,48.0,73.0,-61.0,0.0,-3.0,0.0,-228.0,66.0,66.0,277.0,-864.0,False,279936.0,0.0,445589187120.0,590.0,70.0,22293768420.0,477.0,4.0
101,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_101.txt,0.0,-22.0,0.0,-366.0,0.0,-12.0,0.0,-321.0,97.0,97.0,379.0,379.0,0.0,-35.0,0.0,-361.0,0.0,-29.0,0.0,-303.0,3.0,3.0,3.0,-215.0,97.0,97.0,382.0,-1187.0,False,279936.0,0.0,762638492000.0,592.0,77.0,577999699200.0,592.0,57.0
102,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_102.txt,0.0,-12.0,0.0,-322.0,0.0,-17.0,0.0,-277.0,33.0,33.0,33.0,-186.0,0.0,-13.0,0.0,-282.0,15.0,15.0,15.0,-197.0,22.0,22.0,29.0,-73.0,33.0,33.0,77.0,-1337.0,False,279936.0,0.0,708293308800.0,637.0,79.0,548228736000.0,576.0,44.0
103,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_103.txt,87.0,87.0,87.0,-94.0,62.0,62.0,129.0,117.0,65.0,65.0,65.0,-185.0,74.0,74.0,74.0,-177.0,0.0,-5.0,0.0,-266.0,0.0,-9.0,0.0,-318.0,87.0,87.0,355.0,-923.0,False,279936.0,0.0,802474928640.0,614.0,78.0,110681290368.0,528.0,11.0
104,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_104.txt,85.0,85.0,127.0,-120.0,37.0,37.0,65.0,-156.0,35.0,35.0,41.0,-326.0,81.0,81.0,138.0,-87.0,0.0,-12.0,0.0,-462.0,188.0,188.0,576.0,576.0,188.0,188.0,947.0,-575.0,False,279936.0,0.0,511287318072.0,574.0,79.0,0.0,462.0,0.0
105,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_105.txt,74.0,74.0,173.0,68.0,42.0,42.0,42.0,-192.0,27.0,27.0,28.0,-167.0,0.0,-5.0,0.0,-273.0,57.0,57.0,57.0,-205.0,0.0,-20.0,0.0,-206.0,74.0,74.0,300.0,-975.0,False,279936.0,0.0,630157952000.0,592.0,80.0,82470336000.0,509.0,10.0
106,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_106.txt,0.0,-32.0,0.0,-324.0,0.0,-5.0,0.0,-309.0,0.0,-15.0,0.0,-135.0,0.0,-8.0,0.0,-256.0,30.0,30.0,46.0,-32.0,0.0,-12.0,0.0,-278.0,30.0,30.0,46.0,-1334.0,False,279936.0,0.0,329071443008.0,585.0,68.0,271217973648.0,507.0,43.0
107,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_107.txt,67.0,67.0,125.0,-75.0,5.0,5.0,9.0,-148.0,32.0,32.0,60.0,-124.0,57.0,57.0,57.0,-98.0,0.0,-17.0,0.0,-340.0,71.0,71.0,142.0,88.0,71.0,71.0,393.0,-697.0,False,279936.0,0.0,739437763680.0,612.0,84.0,62810294400.0,470.0,15.0
108,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_108.txt,0.0,-6.0,0.0,-304.0,79.0,79.0,151.0,98.0,0.0,-6.0,0.0,-260.0,5.0,5.0,5.0,-307.0,0.0,-55.0,0.0,-410.0,0.0,-2.0,0.0,-254.0,79.0,79.0,156.0,-1437.0,False,279936.0,0.0,1414119956832.0,655.0,94.0,1310455955952.0,655.0,78.0
109,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_109.txt,80.0,80.0,80.0,-50.0,62.0,62.0,138.0,46.0,55.0,55.0,75.0,-129.0,94.0,94.0,94.0,-92.0,0.0,-44.0,0.0,-444.0,52.0,52.0,52.0,-243.0,94.0,94.0,439.0,-912.0,False,279936.0,0.0,285073012224.0,516.0,63.0,0.0,444.0,0.0
110,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_110.txt,10.0,10.0,10.0,-209.0,0.0,-27.0,0.0,-291.0,0.0,-9.0,0.0,-188.0,0.0,-12.0,0.0,-278.0,0.0,-5.0,0.0,-247.0,73.0,73.0,121.0,57.0,73.0,73.0,131.0,-1156.0,False,279936.0,0.0,778307631552.0,628.0,88.0,444717250560.0,528.0,72.0
111,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_111.txt,0.0,-22.0,0.0,-275.0,44.0,44.0,84.0,44.0,0.0,-17.0,0.0,-294.0,21.0,21.0,21.0,-192.0,0.0,-28.0,0.0,-319.0,0.0,-13.0,0.0,-247.0,44.0,44.0,105.0,-1283.0,False,279936.0,0.0,746952219552.0,608.0,77.0,722020899600.0,601.0,65.0
112,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_112.txt,10.0,10.0,10.0,-237.0,44.0,44.0,44.0,-178.0,64.0,64.0,67.0,-35.0,0.0,-32.0,0.0,-351.0,36.0,36.0,52.0,-155.0,64.0,64.0,111.0,24.0,64.0,64.0,284.0,-932.0,False,279936.0,0.0,369351669960.0,556.0,77.0,108959838624.0,500.0,17.0
113,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_113.txt,20.0,20.0,20.0,-253.0,33.0,33.0,61.0,-128.0,39.0,39.0,39.0,-351.0,163.0,163.0,266.0,163.0,71.0,71.0,71.0,-214.0,0.0,-82.0,0.0,-582.0,163.0,163.0,457.0,-1365.0,False,279936.0,0.0,713979979440.0,583.0,85.0,0.0,582.0,0.0
114,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_114.txt,45.0,45.0,50.0,-69.0,0.0,0.0,0.0,-199.0,0.0,-11.0,0.0,-212.0,0.0,-17.0,0.0,-341.0,0.0,-42.0,0.0,-325.0,0.0,-43.0,0.0,-412.0,45.0,45.0,50.0,-1558.0,False,279936.0,0.0,443523052440.0,554.0,64.0,443523052440.0,554.0,52.0
115,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_115.txt,106.0,106.0,236.0,168.0,39.0,39.0,39.0,-140.0,6.0,6.0,6.0,-134.0,24.0,24.0,24.0,-135.0,0.0,-8.0,0.0,-165.0,0.0,-18.0,0.0,-255.0,106.0,106.0,305.0,-661.0,False,279936.0,0.0,349937427840.0,540.0,74.0,121839171300.0,449.0,45.0
116,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_116.txt,22.0,22.0,27.0,-179.0,42.0,42.0,42.0,-51.0,0.0,-16.0,0.0,-275.0,0.0,-9.0,0.0,-262.0,0.0,-28.0,0.0,-300.0,0.0,-3.0,0.0,-254.0,42.0,42.0,69.0,-1321.0,False,279936.0,0.0,381623058432.0,583.0,61.0,381623058432.0,529.0,61.0
117,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_117.txt,0.0,-43.0,0.0,-322.0,5.0,5.0,5.0,-174.0,0.0,-12.0,0.0,-256.0,0.0,-14.0,0.0,-265.0,0.0,-16.0,0.0,-199.0,6.0,6.0,6.0,-67.0,6.0,6.0,11.0,-1283.0,False,279936.0,0.0,1003360077720.0,615.0,91.0,736572153240.0,571.0,85.0
118,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_118.txt,32.0,32.0,57.0,19.0,30.0,30.0,32.0,-125.0,0.0,-25.0,0.0,-258.0,2.0,2.0,2.0,-192.0,0.0,-3.0,0.0,-224.0,0.0,-14.0,0.0,-280.0,32.0,32.0,91.0,-1060.0,False,279936.0,0.0,915692912640.0,664.0,81.0,323396075520.0,530.0,34.0
119,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_119.txt,11.0,11.0,11.0,-193.0,29.0,29.0,29.0,-87.0,29.0,29.0,29.0,-198.0,42.0,42.0,42.0,-108.0,56.0,56.0,142.0,142.0,0.0,-20.0,0.0,-259.0,56.0,56.0,253.0,-703.0,False,279936.0,0.0,311716611360.0,589.0,58.0,45923623200.0,459.0,8.0
120,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_120.txt,89.0,89.0,93.0,-194.0,39.0,39.0,39.0,-380.0,26.0,26.0,26.0,-296.0,109.0,109.0,109.0,-39.0,52.0,52.0,138.0,10.0,0.0,-85.0,0.0,-610.0,109.0,109.0,405.0,-1509.0,False,279936.0,0.0,795972959600.0,610.0,85.0,0.0,610.0,0.0
121,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_121.txt,134.0,134.0,346.0,346.0,0.0,-3.0,0.0,-300.0,0.0,-13.0,0.0,-220.0,0.0,-17.0,0.0,-292.0,11.0,11.0,21.0,-160.0,0.0,-37.0,0.0,-299.0,134.0,134.0,367.0,-925.0,False,279936.0,0.0,505211394576.0,565.0,70.0,297211572560.0,519.0,53.0
122,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_122.txt,22.0,22.0,35.0,-186.0,43.0,43.0,43.0,-228.0,35.0,35.0,40.0,-239.0,0.0,-9.0,0.0,-364.0,0.0,-5.0,0.0,-272.0,60.0,60.0,109.0,68.0,60.0,60.0,227.0,-1221.0,False,279936.0,0.0,652618471680.0,605.0,84.0,377725320000.0,564.0,49.0
123,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_123.txt,0.0,-40.0,0.0,-457.0,19.0,19.0,19.0,-190.0,58.0,58.0,83.0,-104.0,43.0,43.0,43.0,-273.0,50.0,50.0,50.0,-139.0,110.0,110.0,254.0,230.0,110.0,110.0,449.0,-933.0,False,279936.0,0.0,290089800000.0,575.0,65.0,0.0,457.0,0.0
124,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_124.txt,20.0,20.0,20.0,-185.0,47.0,47.0,47.0,-254.0,67.0,67.0,159.0,154.0,0.0,0.0,0.0,-231.0,0.0,-21.0,0.0,-230.0,0.0,0.0,0.0,-244.0,67.0,67.0,226.0,-990.0,False,279936.0,0.0,706365534600.0,598.0,85.0,366823218800.0,540.0,46.0
125,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_125.txt,28.0,28.0,42.0,14.0,0.0,-5.0,0.0,-235.0,0.0,-1.0,0.0,-233.0,0.0,-15.0,0.0,-323.0,0.0,-30.0,0.0,-363.0,0.0,-28.0,0.0,-379.0,28.0,28.0,42.0,-1519.0,False,279936.0,0.0,927037697040.0,627.0,83.0,927037697040.0,623.0,78.0
126,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_126.txt,110.0,110.0,158.0,40.0,66.0,66.0,86.0,-198.0,84.0,84.0,160.0,-59.0,0.0,0.0,0.0,-574.0,0.0,0.0,0.0,-574.0,81.0,81.0,189.0,-18.0,110.0,110.0,593.0,-1383.0,False,279936.0,0.0,359157949920.0,574.0,72.0,0.0,574.0,0.0
127,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_127.txt,62.0,62.0,118.0,-103.0,17.0,17.0,17.0,-226.0,51.0,51.0,51.0,-177.0,69.0,69.0,114.0,-117.0,131.0,131.0,209.0,171.0,19.0,19.0,19.0,-244.0,131.0,131.0,528.0,-696.0,False,279936.0,0.0,480951364608.0,579.0,77.0,20231251200.0,475.0,5.0
128,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_128.txt,73.0,73.0,121.0,10.0,0.0,-88.0,0.0,-634.0,48.0,48.0,48.0,-405.0,74.0,74.0,74.0,-323.0,38.0,38.0,63.0,-45.0,45.0,45.0,45.0,-278.0,74.0,74.0,351.0,-1675.0,False,279936.0,0.0,884669644800.0,635.0,80.0,0.0,634.0,0.0
129,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_129.txt,78.0,78.0,140.0,-253.0,131.0,131.0,284.0,218.0,95.0,95.0,114.0,-132.0,0.0,0.0,0.0,-601.0,89.0,89.0,132.0,-17.0,0.0,0.0,0.0,-601.0,131.0,131.0,670.0,-1386.0,False,279936.0,0.0,553064674140.0,603.0,79.0,0.0,601.0,0.0
130,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_130.txt,0.0,-5.0,0.0,-202.0,0.0,-24.0,0.0,-200.0,0.0,-5.0,0.0,-237.0,0.0,-6.0,0.0,-187.0,0.0,-2.0,0.0,-125.0,0.0,-3.0,0.0,-66.0,0.0,-2.0,0.0,-1017.0,True,279936.0,0.0,281694853440.0,565.0,55.0,147249582480.0,452.0,46.0
131,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_131.txt,116.0,116.0,199.0,197.0,25.0,25.0,26.0,-267.0,70.0,70.0,70.0,-227.0,65.0,65.0,125.0,13.0,70.0,70.0,70.0,-185.0,0.0,-51.0,0.0,-566.0,116.0,116.0,490.0,-1035.0,False,279936.0,0.0,464694128640.0,603.0,70.0,0.0,566.0,0.0
132,uniform,outputs/agents_6/items_7/gpt4o/zero_shot4/output_132.txt,14.0,14.0,14.0,-119.0,34.0,34.0,34.0,-230.0,77.0,77.0,120.0,60.0,0.0,-6.0,0.0,-158.0,0.0,-6.0,0.0,-122.0,0.0,-17.0,0.0,-309.0,77.0,77.0,168.0,-878.0,False,279936.0,0.0,872544296448.0,607.0,83.0,463704665490.0,543.0,59.0
