Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
72,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_72.txt,0.0,-8.0,0.0,-129.0,73.0,73.0,158.0,156.0,7.0,7.0,8.0,-240.0,38.0,38.0,81.0,-71.0,2.0,2.0,2.0,-179.0,73.0,73.0,249.0,-463.0,False,15625.0,0.0,5402073600.0,542.0,74.0,2054916864.0,434.0,33.0
73,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_73.txt,38.0,38.0,38.0,-256.0,20.0,20.0,20.0,-42.0,7.0,7.0,7.0,-175.0,0.0,-20.0,0.0,-247.0,0.0,-34.0,0.0,-290.0,38.0,38.0,65.0,-1010.0,False,15625.0,0.0,4078464000.0,518.0,57.0,4078464000.0,475.0,50.0
74,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_74.txt,63.0,63.0,93.0,62.0,5.0,5.0,5.0,-29.0,72.0,72.0,72.0,29.0,0.0,-7.0,0.0,-98.0,0.0,-48.0,0.0,-266.0,72.0,72.0,170.0,-302.0,False,15625.0,0.0,2120883600.0,403.0,62.0,508717440.0,321.0,16.0
75,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_75.txt,62.0,62.0,131.0,70.0,29.0,29.0,29.0,-207.0,0.0,-4.0,0.0,-226.0,0.0,-17.0,0.0,-229.0,1.0,1.0,1.0,-296.0,62.0,62.0,161.0,-888.0,False,15625.0,0.0,3769409280.0,507.0,65.0,1245753600.0,430.0,12.0
76,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_76.txt,73.0,73.0,163.0,163.0,85.0,85.0,85.0,-277.0,41.0,41.0,41.0,-311.0,61.0,61.0,61.0,-236.0,0.0,-66.0,0.0,-488.0,85.0,85.0,350.0,-1149.0,False,15625.0,0.0,5513508000.0,504.0,70.0,0.0,488.0,0.0
77,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_77.txt,6.0,6.0,9.0,-113.0,7.0,7.0,7.0,-130.0,0.0,-5.0,0.0,-85.0,5.0,5.0,5.0,-151.0,24.0,24.0,24.0,0.0,24.0,24.0,45.0,-479.0,False,15625.0,0.0,2449997550.0,459.0,54.0,1706905200.0,365.0,40.0
78,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_78.txt,75.0,75.0,75.0,48.0,0.0,-12.0,0.0,-103.0,10.0,10.0,10.0,-143.0,0.0,-14.0,0.0,-197.0,17.0,17.0,17.0,-124.0,75.0,75.0,102.0,-519.0,False,15625.0,0.0,4160799360.0,459.0,64.0,3010475520.0,414.0,46.0
79,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_79.txt,20.0,20.0,20.0,-296.0,98.0,98.0,98.0,-114.0,49.0,49.0,49.0,-255.0,0.0,-85.0,0.0,-529.0,81.0,81.0,129.0,48.0,98.0,98.0,296.0,-1146.0,False,15625.0,0.0,8541250500.0,529.0,85.0,0.0,529.0,0.0
80,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_80.txt,41.0,41.0,92.0,14.0,13.0,13.0,13.0,-323.0,82.0,82.0,82.0,-174.0,90.0,90.0,90.0,-89.0,0.0,-63.0,0.0,-495.0,90.0,90.0,277.0,-1067.0,False,15625.0,0.0,5936495040.0,495.0,69.0,0.0,495.0,0.0
81,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_81.txt,55.0,55.0,67.0,-109.0,82.0,82.0,138.0,118.0,1.0,1.0,1.0,-168.0,27.0,27.0,27.0,-118.0,19.0,19.0,19.0,-147.0,82.0,82.0,252.0,-424.0,False,15625.0,0.0,2660366016.0,460.0,68.0,441649152.0,358.0,16.0
82,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_82.txt,70.0,70.0,123.0,119.0,0.0,-56.0,0.0,-289.0,0.0,-62.0,0.0,-345.0,0.0,-56.0,0.0,-303.0,0.0,-13.0,0.0,-206.0,70.0,70.0,123.0,-1024.0,False,15625.0,0.0,7692252480.0,497.0,81.0,7177550292.0,482.0,69.0
83,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_83.txt,43.0,43.0,46.0,6.0,0.0,-22.0,0.0,-196.0,0.0,-16.0,0.0,-189.0,5.0,5.0,5.0,-137.0,15.0,15.0,21.0,-69.0,43.0,43.0,72.0,-585.0,False,15625.0,0.0,2392732320.0,457.0,55.0,1278025728.0,375.0,28.0
84,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_84.txt,15.0,15.0,34.0,-28.0,3.0,3.0,3.0,-171.0,0.0,-2.0,0.0,-119.0,30.0,30.0,54.0,-25.0,0.0,-33.0,0.0,-217.0,30.0,30.0,91.0,-560.0,False,15625.0,0.0,11053924200.0,523.0,87.0,4529226240.0,428.0,74.0
85,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_85.txt,67.0,67.0,116.0,22.0,72.0,72.0,100.0,6.0,9.0,9.0,14.0,-233.0,81.0,81.0,81.0,-170.0,0.0,-90.0,0.0,-459.0,81.0,81.0,311.0,-834.0,False,15625.0,0.0,7605861120.0,517.0,81.0,0.0,459.0,0.0
86,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_86.txt,70.0,70.0,78.0,-36.0,144.0,144.0,320.0,296.0,64.0,64.0,92.0,-126.0,44.0,44.0,44.0,-151.0,31.0,31.0,40.0,-145.0,144.0,144.0,574.0,-162.0,False,15625.0,0.0,3477216600.0,509.0,68.0,125491200.0,335.0,12.0
87,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_87.txt,68.0,68.0,68.0,31.0,44.0,44.0,44.0,-124.0,29.0,29.0,29.0,-176.0,27.0,27.0,27.0,-192.0,0.0,-14.0,0.0,-173.0,68.0,68.0,168.0,-634.0,False,15625.0,0.0,3238726400.0,432.0,67.0,862531200.0,383.0,15.0
88,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_88.txt,32.0,32.0,32.0,-214.0,12.0,12.0,12.0,-29.0,31.0,31.0,31.0,-235.0,53.0,53.0,73.0,27.0,0.0,-83.0,0.0,-500.0,53.0,53.0,148.0,-951.0,False,15625.0,0.0,3141384000.0,502.0,63.0,0.0,500.0,0.0
89,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_89.txt,0.0,-44.0,0.0,-285.0,0.0,-10.0,0.0,-132.0,4.0,4.0,4.0,-289.0,79.0,79.0,173.0,173.0,0.0,-25.0,0.0,-255.0,79.0,79.0,177.0,-788.0,False,15625.0,0.0,8084275200.0,502.0,80.0,7530469600.0,493.0,79.0
90,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_90.txt,40.0,40.0,68.0,68.0,0.0,-12.0,0.0,-159.0,4.0,4.0,4.0,-139.0,45.0,45.0,45.0,-109.0,0.0,-60.0,0.0,-281.0,45.0,45.0,117.0,-620.0,False,15625.0,0.0,3224430720.0,454.0,68.0,1951629120.0,373.0,46.0
91,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_91.txt,0.0,-12.0,0.0,-226.0,0.0,-4.0,0.0,-163.0,14.0,14.0,23.0,-167.0,55.0,55.0,165.0,165.0,0.0,-20.0,0.0,-229.0,55.0,55.0,188.0,-620.0,False,15625.0,0.0,8339246496.0,524.0,82.0,6484428720.0,500.0,55.0
92,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_92.txt,84.0,84.0,84.0,-309.0,121.0,121.0,128.0,-38.0,62.0,62.0,62.0,-259.0,0.0,-84.0,0.0,-517.0,92.0,92.0,119.0,53.0,121.0,121.0,393.0,-1070.0,False,15625.0,0.0,8274760200.0,517.0,84.0,0.0,517.0,0.0
93,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_93.txt,34.0,34.0,34.0,-253.0,26.0,26.0,31.0,-119.0,0.0,-74.0,0.0,-505.0,68.0,68.0,122.0,8.0,30.0,30.0,30.0,-341.0,68.0,68.0,217.0,-1210.0,False,15625.0,0.0,4179375360.0,507.0,60.0,0.0,505.0,0.0
94,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_94.txt,0.0,-39.0,0.0,-250.0,49.0,49.0,76.0,57.0,0.0,-34.0,0.0,-307.0,0.0,-19.0,0.0,-188.0,0.0,-14.0,0.0,-225.0,49.0,49.0,76.0,-913.0,False,15625.0,0.0,9498136872.0,519.0,83.0,8070045984.0,499.0,66.0
95,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_95.txt,0.0,-12.0,0.0,-251.0,13.0,13.0,22.0,-71.0,0.0,-5.0,0.0,-177.0,0.0,-15.0,0.0,-274.0,0.0,-3.0,0.0,-248.0,13.0,13.0,22.0,-1021.0,False,15625.0,0.0,8500645440.0,520.0,84.0,8500645440.0,508.0,69.0
96,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_96.txt,10.0,10.0,10.0,-261.0,107.0,107.0,107.0,-39.0,61.0,61.0,61.0,-170.0,22.0,22.0,22.0,-173.0,0.0,-93.0,0.0,-479.0,107.0,107.0,200.0,-1122.0,False,15625.0,0.0,5135396760.0,479.0,68.0,0.0,479.0,0.0
97,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_97.txt,12.0,12.0,13.0,-122.0,79.0,79.0,111.0,51.0,23.0,23.0,23.0,-319.0,47.0,47.0,47.0,-279.0,0.0,-72.0,0.0,-482.0,79.0,79.0,194.0,-1151.0,False,15625.0,0.0,4995572400.0,485.0,75.0,0.0,482.0,0.0
98,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_98.txt,3.0,3.0,3.0,-215.0,0.0,-42.0,0.0,-313.0,18.0,18.0,20.0,-68.0,0.0,-16.0,0.0,-351.0,0.0,-4.0,0.0,-266.0,18.0,18.0,23.0,-1213.0,False,15625.0,0.0,10733827104.0,568.0,84.0,10733827104.0,542.0,77.0
99,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_99.txt,0.0,-11.0,0.0,-220.0,46.0,46.0,46.0,-167.0,34.0,34.0,62.0,0.0,6.0,6.0,6.0,-144.0,0.0,-45.0,0.0,-311.0,46.0,46.0,114.0,-842.0,False,15625.0,1.0,5532228548.0,446.0,77.0,3188284561.0,433.0,37.0
100,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_100.txt,139.0,139.0,199.0,39.0,0.0,0.0,0.0,-511.0,0.0,0.0,0.0,-511.0,117.0,117.0,139.0,0.0,102.0,102.0,167.0,-39.0,139.0,139.0,505.0,-1022.0,False,15625.0,0.0,4271984640.0,511.0,69.0,0.0,511.0,0.0
101,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_101.txt,21.0,21.0,21.0,-159.0,0.0,-6.0,0.0,-182.0,0.0,-15.0,0.0,-167.0,34.0,34.0,70.0,34.0,0.0,-28.0,0.0,-184.0,34.0,34.0,91.0,-658.0,False,15625.0,0.0,2324371840.0,445.0,56.0,1854015450.0,380.0,35.0
102,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_102.txt,44.0,44.0,44.0,-145.0,81.0,81.0,139.0,114.0,3.0,3.0,3.0,-199.0,0.0,-22.0,0.0,-227.0,0.0,-8.0,0.0,-222.0,81.0,81.0,186.0,-679.0,False,15625.0,0.0,7033520925.0,495.0,78.0,3642608020.0,451.0,34.0
103,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_103.txt,52.0,52.0,72.0,4.0,0.0,-1.0,0.0,-213.0,18.0,18.0,18.0,-31.0,0.0,-17.0,0.0,-167.0,0.0,-1.0,0.0,-153.0,52.0,52.0,90.0,-560.0,False,15625.0,0.0,5903251200.0,501.0,77.0,3906878976.0,417.0,66.0
104,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_104.txt,0.0,-49.0,0.0,-252.0,0.0,-9.0,0.0,-177.0,0.0,-31.0,0.0,-181.0,29.0,29.0,39.0,22.0,0.0,-26.0,0.0,-215.0,29.0,29.0,39.0,-803.0,False,15625.0,0.0,6097975520.0,490.0,70.0,5448898000.0,455.0,70.0
105,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_105.txt,87.0,87.0,217.0,181.0,15.0,15.0,15.0,-219.0,7.0,7.0,7.0,-229.0,0.0,-41.0,0.0,-242.0,29.0,29.0,29.0,-200.0,87.0,87.0,268.0,-709.0,False,15625.0,0.0,4050958821.0,462.0,61.0,1157870646.0,396.0,17.0
106,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_106.txt,0.0,-19.0,0.0,-189.0,0.0,-2.0,0.0,-108.0,22.0,22.0,31.0,-45.0,59.0,59.0,59.0,-77.0,0.0,-20.0,0.0,-223.0,59.0,59.0,90.0,-642.0,False,15625.0,0.0,6513352560.0,486.0,81.0,2267385120.0,434.0,22.0
107,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_107.txt,28.0,28.0,28.0,-311.0,45.0,45.0,72.0,-26.0,52.0,52.0,52.0,-220.0,140.0,140.0,198.0,80.0,0.0,-61.0,0.0,-485.0,140.0,140.0,350.0,-962.0,False,15625.0,0.0,4591862352.0,489.0,67.0,0.0,485.0,0.0
108,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_108.txt,36.0,36.0,42.0,22.0,32.0,32.0,32.0,-106.0,88.0,88.0,88.0,-21.0,42.0,42.0,42.0,-100.0,56.0,56.0,101.0,16.0,88.0,88.0,305.0,-189.0,False,15625.0,0.0,7230535200.0,509.0,75.0,256918662.0,328.0,9.0
109,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_109.txt,75.0,75.0,99.0,-61.0,112.0,112.0,207.0,68.0,30.0,30.0,30.0,-286.0,0.0,-81.0,0.0,-522.0,16.0,16.0,16.0,-274.0,112.0,112.0,352.0,-1075.0,False,15625.0,0.0,8548654464.0,522.0,81.0,0.0,522.0,0.0
110,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_110.txt,49.0,49.0,49.0,-22.0,6.0,6.0,7.0,-156.0,64.0,64.0,64.0,-135.0,0.0,-17.0,0.0,-216.0,0.0,-6.0,0.0,-204.0,64.0,64.0,120.0,-733.0,False,15625.0,0.0,6395870250.0,480.0,75.0,2492028000.0,427.0,31.0
111,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_111.txt,0.0,-31.0,0.0,-265.0,0.0,-34.0,0.0,-213.0,0.0,-11.0,0.0,-191.0,0.0,-22.0,0.0,-186.0,0.0,-6.0,0.0,-96.0,0.0,-6.0,0.0,-951.0,True,15625.0,1.0,7659751680.0,500.0,80.0,7659751680.0,486.0,72.0
112,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_112.txt,0.0,-24.0,0.0,-229.0,6.0,6.0,6.0,-75.0,10.0,10.0,10.0,-207.0,0.0,-62.0,0.0,-301.0,0.0,-14.0,0.0,-175.0,10.0,10.0,16.0,-987.0,False,15625.0,0.0,6820352820.0,496.0,74.0,6820352820.0,479.0,74.0
113,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_113.txt,0.0,0.0,0.0,-515.0,105.0,105.0,163.0,-68.0,70.0,70.0,85.0,-182.0,0.0,0.0,0.0,-515.0,197.0,197.0,291.0,236.0,197.0,197.0,539.0,-1044.0,False,15625.0,0.0,4305398544.0,515.0,61.0,0.0,515.0,0.0
114,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_114.txt,11.0,11.0,11.0,-126.0,0.0,-35.0,0.0,-222.0,0.0,-12.0,0.0,-204.0,0.0,-10.0,0.0,-198.0,11.0,11.0,11.0,-94.0,11.0,11.0,22.0,-844.0,False,15625.0,0.0,4241161925.0,481.0,71.0,4041807770.0,428.0,65.0
115,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_115.txt,42.0,42.0,42.0,-260.0,42.0,42.0,42.0,-175.0,102.0,102.0,169.0,115.0,0.0,-94.0,0.0,-533.0,80.0,80.0,105.0,-46.0,102.0,102.0,358.0,-899.0,False,15625.0,0.0,7970213376.0,533.0,80.0,0.0,533.0,0.0
116,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_116.txt,78.0,78.0,78.0,-113.0,114.0,114.0,142.0,96.0,0.0,-57.0,0.0,-419.0,55.0,55.0,55.0,-152.0,68.0,68.0,68.0,-174.0,114.0,114.0,343.0,-762.0,False,15625.0,0.0,6940533600.0,517.0,88.0,0.0,419.0,0.0
117,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_117.txt,64.0,64.0,149.0,101.0,30.0,30.0,30.0,-52.0,2.0,2.0,2.0,-82.0,3.0,3.0,4.0,-3.0,143.0,143.0,307.0,307.0,143.0,143.0,492.0,271.0,False,15625.0,0.0,5753352000.0,516.0,72.0,108396288.0,263.0,16.0
118,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_118.txt,0.0,-30.0,0.0,-220.0,6.0,6.0,6.0,-88.0,8.0,8.0,8.0,-79.0,0.0,-14.0,0.0,-141.0,54.0,54.0,143.0,143.0,54.0,54.0,157.0,-385.0,False,15625.0,0.0,5826397500.0,538.0,70.0,4208053500.0,423.0,70.0
119,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_119.txt,50.0,50.0,58.0,-168.0,0.0,-76.0,0.0,-520.0,137.0,137.0,190.0,148.0,29.0,29.0,29.0,-321.0,87.0,87.0,119.0,78.0,137.0,137.0,396.0,-783.0,False,15625.0,0.0,8094340800.0,524.0,84.0,0.0,520.0,0.0
120,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_120.txt,50.0,50.0,107.0,-5.0,64.0,64.0,64.0,-254.0,76.0,76.0,76.0,-212.0,0.0,-72.0,0.0,-506.0,147.0,147.0,156.0,-46.0,147.0,147.0,403.0,-1023.0,False,15625.0,0.0,6708199680.0,510.0,78.0,0.0,506.0,0.0
121,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_121.txt,0.0,-3.0,0.0,-157.0,61.0,61.0,115.0,39.0,0.0,-2.0,0.0,-279.0,0.0,-21.0,0.0,-215.0,0.0,-12.0,0.0,-190.0,61.0,61.0,115.0,-802.0,False,15625.0,0.0,8345815170.0,519.0,79.0,7113106000.0,495.0,65.0
122,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_122.txt,0.0,-11.0,0.0,-222.0,18.0,18.0,18.0,-204.0,0.0,-38.0,0.0,-271.0,63.0,63.0,113.0,97.0,0.0,-10.0,0.0,-220.0,63.0,63.0,131.0,-820.0,False,15625.0,0.0,6423418584.0,529.0,68.0,4662448560.0,476.0,42.0
123,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_123.txt,0.0,-65.0,0.0,-495.0,67.0,67.0,72.0,-12.0,27.0,27.0,27.0,-55.0,58.0,58.0,58.0,-277.0,3.0,3.0,3.0,-303.0,67.0,67.0,160.0,-1142.0,False,15625.0,0.0,5472714780.0,495.0,65.0,0.0,495.0,0.0
124,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_124.txt,23.0,23.0,33.0,-33.0,6.0,6.0,6.0,-205.0,20.0,20.0,24.0,-130.0,0.0,-2.0,0.0,-207.0,0.0,-20.0,0.0,-243.0,23.0,23.0,63.0,-818.0,False,15625.0,0.0,4330933600.0,450.0,70.0,3997605920.0,450.0,58.0
125,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_125.txt,31.0,31.0,31.0,-84.0,0.0,-37.0,0.0,-274.0,0.0,-10.0,0.0,-193.0,0.0,-25.0,0.0,-241.0,26.0,26.0,47.0,-9.0,31.0,31.0,78.0,-801.0,False,15625.0,0.0,6379153200.0,492.0,84.0,6379153200.0,490.0,58.0
126,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_126.txt,49.0,49.0,111.0,63.0,0.0,-19.0,0.0,-205.0,11.0,11.0,11.0,-145.0,0.0,-31.0,0.0,-270.0,0.0,-41.0,0.0,-381.0,49.0,49.0,122.0,-938.0,False,15625.0,1.0,5984630190.0,489.0,71.0,4574602760.0,473.0,52.0
127,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_127.txt,0.0,-8.0,0.0,-232.0,29.0,29.0,50.0,-58.0,0.0,-19.0,0.0,-288.0,1.0,1.0,1.0,-218.0,11.0,11.0,11.0,-189.0,29.0,29.0,62.0,-985.0,False,15625.0,0.0,5342033664.0,494.0,67.0,4169168640.0,464.0,42.0
128,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_128.txt,36.0,36.0,36.0,-285.0,54.0,54.0,54.0,-202.0,70.0,70.0,70.0,-178.0,0.0,-67.0,0.0,-468.0,102.0,102.0,255.0,232.0,102.0,102.0,415.0,-901.0,False,15625.0,0.0,3723042960.0,468.0,74.0,0.0,468.0,0.0
129,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_129.txt,0.0,-35.0,0.0,-239.0,46.0,46.0,86.0,45.0,5.0,5.0,5.0,-229.0,25.0,25.0,25.0,-101.0,0.0,-36.0,0.0,-258.0,46.0,46.0,116.0,-782.0,False,15625.0,0.0,6208743240.0,490.0,69.0,5503244868.0,465.0,62.0
130,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_130.txt,132.0,132.0,269.0,175.0,39.0,39.0,39.0,-202.0,65.0,65.0,118.0,-133.0,133.0,133.0,179.0,106.0,0.0,-23.0,0.0,-432.0,133.0,133.0,605.0,-486.0,False,15625.0,0.0,5319475200.0,485.0,78.0,0.0,432.0,0.0
131,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_131.txt,45.0,45.0,94.0,11.0,0.0,-2.0,0.0,-168.0,46.0,46.0,68.0,-133.0,8.0,8.0,8.0,-256.0,13.0,13.0,13.0,-277.0,46.0,46.0,183.0,-823.0,False,15625.0,0.0,6794686080.0,514.0,80.0,2634701888.0,458.0,26.0
132,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_132.txt,0.0,-41.0,0.0,-234.0,0.0,-4.0,0.0,-160.0,0.0,-34.0,0.0,-277.0,1.0,1.0,1.0,-164.0,12.0,12.0,12.0,-167.0,12.0,12.0,13.0,-1002.0,False,15625.0,0.0,7619289300.0,483.0,81.0,7619289300.0,483.0,79.0
133,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_133.txt,0.0,-20.0,0.0,-243.0,0.0,-51.0,0.0,-391.0,0.0,-22.0,0.0,-294.0,35.0,35.0,50.0,38.0,0.0,-21.0,0.0,-236.0,35.0,35.0,50.0,-1126.0,False,15625.0,0.0,13292071680.0,550.0,92.0,13292071680.0,550.0,89.0
134,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_134.txt,84.0,84.0,84.0,9.0,0.0,-76.0,0.0,-427.0,9.0,9.0,9.0,-155.0,53.0,53.0,53.0,-129.0,38.0,38.0,38.0,-149.0,84.0,84.0,184.0,-851.0,False,15625.0,0.0,5081185200.0,489.0,73.0,0.0,427.0,0.0
135,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_135.txt,2.0,2.0,2.0,-47.0,9.0,9.0,9.0,-157.0,30.0,30.0,30.0,-169.0,3.0,3.0,3.0,-173.0,0.0,-17.0,0.0,-163.0,30.0,30.0,44.0,-709.0,False,15625.0,0.0,3400094880.0,472.0,63.0,3189170880.0,414.0,56.0
136,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_136.txt,68.0,68.0,68.0,22.0,17.0,17.0,17.0,-211.0,0.0,-60.0,0.0,-311.0,0.0,-27.0,0.0,-309.0,0.0,-14.0,0.0,-241.0,68.0,68.0,85.0,-1050.0,False,15625.0,0.0,5545763496.0,497.0,71.0,5545763496.0,478.0,63.0
137,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_137.txt,81.0,81.0,152.0,101.0,23.0,23.0,24.0,-157.0,16.0,16.0,16.0,-138.0,9.0,9.0,9.0,-210.0,16.0,16.0,16.0,-245.0,81.0,81.0,217.0,-649.0,False,15625.0,0.0,6780807000.0,505.0,83.0,4822713000.0,447.0,60.0
138,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_138.txt,0.0,0.0,0.0,-467.0,236.0,236.0,401.0,257.0,144.0,144.0,329.0,246.0,0.0,0.0,0.0,-467.0,0.0,0.0,0.0,-467.0,236.0,236.0,730.0,-898.0,False,15625.0,1.0,5167983744.0,486.0,63.0,0.0,467.0,0.0
139,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_139.txt,15.0,15.0,15.0,-111.0,32.0,32.0,41.0,-31.0,49.0,49.0,49.0,-176.0,0.0,-10.0,0.0,-172.0,32.0,32.0,32.0,-54.0,49.0,49.0,137.0,-544.0,False,15625.0,0.0,4063288320.0,468.0,65.0,264947760.0,317.0,8.0
140,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_140.txt,23.0,23.0,31.0,0.0,0.0,-4.0,0.0,-137.0,0.0,-31.0,0.0,-180.0,0.0,-26.0,0.0,-185.0,20.0,20.0,20.0,-19.0,23.0,23.0,51.0,-521.0,False,15625.0,0.0,3043521000.0,444.0,64.0,2352793200.0,380.0,58.0
141,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_141.txt,0.0,-7.0,0.0,-210.0,2.0,2.0,2.0,-73.0,15.0,15.0,15.0,-213.0,0.0,-15.0,0.0,-273.0,7.0,7.0,7.0,-79.0,15.0,15.0,24.0,-848.0,False,15625.0,0.0,5844161664.0,468.0,81.0,5844161664.0,454.0,76.0
142,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_142.txt,26.0,26.0,26.0,-216.0,4.0,4.0,4.0,-102.0,0.0,-4.0,0.0,-220.0,0.0,-11.0,0.0,-244.0,0.0,-8.0,0.0,-244.0,26.0,26.0,30.0,-1026.0,False,15625.0,0.0,3915580500.0,507.0,67.0,3000333700.0,448.0,49.0
143,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_143.txt,0.0,-4.0,0.0,-233.0,0.0,-23.0,0.0,-203.0,32.0,32.0,32.0,-247.0,6.0,6.0,6.0,-200.0,94.0,94.0,182.0,150.0,94.0,94.0,220.0,-733.0,False,15625.0,0.0,8759591100.0,530.0,81.0,3399592680.0,459.0,44.0
144,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_144.txt,0.0,-41.0,0.0,-271.0,16.0,16.0,30.0,-5.0,0.0,-5.0,0.0,-210.0,0.0,-10.0,0.0,-252.0,0.0,-49.0,0.0,-302.0,16.0,16.0,30.0,-1040.0,False,15625.0,0.0,9473274810.0,510.0,89.0,9013268520.0,503.0,81.0
145,uniform,outputs/agents_5/items_6/gpt4o/zero_shot3/output_145.txt,47.0,47.0,74.0,-19.0,25.0,25.0,25.0,-312.0,1.0,1.0,1.0,-339.0,0.0,-51.0,0.0,-480.0,111.0,111.0,133.0,78.0,111.0,111.0,233.0,-1072.0,False,15625.0,0.0,3170781180.0,495.0,58.0,0.0,480.0,0.0
