Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
81,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_81.txt,0.0,-5.0,0.0,-159.0,122.0,122.0,122.0,53.0,62.0,62.0,62.0,-10.0,93.0,93.0,135.0,50.0,122.0,122.0,319.0,-66.0,False,65536.0,13.0,737159410.0,674.0,145.0,57268750.0,423.0,25.0
82,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_82.txt,100.0,100.0,121.0,-105.0,0.0,-32.0,0.0,-552.0,9.0,9.0,9.0,-535.0,108.0,108.0,165.0,59.0,108.0,108.0,295.0,-1133.0,False,65536.0,14.0,782547836.0,710.0,140.0,363077208.0,708.0,52.0
83,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_83.txt,8.0,8.0,8.0,-54.0,32.0,32.0,32.0,-72.0,0.0,-36.0,0.0,-152.0,45.0,45.0,45.0,-98.0,45.0,45.0,85.0,-376.0,False,65536.0,0.0,195108750.0,533.0,98.0,144648000.0,442.0,96.0
84,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_84.txt,20.0,20.0,20.0,-208.0,52.0,52.0,52.0,-175.0,0.0,-84.0,0.0,-329.0,0.0,-43.0,0.0,-205.0,52.0,52.0,72.0,-917.0,False,65536.0,9.0,920597132.0,711.0,157.0,437746144.0,600.0,89.0
85,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_85.txt,0.0,-33.0,0.0,-214.0,0.0,-52.0,0.0,-257.0,0.0,-31.0,0.0,-240.0,0.0,-37.0,0.0,-184.0,0.0,-31.0,0.0,-895.0,True,65536.0,18.0,610624080.0,645.0,132.0,610624080.0,632.0,132.0
86,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_86.txt,0.0,-67.0,0.0,-210.0,0.0,-10.0,0.0,-122.0,0.0,-74.0,0.0,-304.0,18.0,18.0,18.0,-139.0,18.0,18.0,18.0,-775.0,False,65536.0,9.0,454988676.0,589.0,131.0,373008090.0,557.0,130.0
87,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_87.txt,18.0,18.0,18.0,-157.0,26.0,26.0,26.0,-124.0,44.0,44.0,44.0,-312.0,0.0,-73.0,0.0,-453.0,44.0,44.0,88.0,-1046.0,False,65536.0,10.0,654136560.0,698.0,144.0,566162190.0,669.0,79.0
88,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_88.txt,38.0,38.0,44.0,14.0,0.0,-80.0,0.0,-369.0,0.0,-55.0,0.0,-305.0,0.0,-18.0,0.0,-287.0,38.0,38.0,44.0,-947.0,False,65536.0,12.0,871486560.0,688.0,161.0,632571576.0,677.0,91.0
89,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_89.txt,0.0,-57.0,0.0,-199.0,0.0,-51.0,0.0,-252.0,0.0,-2.0,0.0,-130.0,24.0,24.0,24.0,-122.0,24.0,24.0,24.0,-703.0,False,65536.0,9.0,562904958.0,678.0,123.0,408023616.0,583.0,104.0
90,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_90.txt,0.0,-43.0,0.0,-162.0,0.0,-62.0,0.0,-305.0,0.0,-16.0,0.0,-275.0,0.0,-10.0,0.0,-50.0,0.0,-10.0,0.0,-792.0,True,65536.0,20.0,514085400.0,639.0,124.0,356775168.0,571.0,96.0
91,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_91.txt,0.0,-59.0,0.0,-229.0,0.0,-66.0,0.0,-252.0,0.0,-48.0,0.0,-230.0,0.0,-22.0,0.0,-220.0,0.0,-22.0,0.0,-931.0,True,65536.0,21.0,475727796.0,609.0,141.0,475727796.0,591.0,141.0
92,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_92.txt,16.0,16.0,16.0,-231.0,15.0,15.0,15.0,-148.0,72.0,72.0,72.0,-109.0,0.0,-96.0,0.0,-435.0,72.0,72.0,103.0,-923.0,False,65536.0,22.0,459490416.0,650.0,104.0,332771712.0,612.0,52.0
93,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_93.txt,0.0,-26.0,0.0,-155.0,0.0,-53.0,0.0,-219.0,0.0,-65.0,0.0,-237.0,0.0,-56.0,0.0,-251.0,0.0,-26.0,0.0,-862.0,True,65536.0,19.0,618978780.0,655.0,142.0,618978780.0,635.0,140.0
94,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_94.txt,153.0,153.0,153.0,43.0,137.0,137.0,137.0,-131.0,0.0,-182.0,0.0,-660.0,145.0,145.0,145.0,-254.0,153.0,153.0,435.0,-1002.0,False,65536.0,10.0,683606016.0,661.0,140.0,0.0,660.0,0.0
95,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_95.txt,48.0,48.0,48.0,-86.0,84.0,84.0,84.0,-79.0,0.0,-117.0,0.0,-456.0,3.0,3.0,3.0,-267.0,84.0,84.0,135.0,-888.0,False,65536.0,20.0,615833856.0,667.0,141.0,446718690.0,617.0,95.0
96,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_96.txt,41.0,41.0,41.0,-159.0,15.0,15.0,15.0,-126.0,0.0,-48.0,0.0,-155.0,0.0,-67.0,0.0,-295.0,41.0,41.0,56.0,-735.0,False,65536.0,3.0,534011478.0,621.0,137.0,487458000.0,600.0,120.0
97,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_97.txt,36.0,36.0,36.0,-37.0,47.0,47.0,47.0,-158.0,64.0,64.0,64.0,-75.0,0.0,-81.0,0.0,-283.0,64.0,64.0,147.0,-553.0,False,65536.0,1.0,641548875.0,654.0,145.0,373222080.0,567.0,102.0
98,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_98.txt,23.0,23.0,25.0,-66.0,0.0,-76.0,0.0,-391.0,0.0,-14.0,0.0,-71.0,15.0,15.0,15.0,-180.0,23.0,23.0,40.0,-708.0,False,65536.0,8.0,661776375.0,670.0,145.0,466619400.0,622.0,85.0
99,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_99.txt,34.0,34.0,47.0,13.0,29.0,29.0,29.0,-106.0,5.0,5.0,5.0,-111.0,0.0,0.0,0.0,-129.0,34.0,34.0,81.0,-333.0,False,65536.0,11.0,208107900.0,544.0,98.0,52488996.0,386.0,51.0
100,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_100.txt,55.0,55.0,55.0,-136.0,20.0,20.0,20.0,-158.0,85.0,85.0,85.0,-9.0,0.0,-69.0,0.0,-310.0,85.0,85.0,160.0,-613.0,False,65536.0,10.0,479175840.0,611.0,130.0,179439624.0,530.0,42.0
101,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_101.txt,126.0,126.0,126.0,16.0,68.0,68.0,68.0,-157.0,14.0,14.0,14.0,-114.0,0.0,-24.0,0.0,-231.0,126.0,126.0,208.0,-486.0,False,65536.0,26.0,474210495.0,631.0,109.0,79738296.0,483.0,24.0
102,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_102.txt,21.0,21.0,21.0,-180.0,0.0,-40.0,0.0,-211.0,66.0,66.0,66.0,-11.0,0.0,-58.0,0.0,-299.0,66.0,66.0,87.0,-701.0,False,65536.0,3.0,445042500.0,597.0,114.0,352401000.0,565.0,97.0
103,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_103.txt,117.0,117.0,117.0,-131.0,119.0,119.0,119.0,-269.0,114.0,114.0,114.0,-64.0,0.0,-175.0,0.0,-728.0,119.0,119.0,350.0,-1192.0,False,65536.0,18.0,982257500.0,728.0,164.0,0.0,728.0,0.0
104,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_104.txt,10.0,10.0,10.0,-153.0,0.0,-53.0,0.0,-249.0,0.0,-32.0,0.0,-250.0,0.0,-95.0,0.0,-340.0,10.0,10.0,10.0,-992.0,False,65536.0,13.0,603301776.0,635.0,138.0,603301776.0,631.0,138.0
105,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_105.txt,98.0,98.0,191.0,191.0,32.0,32.0,32.0,-64.0,82.0,82.0,82.0,-96.0,0.0,-69.0,0.0,-324.0,98.0,98.0,305.0,-293.0,False,65536.0,4.0,320400256.0,603.0,121.0,145907328.0,469.0,68.0
106,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_106.txt,179.0,179.0,179.0,25.0,98.0,98.0,98.0,-92.0,29.0,29.0,29.0,-363.0,0.0,-136.0,0.0,-662.0,179.0,179.0,306.0,-1092.0,False,65536.0,4.0,554081544.0,673.0,130.0,0.0,662.0,0.0
107,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_107.txt,0.0,-55.0,0.0,-267.0,0.0,-24.0,0.0,-230.0,0.0,-73.0,0.0,-272.0,0.0,-74.0,0.0,-348.0,0.0,-24.0,0.0,-1117.0,True,65536.0,13.0,959719320.0,709.0,156.0,959719320.0,708.0,146.0
108,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_108.txt,101.0,101.0,104.0,15.0,51.0,51.0,51.0,-46.0,0.0,-1.0,0.0,-225.0,0.0,-5.0,0.0,-253.0,101.0,101.0,155.0,-509.0,False,65536.0,19.0,495996291.0,630.0,126.0,72321795.0,454.0,29.0
109,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_109.txt,0.0,-155.0,0.0,-607.0,28.0,28.0,28.0,-250.0,163.0,163.0,235.0,187.0,87.0,87.0,87.0,-196.0,163.0,163.0,350.0,-866.0,False,65536.0,3.0,376313340.0,607.0,109.0,0.0,607.0,0.0
110,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_110.txt,6.0,6.0,6.0,-227.0,111.0,111.0,111.0,-157.0,0.0,-135.0,0.0,-494.0,12.0,12.0,15.0,-43.0,111.0,111.0,132.0,-921.0,False,65536.0,9.0,736281000.0,666.0,145.0,435404550.0,651.0,58.0
111,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_111.txt,55.0,55.0,55.0,-75.0,65.0,65.0,65.0,17.0,1.0,1.0,1.0,-160.0,11.0,11.0,12.0,-22.0,65.0,65.0,133.0,-240.0,False,65536.0,10.0,434336288.0,592.0,128.0,132736000.0,450.0,61.0
112,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_112.txt,0.0,-86.0,0.0,-330.0,42.0,42.0,56.0,-18.0,0.0,-2.0,0.0,-244.0,0.0,-41.0,0.0,-206.0,42.0,42.0,56.0,-798.0,False,65536.0,8.0,636189840.0,652.0,145.0,459346860.0,597.0,105.0
113,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_113.txt,0.0,-4.0,0.0,-106.0,0.0,-51.0,0.0,-180.0,9.0,9.0,9.0,-191.0,0.0,-68.0,0.0,-219.0,9.0,9.0,9.0,-696.0,False,65536.0,9.0,618968350.0,644.0,144.0,586819296.0,627.0,126.0
114,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_114.txt,9.0,9.0,9.0,-40.0,19.0,19.0,36.0,-99.0,24.0,24.0,24.0,-223.0,0.0,-94.0,0.0,-300.0,24.0,24.0,69.0,-662.0,False,65536.0,7.0,867635940.0,690.0,149.0,495509550.0,611.0,114.0
115,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_115.txt,77.0,77.0,125.0,125.0,0.0,-16.0,0.0,-227.0,0.0,-18.0,0.0,-187.0,4.0,4.0,4.0,-100.0,77.0,77.0,129.0,-389.0,False,65536.0,12.0,310851324.0,577.0,102.0,147238080.0,470.0,73.0
116,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_116.txt,0.0,-24.0,0.0,-148.0,0.0,-53.0,0.0,-199.0,0.0,-82.0,0.0,-254.0,0.0,-40.0,0.0,-284.0,0.0,-24.0,0.0,-885.0,True,65536.0,18.0,508067700.0,635.0,134.0,467086932.0,593.0,117.0
117,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_117.txt,7.0,7.0,7.0,-160.0,0.0,-43.0,0.0,-301.0,0.0,-86.0,0.0,-302.0,0.0,-51.0,0.0,-208.0,7.0,7.0,7.0,-971.0,False,65536.0,14.0,749553030.0,682.0,137.0,598827000.0,636.0,125.0
118,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_118.txt,23.0,23.0,41.0,-104.0,49.0,49.0,50.0,26.0,15.0,15.0,15.0,-263.0,0.0,-85.0,0.0,-407.0,49.0,49.0,106.0,-748.0,False,65536.0,2.0,408260190.0,617.0,130.0,326512260.0,601.0,60.0
119,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_119.txt,0.0,-131.0,0.0,-513.0,46.0,46.0,46.0,-194.0,86.0,86.0,86.0,-55.0,44.0,44.0,44.0,-271.0,86.0,86.0,176.0,-1033.0,False,65536.0,10.0,601950096.0,662.0,133.0,303140112.0,653.0,37.0
120,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_120.txt,145.0,145.0,213.0,201.0,99.0,99.0,99.0,-157.0,0.0,-97.0,0.0,-600.0,15.0,15.0,15.0,-385.0,145.0,145.0,327.0,-941.0,False,65536.0,16.0,374156160.0,600.0,111.0,0.0,600.0,0.0
121,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_121.txt,0.0,-2.0,0.0,-140.0,24.0,24.0,24.0,-71.0,0.0,-6.0,0.0,-124.0,0.0,-7.0,0.0,-114.0,24.0,24.0,24.0,-449.0,False,65536.0,11.0,649152000.0,639.0,150.0,332791200.0,553.0,93.0
122,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_122.txt,0.0,-6.0,0.0,-82.0,76.0,76.0,76.0,-10.0,0.0,-28.0,0.0,-196.0,0.0,-41.0,0.0,-307.0,76.0,76.0,76.0,-595.0,False,65536.0,3.0,510737370.0,621.0,140.0,368005680.0,575.0,98.0
123,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_123.txt,46.0,46.0,46.0,-150.0,61.0,61.0,61.0,36.0,0.0,-1.0,0.0,-216.0,0.0,-34.0,0.0,-227.0,61.0,61.0,107.0,-557.0,False,65536.0,1.0,453868272.0,650.0,124.0,193155840.0,537.0,45.0
124,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_124.txt,59.0,59.0,113.0,23.0,34.0,34.0,34.0,-14.0,130.0,130.0,130.0,94.0,0.0,-10.0,0.0,-235.0,130.0,130.0,277.0,-132.0,False,65536.0,1.0,349284584.0,659.0,99.0,44763840.0,431.0,27.0
125,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_125.txt,22.0,22.0,22.0,-336.0,24.0,24.0,24.0,-182.0,0.0,-48.0,0.0,-413.0,31.0,31.0,80.0,80.0,31.0,31.0,126.0,-851.0,False,65536.0,13.0,198660462.0,537.0,97.0,122630508.0,519.0,41.0
126,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_126.txt,0.0,-22.0,0.0,-204.0,0.0,-12.0,0.0,-105.0,0.0,-8.0,0.0,-81.0,0.0,-38.0,0.0,-150.0,0.0,-8.0,0.0,-540.0,True,65536.0,27.0,687604736.0,675.0,144.0,325695348.0,554.0,99.0
127,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_127.txt,29.0,29.0,40.0,-37.0,46.0,46.0,46.0,-141.0,0.0,-30.0,0.0,-230.0,0.0,-52.0,0.0,-289.0,46.0,46.0,86.0,-697.0,False,65536.0,12.0,603993077.0,650.0,128.0,411127200.0,585.0,110.0
128,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_128.txt,0.0,-81.0,0.0,-387.0,4.0,4.0,8.0,-118.0,0.0,-5.0,0.0,-283.0,0.0,-2.0,0.0,-65.0,4.0,4.0,8.0,-853.0,False,65536.0,17.0,301132832.0,566.0,115.0,289832256.0,561.0,84.0
129,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_129.txt,117.0,117.0,183.0,127.0,34.0,34.0,38.0,-5.0,103.0,103.0,103.0,-89.0,0.0,-15.0,0.0,-111.0,117.0,117.0,324.0,-78.0,False,65536.0,13.0,484323840.0,672.0,104.0,55744128.0,444.0,33.0
130,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_130.txt,36.0,36.0,36.0,1.0,45.0,45.0,45.0,-236.0,0.0,-128.0,0.0,-472.0,67.0,67.0,67.0,-175.0,67.0,67.0,148.0,-882.0,False,65536.0,7.0,690704900.0,658.0,139.0,540486716.0,658.0,77.0
131,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_131.txt,28.0,28.0,28.0,-141.0,0.0,-15.0,0.0,-217.0,0.0,-27.0,0.0,-199.0,0.0,-24.0,0.0,-118.0,28.0,28.0,28.0,-675.0,False,65536.0,4.0,445641504.0,617.0,118.0,254666880.0,525.0,90.0
132,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_132.txt,0.0,-65.0,0.0,-384.0,0.0,0.0,0.0,-198.0,67.0,67.0,67.0,-84.0,118.0,118.0,118.0,-14.0,118.0,118.0,185.0,-680.0,False,65536.0,6.0,288970000.0,535.0,116.0,77637756.0,497.0,21.0
133,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_133.txt,84.0,84.0,84.0,-160.0,0.0,-122.0,0.0,-449.0,13.0,13.0,13.0,-173.0,71.0,71.0,71.0,10.0,84.0,84.0,168.0,-772.0,False,65536.0,26.0,444905760.0,588.0,130.0,143145600.0,530.0,32.0
134,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_134.txt,0.0,-34.0,0.0,-221.0,0.0,-3.0,0.0,-157.0,0.0,-9.0,0.0,-174.0,0.0,-73.0,0.0,-341.0,0.0,-3.0,0.0,-893.0,True,65536.0,17.0,406458000.0,623.0,109.0,341123640.0,579.0,88.0
135,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_135.txt,0.0,-21.0,0.0,-118.0,8.0,8.0,8.0,-90.0,42.0,42.0,42.0,-108.0,0.0,-72.0,0.0,-255.0,42.0,42.0,50.0,-571.0,False,65536.0,18.0,764465520.0,703.0,155.0,390990600.0,581.0,90.0
136,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_136.txt,220.0,220.0,422.0,422.0,33.0,33.0,33.0,-178.0,91.0,91.0,127.0,-16.0,0.0,-41.0,0.0,-277.0,220.0,220.0,582.0,-49.0,False,65536.0,0.0,301110480.0,591.0,116.0,27734720.0,431.0,16.0
137,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_137.txt,78.0,78.0,78.0,66.0,10.0,10.0,10.0,-174.0,0.0,-29.0,0.0,-354.0,0.0,-9.0,0.0,-310.0,78.0,78.0,88.0,-772.0,False,65536.0,7.0,380630496.0,591.0,122.0,271149760.0,591.0,70.0
138,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_138.txt,1.0,1.0,1.0,-87.0,0.0,-7.0,0.0,-197.0,0.0,-33.0,0.0,-388.0,42.0,42.0,53.0,-11.0,42.0,42.0,54.0,-683.0,False,65536.0,7.0,555863616.0,650.0,131.0,276707640.0,547.0,88.0
139,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_139.txt,99.0,99.0,197.0,161.0,52.0,52.0,52.0,-83.0,0.0,-64.0,0.0,-390.0,0.0,-2.0,0.0,-171.0,99.0,99.0,249.0,-483.0,False,65536.0,7.0,620756400.0,645.0,125.0,178126140.0,509.0,57.0
140,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_140.txt,17.0,17.0,17.0,-71.0,92.0,92.0,92.0,-23.0,0.0,-9.0,0.0,-92.0,0.0,-104.0,0.0,-326.0,92.0,92.0,109.0,-512.0,False,65536.0,1.0,392762370.0,591.0,122.0,205585408.0,491.0,86.0
141,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_141.txt,0.0,0.0,0.0,-479.0,52.0,52.0,65.0,-81.0,79.0,79.0,150.0,-50.0,24.0,24.0,24.0,-468.0,79.0,79.0,239.0,-1078.0,False,65536.0,29.0,931256128.0,749.0,167.0,501983832.0,718.0,67.0
142,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_142.txt,0.0,-4.0,0.0,-218.0,0.0,-40.0,0.0,-212.0,22.0,22.0,22.0,-146.0,0.0,-83.0,0.0,-308.0,22.0,22.0,22.0,-884.0,False,65536.0,21.0,646840620.0,672.0,147.0,618201540.0,633.0,137.0
143,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_143.txt,40.0,40.0,44.0,-9.0,2.0,2.0,2.0,-185.0,31.0,31.0,31.0,-286.0,0.0,-133.0,0.0,-540.0,40.0,40.0,77.0,-1020.0,False,65536.0,10.0,730375296.0,678.0,151.0,598081068.0,678.0,78.0
144,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_144.txt,0.0,-1.0,0.0,-173.0,81.0,81.0,81.0,-49.0,26.0,26.0,26.0,-156.0,0.0,-45.0,0.0,-205.0,81.0,81.0,107.0,-583.0,False,65536.0,16.0,395015621.0,625.0,119.0,187205895.0,530.0,45.0
145,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_145.txt,38.0,38.0,65.0,7.0,57.0,57.0,57.0,-82.0,0.0,-28.0,0.0,-134.0,0.0,-50.0,0.0,-224.0,57.0,57.0,122.0,-433.0,False,65536.0,6.0,441865512.0,617.0,132.0,327402405.0,540.0,121.0
146,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_146.txt,43.0,43.0,54.0,54.0,31.0,31.0,54.0,-66.0,0.0,-15.0,0.0,-202.0,0.0,-8.0,0.0,-195.0,43.0,43.0,108.0,-409.0,False,65536.0,22.0,395779720.0,595.0,119.0,88378290.0,439.0,39.0
147,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_147.txt,52.0,52.0,52.0,-429.0,117.0,117.0,117.0,-104.0,65.0,65.0,91.0,2.0,0.0,-92.0,0.0,-623.0,117.0,117.0,260.0,-1154.0,False,65536.0,6.0,271742240.0,623.0,105.0,0.0,623.0,0.0
148,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_148.txt,46.0,46.0,46.0,-90.0,42.0,42.0,42.0,-116.0,0.0,-64.0,0.0,-268.0,29.0,29.0,29.0,-168.0,46.0,46.0,117.0,-642.0,False,65536.0,30.0,651993660.0,655.0,146.0,255928400.0,563.0,52.0
149,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_149.txt,0.0,-27.0,0.0,-237.0,0.0,-12.0,0.0,-126.0,0.0,-6.0,0.0,-146.0,6.0,6.0,12.0,-66.0,6.0,6.0,12.0,-575.0,False,65536.0,18.0,316815774.0,565.0,123.0,211832760.0,489.0,94.0
150,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_150.txt,0.0,-26.0,0.0,-297.0,0.0,-112.0,0.0,-469.0,0.0,-2.0,0.0,-93.0,41.0,41.0,58.0,-76.0,41.0,41.0,58.0,-935.0,False,65536.0,5.0,679262988.0,688.0,137.0,619785320.0,664.0,89.0
151,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_151.txt,9.0,9.0,9.0,-96.0,57.0,57.0,57.0,-80.0,0.0,-27.0,0.0,-139.0,0.0,-70.0,0.0,-226.0,57.0,57.0,66.0,-541.0,False,65536.0,16.0,656297642.0,649.0,151.0,353430000.0,562.0,99.0
152,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_152.txt,36.0,36.0,36.0,-68.0,0.0,-24.0,0.0,-161.0,0.0,-35.0,0.0,-225.0,0.0,-64.0,0.0,-254.0,36.0,36.0,36.0,-708.0,False,65536.0,8.0,314413596.0,579.0,114.0,314413596.0,548.0,98.0
153,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_153.txt,47.0,47.0,47.0,-167.0,0.0,-40.0,0.0,-219.0,23.0,23.0,23.0,-205.0,0.0,-114.0,0.0,-395.0,47.0,47.0,70.0,-986.0,False,65536.0,16.0,615820800.0,670.0,136.0,566995968.0,641.0,94.0
154,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_154.txt,7.0,7.0,7.0,-150.0,28.0,28.0,28.0,-23.0,0.0,-108.0,0.0,-377.0,0.0,0.0,0.0,-110.0,28.0,28.0,35.0,-660.0,False,65536.0,2.0,574210512.0,650.0,136.0,424306944.0,590.0,96.0
155,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_155.txt,1.0,1.0,1.0,-81.0,0.0,-2.0,0.0,-201.0,0.0,-40.0,0.0,-173.0,0.0,-45.0,0.0,-281.0,1.0,1.0,1.0,-736.0,False,65536.0,13.0,359087040.0,575.0,109.0,267797400.0,533.0,95.0
156,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_156.txt,60.0,60.0,60.0,-105.0,68.0,68.0,108.0,-22.0,13.0,13.0,13.0,-117.0,0.0,-65.0,0.0,-227.0,68.0,68.0,181.0,-471.0,False,65536.0,7.0,373056480.0,572.0,134.0,222912000.0,499.0,86.0
157,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_157.txt,0.0,-5.0,0.0,-107.0,126.0,126.0,126.0,41.0,0.0,-115.0,0.0,-371.0,0.0,-6.0,0.0,-139.0,126.0,126.0,126.0,-576.0,False,65536.0,0.0,477678597.0,654.0,131.0,278555200.0,586.0,49.0
158,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_158.txt,24.0,24.0,24.0,-58.0,34.0,34.0,34.0,-41.0,28.0,28.0,28.0,-144.0,0.0,-75.0,0.0,-227.0,34.0,34.0,86.0,-470.0,False,65536.0,9.0,504477720.0,641.0,135.0,201313728.0,498.0,88.0
159,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_159.txt,19.0,19.0,19.0,-79.0,0.0,-2.0,0.0,-204.0,7.0,7.0,7.0,-62.0,0.0,-20.0,0.0,-236.0,19.0,19.0,26.0,-581.0,False,65536.0,10.0,878387328.0,710.0,157.0,553153536.0,627.0,108.0
160,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_160.txt,88.0,88.0,88.0,-62.0,14.0,14.0,14.0,-119.0,16.0,16.0,16.0,-176.0,0.0,-22.0,0.0,-173.0,88.0,88.0,118.0,-530.0,False,65536.0,21.0,323482005.0,598.0,106.0,194021100.0,484.0,90.0
161,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_161.txt,10.0,10.0,16.0,-83.0,0.0,-57.0,0.0,-418.0,0.0,-73.0,0.0,-365.0,91.0,91.0,104.0,87.0,91.0,91.0,120.0,-779.0,False,65536.0,14.0,615123600.0,672.0,141.0,358369920.0,598.0,90.0
162,uniform,outputs/agents_4/items_8/gpt4o/zero_shot1/output_162.txt,0.0,-7.0,0.0,-100.0,0.0,-45.0,0.0,-202.0,0.0,-62.0,0.0,-199.0,0.0,-82.0,0.0,-330.0,0.0,-7.0,0.0,-831.0,True,65536.0,23.0,725109000.0,678.0,146.0,506128800.0,613.0,106.0
