Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Agent_6_Max,Agent_6_Max_Unclipped,Agent_6_Sum,Agent_6_Sum_Unclipped,Agent_7_Max,Agent_7_Max_Unclipped,Agent_7_Sum,Agent_7_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
59,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_59.txt,0.0,-12.0,0.0,-323.0,0.0,-34.0,0.0,-374.0,0.0,-3.0,0.0,-286.0,0.0,-9.0,0.0,-273.0,0.0,-35.0,0.0,-357.0,47.0,47.0,68.0,-37.0,0.0,-5.0,0.0,-347.0,47.0,47.0,68.0,-1997.0,False,5764801.0,0.0,61569839923200.0,699.0,81.0,61569839923200.0,675.0,68.0
60,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_60.txt,0.0,0.0,0.0,-255.0,0.0,-16.0,0.0,-249.0,0.0,-46.0,0.0,-453.0,0.0,-13.0,0.0,-287.0,10.0,10.0,10.0,-74.0,0.0,-33.0,0.0,-387.0,0.0,-11.0,0.0,-289.0,10.0,10.0,10.0,-1994.0,False,5764801.0,2.0,40070345560200.0,642.0,69.0,40070345560200.0,629.0,68.0
61,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_61.txt,22.0,22.0,22.0,-234.0,1.0,1.0,1.0,-252.0,43.0,43.0,43.0,-254.0,14.0,14.0,14.0,-198.0,0.0,-21.0,0.0,-202.0,12.0,12.0,12.0,-259.0,0.0,-14.0,0.0,-215.0,43.0,43.0,92.0,-1614.0,False,5764801.0,0.0,55613026344960.0,708.0,81.0,24038438376960.0,585.0,47.0
62,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_62.txt,21.0,21.0,21.0,-431.0,77.0,77.0,77.0,-254.0,72.0,72.0,72.0,-482.0,0.0,-85.0,0.0,-732.0,118.0,118.0,120.0,-17.0,85.0,85.0,109.0,-91.0,12.0,12.0,12.0,-583.0,118.0,118.0,411.0,-2590.0,False,5764801.0,0.0,98337486693600.0,732.0,86.0,0.0,732.0,0.0
63,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_63.txt,95.0,95.0,156.0,73.0,43.0,43.0,51.0,-280.0,66.0,66.0,66.0,-194.0,33.0,33.0,74.0,-93.0,34.0,34.0,64.0,-157.0,10.0,10.0,10.0,-340.0,36.0,36.0,36.0,-330.0,95.0,95.0,457.0,-1321.0,False,5764801.0,0.0,39814494829200.0,648.0,73.0,2059587129600.0,558.0,9.0
64,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_64.txt,38.0,38.0,70.0,-68.0,31.0,31.0,31.0,-119.0,0.0,0.0,0.0,-186.0,0.0,-32.0,0.0,-352.0,0.0,-15.0,0.0,-208.0,0.0,-18.0,0.0,-323.0,5.0,5.0,5.0,-344.0,38.0,38.0,106.0,-1600.0,False,5764801.0,0.0,36944735873760.0,641.0,68.0,20532662957664.0,567.0,57.0
65,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_65.txt,22.0,22.0,22.0,-195.0,0.0,-9.0,0.0,-225.0,0.0,-21.0,0.0,-245.0,24.0,24.0,45.0,-145.0,1.0,1.0,1.0,-176.0,0.0,-3.0,0.0,-229.0,42.0,42.0,59.0,-57.0,42.0,42.0,127.0,-1272.0,False,5764801.0,0.0,52832070144000.0,696.0,72.0,31751608392000.0,615.0,70.0
66,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_66.txt,0.0,-21.0,0.0,-314.0,0.0,-20.0,0.0,-340.0,20.0,20.0,20.0,-143.0,35.0,35.0,63.0,-56.0,29.0,29.0,29.0,-205.0,15.0,15.0,15.0,-120.0,0.0,-25.0,0.0,-267.0,35.0,35.0,127.0,-1445.0,False,5764801.0,0.0,41771767788432.0,656.0,76.0,27799393091040.0,592.0,58.0
67,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_67.txt,28.0,28.0,43.0,-162.0,81.0,81.0,109.0,62.0,0.0,-11.0,0.0,-261.0,0.0,-22.0,0.0,-289.0,7.0,7.0,7.0,-197.0,0.0,-17.0,0.0,-218.0,8.0,8.0,8.0,-259.0,81.0,81.0,167.0,-1324.0,False,5764801.0,0.0,47714037370560.0,696.0,71.0,22654221125976.0,580.0,54.0
68,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_68.txt,0.0,-9.0,0.0,-351.0,39.0,39.0,58.0,-167.0,95.0,95.0,158.0,94.0,8.0,8.0,8.0,-293.0,18.0,18.0,18.0,-272.0,40.0,40.0,40.0,-262.0,66.0,66.0,66.0,-166.0,95.0,95.0,348.0,-1417.0,False,5764801.0,0.0,40090817261880.0,696.0,70.0,1427755944384.0,596.0,2.0
69,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_69.txt,0.0,0.0,0.0,-663.0,44.0,44.0,68.0,-366.0,84.0,84.0,91.0,-396.0,143.0,143.0,237.0,90.0,124.0,124.0,216.0,43.0,44.0,44.0,90.0,-126.0,0.0,0.0,0.0,-663.0,143.0,143.0,702.0,-2081.0,False,5764801.0,0.0,28191682636920.0,664.0,72.0,0.0,663.0,0.0
70,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_70.txt,137.0,137.0,179.0,152.0,77.0,77.0,77.0,-209.0,42.0,42.0,61.0,-189.0,79.0,79.0,79.0,-150.0,91.0,91.0,102.0,-96.0,0.0,-56.0,0.0,-524.0,75.0,75.0,75.0,-114.0,137.0,137.0,573.0,-1130.0,False,5764801.0,0.0,35674991352000.0,676.0,75.0,0.0,524.0,0.0
71,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_71.txt,16.0,16.0,16.0,-356.0,64.0,64.0,94.0,-161.0,53.0,53.0,117.0,84.0,35.0,35.0,35.0,-263.0,0.0,-31.0,0.0,-382.0,37.0,37.0,45.0,-182.0,65.0,65.0,85.0,-211.0,65.0,65.0,392.0,-1471.0,False,5764801.0,0.0,54089615420280.0,673.0,77.0,27772817997870.0,638.0,33.0
72,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_72.txt,0.0,-1.0,0.0,-169.0,38.0,38.0,66.0,-236.0,30.0,30.0,30.0,-222.0,33.0,33.0,33.0,-202.0,0.0,0.0,0.0,-84.0,0.0,-9.0,0.0,-367.0,0.0,-17.0,0.0,-289.0,38.0,38.0,129.0,-1569.0,False,5764801.0,0.0,30614172019200.0,662.0,72.0,14930893824000.0,581.0,34.0
73,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_73.txt,0.0,0.0,0.0,-344.0,79.0,79.0,257.0,199.0,0.0,-9.0,0.0,-414.0,0.0,-8.0,0.0,-459.0,17.0,17.0,17.0,-379.0,1.0,1.0,1.0,-216.0,0.0,-19.0,0.0,-360.0,79.0,79.0,275.0,-1973.0,False,5764801.0,0.0,94605499157400.0,736.0,86.0,68900634217800.0,699.0,69.0
74,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_74.txt,0.0,0.0,0.0,-677.0,76.0,76.0,135.0,-267.0,169.0,169.0,317.0,102.0,199.0,199.0,450.0,450.0,47.0,47.0,63.0,-424.0,29.0,29.0,31.0,-446.0,0.0,0.0,0.0,-677.0,199.0,199.0,996.0,-1939.0,False,5764801.0,0.0,52176354249600.0,681.0,81.0,0.0,677.0,0.0
75,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_75.txt,0.0,-16.0,0.0,-281.0,3.0,3.0,3.0,-401.0,0.0,-31.0,0.0,-425.0,0.0,-6.0,0.0,-228.0,63.0,63.0,124.0,-11.0,0.0,-11.0,0.0,-344.0,13.0,13.0,13.0,-343.0,63.0,63.0,140.0,-2033.0,False,5764801.0,0.0,93185625625092.0,729.0,78.0,64791253741500.0,684.0,65.0
76,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_76.txt,25.0,25.0,45.0,-145.0,0.0,-8.0,0.0,-251.0,4.0,4.0,4.0,-98.0,20.0,20.0,20.0,-167.0,0.0,-22.0,0.0,-273.0,5.0,5.0,5.0,-104.0,53.0,53.0,124.0,66.0,53.0,53.0,198.0,-972.0,False,5764801.0,0.0,63843900397200.0,709.0,85.0,26479309317300.0,583.0,67.0
77,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_77.txt,83.0,83.0,123.0,51.0,0.0,-27.0,0.0,-327.0,6.0,6.0,6.0,-277.0,0.0,-8.0,0.0,-356.0,0.0,-7.0,0.0,-412.0,1.0,1.0,1.0,-256.0,0.0,-16.0,0.0,-364.0,83.0,83.0,130.0,-1941.0,False,5764801.0,0.0,73631587026816.0,713.0,85.0,67235670751032.0,691.0,67.0
78,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_78.txt,83.0,83.0,83.0,6.0,35.0,35.0,42.0,-136.0,49.0,49.0,49.0,-102.0,73.0,73.0,73.0,-169.0,1.0,1.0,1.0,-298.0,0.0,-9.0,0.0,-284.0,36.0,36.0,36.0,-189.0,83.0,83.0,284.0,-1172.0,False,5764801.0,0.0,45080310815040.0,679.0,79.0,3878209724544.0,513.0,12.0
79,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_79.txt,80.0,80.0,80.0,-328.0,56.0,56.0,56.0,-347.0,32.0,32.0,40.0,-232.0,28.0,28.0,28.0,-202.0,87.0,87.0,87.0,-405.0,0.0,-30.0,0.0,-384.0,76.0,76.0,174.0,164.0,87.0,87.0,465.0,-1734.0,False,5764801.0,0.0,83253761418240.0,721.0,87.0,3432198718080.0,644.0,3.0
80,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_80.txt,29.0,29.0,45.0,-74.0,25.0,25.0,25.0,-238.0,7.0,7.0,7.0,-162.0,41.0,41.0,41.0,-163.0,6.0,6.0,6.0,-196.0,0.0,-6.0,0.0,-211.0,41.0,41.0,61.0,-38.0,41.0,41.0,185.0,-1082.0,False,5764801.0,0.0,37413659316000.0,687.0,64.0,10695508918380.0,543.0,39.0
81,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_81.txt,0.0,-1.0,0.0,-266.0,0.0,-7.0,0.0,-282.0,0.0,-7.0,0.0,-243.0,2.0,2.0,2.0,-271.0,0.0,-27.0,0.0,-378.0,0.0,-21.0,0.0,-312.0,48.0,48.0,137.0,124.0,48.0,48.0,139.0,-1628.0,False,5764801.0,0.0,99018765964800.0,726.0,88.0,63287979955200.0,660.0,82.0
82,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_82.txt,29.0,29.0,33.0,-75.0,13.0,13.0,13.0,-251.0,0.0,-4.0,0.0,-255.0,3.0,3.0,3.0,-258.0,0.0,-2.0,0.0,-252.0,3.0,3.0,3.0,-240.0,19.0,19.0,20.0,-168.0,29.0,29.0,72.0,-1499.0,False,5764801.0,0.0,61440644289024.0,705.0,84.0,34368800256000.0,610.0,67.0
83,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_83.txt,6.0,6.0,6.0,-267.0,91.0,91.0,207.0,104.0,0.0,-2.0,0.0,-218.0,6.0,6.0,6.0,-257.0,82.0,82.0,82.0,-170.0,44.0,44.0,46.0,-166.0,6.0,6.0,6.0,-241.0,91.0,91.0,353.0,-1215.0,False,5764801.0,0.0,67926624948000.0,742.0,89.0,5323425494400.0,609.0,8.0
84,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_84.txt,45.0,45.0,45.0,-155.0,24.0,24.0,24.0,-107.0,64.0,64.0,120.0,42.0,7.0,7.0,7.0,-245.0,51.0,51.0,70.0,-57.0,0.0,-18.0,0.0,-265.0,7.0,7.0,7.0,-177.0,64.0,64.0,273.0,-964.0,False,5764801.0,0.0,8861423155200.0,612.0,55.0,1495603759104.0,436.0,32.0
85,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_85.txt,0.0,-9.0,0.0,-270.0,0.0,-12.0,0.0,-309.0,3.0,3.0,3.0,-198.0,0.0,-11.0,0.0,-218.0,7.0,7.0,7.0,-213.0,0.0,-5.0,0.0,-326.0,0.0,-1.0,0.0,-125.0,7.0,7.0,10.0,-1659.0,False,5764801.0,0.0,61262768155680.0,699.0,79.0,55895643563760.0,654.0,78.0
86,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_86.txt,88.0,88.0,281.0,175.0,104.0,104.0,296.0,219.0,104.0,104.0,237.0,181.0,50.0,50.0,82.0,-166.0,67.0,67.0,93.0,-202.0,0.0,0.0,0.0,-584.0,0.0,0.0,0.0,-584.0,104.0,104.0,989.0,-961.0,False,5764801.0,0.0,62077004949960.0,716.0,78.0,0.0,584.0,0.0
87,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_87.txt,0.0,-65.0,0.0,-654.0,64.0,64.0,203.0,47.0,11.0,11.0,19.0,-318.0,81.0,81.0,95.0,-217.0,100.0,100.0,171.0,100.0,31.0,31.0,31.0,-457.0,3.0,3.0,3.0,-449.0,100.0,100.0,522.0,-1948.0,False,5764801.0,0.0,47168790934680.0,654.0,81.0,0.0,654.0,0.0
88,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_88.txt,45.0,45.0,59.0,-85.0,13.0,13.0,13.0,-441.0,66.0,66.0,98.0,-270.0,0.0,-31.0,0.0,-663.0,49.0,49.0,49.0,-382.0,54.0,54.0,54.0,-412.0,125.0,125.0,304.0,238.0,125.0,125.0,577.0,-2015.0,False,5764801.0,0.0,45872923440960.0,722.0,67.0,0.0,663.0,0.0
89,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_89.txt,48.0,48.0,48.0,-114.0,0.0,-10.0,0.0,-151.0,56.0,56.0,105.0,72.0,0.0,-4.0,0.0,-186.0,0.0,-6.0,0.0,-319.0,0.0,-22.0,0.0,-294.0,0.0,-15.0,0.0,-296.0,56.0,56.0,153.0,-1288.0,False,5764801.0,0.0,91442310410880.0,716.0,81.0,31033534565880.0,607.0,49.0
90,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_90.txt,13.0,13.0,13.0,-237.0,0.0,0.0,0.0,-287.0,0.0,-47.0,0.0,-329.0,0.0,-3.0,0.0,-145.0,0.0,-13.0,0.0,-333.0,0.0,-1.0,0.0,-186.0,59.0,59.0,104.0,89.0,59.0,59.0,117.0,-1428.0,False,5764801.0,1.0,79796202165680.0,706.0,85.0,44992148881680.0,626.0,79.0
91,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_91.txt,30.0,30.0,75.0,44.0,0.0,-6.0,0.0,-261.0,6.0,6.0,6.0,-227.0,0.0,-14.0,0.0,-203.0,16.0,16.0,16.0,-307.0,0.0,-15.0,0.0,-287.0,0.0,-4.0,0.0,-167.0,30.0,30.0,97.0,-1408.0,False,5764801.0,0.0,44546132358000.0,673.0,75.0,44546132358000.0,628.0,75.0
92,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_92.txt,0.0,-9.0,0.0,-254.0,20.0,20.0,25.0,-158.0,0.0,-2.0,0.0,-178.0,37.0,37.0,37.0,-75.0,22.0,22.0,33.0,-88.0,33.0,33.0,33.0,-165.0,0.0,-28.0,0.0,-326.0,37.0,37.0,128.0,-1244.0,False,5764801.0,0.0,36917055204120.0,703.0,66.0,9471953006208.0,532.0,32.0
93,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_93.txt,0.0,-12.0,0.0,-239.0,0.0,-5.0,0.0,-166.0,0.0,-25.0,0.0,-282.0,0.0,-5.0,0.0,-287.0,27.0,27.0,27.0,-121.0,0.0,-42.0,0.0,-334.0,0.0,-5.0,0.0,-262.0,27.0,27.0,27.0,-1691.0,False,5764801.0,0.0,65729072332800.0,683.0,80.0,37305689702400.0,612.0,69.0
94,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_94.txt,81.0,81.0,161.0,99.0,0.0,-4.0,0.0,-334.0,24.0,24.0,24.0,-300.0,6.0,6.0,6.0,-279.0,0.0,-11.0,0.0,-325.0,0.0,-22.0,0.0,-333.0,0.0,0.0,0.0,-196.0,81.0,81.0,191.0,-1668.0,False,5764801.0,0.0,74250793940400.0,716.0,85.0,62617269171600.0,680.0,65.0
95,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_95.txt,160.0,160.0,385.0,352.0,144.0,144.0,302.0,221.0,72.0,72.0,107.0,-307.0,41.0,41.0,45.0,-331.0,82.0,82.0,162.0,-207.0,78.0,78.0,78.0,-349.0,0.0,-17.0,0.0,-594.0,160.0,160.0,1079.0,-1215.0,False,5764801.0,0.0,77639183899200.0,713.0,85.0,0.0,594.0,0.0
96,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_96.txt,5.0,5.0,5.0,-202.0,0.0,-14.0,0.0,-296.0,13.0,13.0,15.0,-91.0,42.0,42.0,42.0,-194.0,0.0,-9.0,0.0,-347.0,34.0,34.0,101.0,-1.0,0.0,-9.0,0.0,-246.0,42.0,42.0,163.0,-1377.0,False,5764801.0,0.0,73856681725920.0,713.0,85.0,20887038748224.0,576.0,43.0
97,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_97.txt,34.0,34.0,34.0,-421.0,31.0,31.0,38.0,-254.0,78.0,78.0,78.0,-240.0,7.0,7.0,7.0,-358.0,169.0,169.0,375.0,358.0,65.0,65.0,65.0,-324.0,0.0,-69.0,0.0,-642.0,169.0,169.0,597.0,-1881.0,False,5764801.0,0.0,42221623642380.0,646.0,73.0,0.0,642.0,0.0
98,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_98.txt,0.0,-25.0,0.0,-311.0,0.0,-9.0,0.0,-349.0,13.0,13.0,17.0,-172.0,27.0,27.0,42.0,-63.0,0.0,-2.0,0.0,-261.0,142.0,142.0,224.0,151.0,0.0,-4.0,0.0,-260.0,142.0,142.0,283.0,-1265.0,False,5764801.0,0.0,47538903379968.0,735.0,78.0,14238755429184.0,593.0,31.0
99,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_99.txt,126.0,126.0,277.0,169.0,105.0,105.0,268.0,127.0,67.0,67.0,122.0,-158.0,56.0,56.0,112.0,-192.0,7.0,7.0,8.0,-223.0,0.0,-28.0,0.0,-513.0,65.0,65.0,99.0,-148.0,126.0,126.0,886.0,-938.0,False,5764801.0,0.0,46159404046560.0,680.0,71.0,0.0,513.0,0.0
100,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_100.txt,78.0,78.0,204.0,168.0,0.0,-36.0,0.0,-424.0,0.0,-24.0,0.0,-444.0,0.0,-31.0,0.0,-416.0,1.0,1.0,1.0,-309.0,0.0,-29.0,0.0,-430.0,0.0,-13.0,0.0,-330.0,78.0,78.0,205.0,-2185.0,False,5764801.0,0.0,85614842565000.0,715.0,81.0,60285474396000.0,693.0,60.0
101,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_101.txt,74.0,74.0,125.0,103.0,49.0,49.0,61.0,-101.0,30.0,30.0,30.0,-203.0,5.0,5.0,9.0,-140.0,105.0,105.0,314.0,233.0,0.0,-50.0,0.0,-452.0,87.0,87.0,142.0,-3.0,105.0,105.0,681.0,-563.0,False,5764801.0,1.0,67193867317500.0,689.0,79.0,0.0,452.0,0.0
102,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_102.txt,17.0,17.0,17.0,-248.0,59.0,59.0,70.0,-268.0,1.0,1.0,1.0,-323.0,54.0,54.0,104.0,53.0,0.0,-11.0,0.0,-315.0,27.0,27.0,27.0,-243.0,0.0,-27.0,0.0,-335.0,59.0,59.0,219.0,-1679.0,False,5764801.0,0.0,52886049914880.0,733.0,82.0,25196935859200.0,635.0,35.0
103,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_103.txt,0.0,0.0,0.0,-604.0,0.0,0.0,0.0,-604.0,103.0,103.0,263.0,-60.0,211.0,211.0,735.0,735.0,58.0,58.0,85.0,-274.0,79.0,79.0,110.0,-243.0,0.0,0.0,0.0,-604.0,211.0,211.0,1193.0,-1654.0,False,5764801.0,0.0,23646389659200.0,618.0,61.0,0.0,604.0,0.0
104,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_104.txt,69.0,69.0,215.0,208.0,11.0,11.0,11.0,-137.0,61.0,61.0,61.0,-182.0,55.0,55.0,71.0,-65.0,52.0,52.0,52.0,-188.0,47.0,47.0,47.0,-182.0,0.0,0.0,0.0,-176.0,69.0,69.0,457.0,-722.0,False,5764801.0,0.0,40287387598848.0,684.0,76.0,8335890662400.0,513.0,35.0
105,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_105.txt,0.0,-12.0,0.0,-310.0,11.0,11.0,18.0,-82.0,0.0,-13.0,0.0,-275.0,0.0,-19.0,0.0,-231.0,1.0,1.0,1.0,-194.0,0.0,-15.0,0.0,-312.0,33.0,33.0,73.0,-14.0,33.0,33.0,92.0,-1418.0,False,5764801.0,0.0,95267210379264.0,729.0,86.0,63226615431168.0,659.0,79.0
106,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_106.txt,100.0,100.0,155.0,127.0,63.0,63.0,131.0,-141.0,32.0,32.0,61.0,-134.0,9.0,9.0,16.0,-209.0,0.0,-17.0,0.0,-377.0,4.0,4.0,4.0,-365.0,35.0,35.0,35.0,-218.0,100.0,100.0,402.0,-1317.0,False,5764801.0,0.0,29962039968000.0,654.0,70.0,8388486943200.0,570.0,27.0
107,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_107.txt,91.0,91.0,231.0,120.0,61.0,61.0,63.0,-277.0,28.0,28.0,35.0,-334.0,105.0,105.0,206.0,48.0,96.0,96.0,96.0,-126.0,59.0,59.0,59.0,-271.0,0.0,-36.0,0.0,-603.0,105.0,105.0,690.0,-1443.0,False,5764801.0,0.0,62591800867200.0,702.0,79.0,0.0,603.0,0.0
108,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_108.txt,63.0,63.0,70.0,-268.0,44.0,44.0,148.0,12.0,0.0,-82.0,0.0,-710.0,32.0,32.0,32.0,-421.0,61.0,61.0,105.0,-44.0,66.0,66.0,67.0,-338.0,51.0,51.0,51.0,-291.0,66.0,66.0,473.0,-2060.0,False,5764801.0,0.0,53279999410176.0,711.0,80.0,0.0,710.0,0.0
109,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_109.txt,0.0,-5.0,0.0,-297.0,11.0,11.0,11.0,-212.0,0.0,-6.0,0.0,-328.0,39.0,39.0,89.0,56.0,0.0,-16.0,0.0,-365.0,1.0,1.0,1.0,-304.0,0.0,-5.0,0.0,-291.0,39.0,39.0,101.0,-1741.0,False,5764801.0,0.0,89560145394720.0,729.0,88.0,89560145394720.0,715.0,84.0
110,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_110.txt,0.0,-7.0,0.0,-199.0,20.0,20.0,35.0,-125.0,0.0,0.0,0.0,-315.0,104.0,104.0,104.0,-64.0,0.0,-12.0,0.0,-307.0,0.0,-4.0,0.0,-257.0,0.0,-4.0,0.0,-293.0,104.0,104.0,139.0,-1560.0,False,5764801.0,0.0,78766518313296.0,730.0,81.0,37991130990120.0,652.0,42.0
111,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_111.txt,29.0,29.0,40.0,-230.0,45.0,45.0,45.0,-202.0,45.0,45.0,45.0,-369.0,90.0,90.0,167.0,88.0,61.0,61.0,61.0,-238.0,15.0,15.0,15.0,-354.0,3.0,3.0,3.0,-377.0,90.0,90.0,376.0,-1682.0,False,5764801.0,0.0,60948740780928.0,705.0,78.0,0.0,624.0,0.0
112,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_112.txt,63.0,63.0,153.0,28.0,86.0,86.0,149.0,-171.0,71.0,71.0,129.0,-63.0,0.0,0.0,0.0,-673.0,0.0,0.0,0.0,-673.0,41.0,41.0,42.0,-309.0,118.0,118.0,206.0,-23.0,118.0,118.0,679.0,-1884.0,False,5764801.0,0.0,40137577519104.0,689.0,72.0,0.0,673.0,0.0
113,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_113.txt,0.0,-1.0,0.0,-344.0,2.0,2.0,2.0,-342.0,87.0,87.0,172.0,116.0,0.0,-21.0,0.0,-372.0,14.0,14.0,14.0,-361.0,0.0,-38.0,0.0,-381.0,24.0,24.0,26.0,-195.0,87.0,87.0,214.0,-1879.0,False,5764801.0,0.0,79749667905600.0,702.0,84.0,69328745824800.0,698.0,70.0
114,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_114.txt,57.0,57.0,175.0,151.0,19.0,19.0,48.0,-209.0,10.0,10.0,13.0,-238.0,0.0,-6.0,0.0,-331.0,11.0,11.0,11.0,-316.0,0.0,-8.0,0.0,-329.0,0.0,-10.0,0.0,-238.0,57.0,57.0,247.0,-1510.0,False,5764801.0,0.0,12404327595660.0,675.0,59.0,9500211590688.0,586.0,23.0
115,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_115.txt,15.0,15.0,15.0,-212.0,0.0,-10.0,0.0,-212.0,20.0,20.0,20.0,-239.0,1.0,1.0,1.0,-341.0,0.0,-1.0,0.0,-369.0,0.0,0.0,0.0,-363.0,0.0,-26.0,0.0,-348.0,20.0,20.0,36.0,-2084.0,False,5764801.0,0.0,77341990225500.0,706.0,82.0,74565611089200.0,682.0,79.0
116,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_116.txt,89.0,89.0,218.0,168.0,0.0,-22.0,0.0,-408.0,15.0,15.0,15.0,-302.0,0.0,-2.0,0.0,-252.0,13.0,13.0,22.0,-272.0,0.0,-2.0,0.0,-286.0,8.0,8.0,8.0,-244.0,89.0,89.0,263.0,-1596.0,False,5764801.0,0.0,59928661896048.0,732.0,79.0,34198925682240.0,650.0,57.0
117,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_117.txt,75.0,75.0,221.0,176.0,14.0,14.0,23.0,-251.0,28.0,28.0,28.0,-263.0,36.0,36.0,51.0,-330.0,0.0,-12.0,0.0,-316.0,0.0,-16.0,0.0,-279.0,0.0,-14.0,0.0,-248.0,75.0,75.0,323.0,-1511.0,False,5764801.0,0.0,64875178368000.0,687.0,76.0,23615804988160.0,624.0,46.0
118,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_118.txt,114.0,114.0,243.0,206.0,0.0,-38.0,0.0,-423.0,28.0,28.0,28.0,-253.0,0.0,-18.0,0.0,-404.0,0.0,-51.0,0.0,-447.0,11.0,11.0,11.0,-255.0,32.0,32.0,53.0,-230.0,114.0,114.0,335.0,-1806.0,False,5764801.0,0.0,60017402926080.0,679.0,72.0,50210249766912.0,679.0,62.0
119,uniform,outputs/agents_7/items_8/gpt4o/zero_shot5/output_119.txt,23.0,23.0,45.0,-48.0,42.0,42.0,62.0,-212.0,76.0,76.0,77.0,-241.0,69.0,69.0,199.0,176.0,65.0,65.0,102.0,-183.0,0.0,-48.0,0.0,-656.0,54.0,54.0,54.0,-394.0,76.0,76.0,539.0,-1558.0,False,5764801.0,0.0,79033826995200.0,742.0,76.0,0.0,656.0,0.0
