Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
72,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_72.txt,68.0,68.0,68.0,-38.0,0.0,-22.0,0.0,-342.0,117.0,117.0,117.0,45.0,0.0,-46.0,0.0,-377.0,29.0,29.0,42.0,-92.0,117.0,117.0,227.0,-804.0,False,390625.0,0.0,36967446124.0,681.0,97.0,11070031104.0,590.0,32.0
73,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_73.txt,69.0,69.0,131.0,-42.0,26.0,26.0,26.0,-6.0,0.0,-7.0,0.0,-296.0,30.0,30.0,30.0,-57.0,0.0,-3.0,0.0,-275.0,69.0,69.0,187.0,-676.0,False,390625.0,0.0,36789983460.0,715.0,95.0,18556671672.0,620.0,66.0
74,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_74.txt,0.0,-9.0,0.0,-431.0,84.0,84.0,177.0,21.0,74.0,74.0,193.0,193.0,27.0,27.0,27.0,-317.0,5.0,5.0,5.0,-320.0,84.0,84.0,402.0,-854.0,False,390625.0,0.0,14075225400.0,644.0,90.0,2603314080.0,584.0,12.0
75,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_75.txt,0.0,-59.0,0.0,-343.0,0.0,-44.0,0.0,-309.0,30.0,30.0,30.0,-47.0,26.0,26.0,26.0,-123.0,62.0,62.0,62.0,-66.0,62.0,62.0,118.0,-888.0,False,390625.0,0.0,31583312640.0,702.0,96.0,15015020544.0,556.0,89.0
76,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_76.txt,75.0,75.0,102.0,-71.0,9.0,9.0,9.0,-319.0,38.0,38.0,52.0,-29.0,0.0,-7.0,0.0,-288.0,26.0,26.0,26.0,-180.0,75.0,75.0,189.0,-887.0,False,390625.0,3.0,17388933120.0,577.0,83.0,9044178000.0,538.0,55.0
77,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_77.txt,50.0,50.0,76.0,-15.0,40.0,40.0,62.0,-149.0,11.0,11.0,11.0,-337.0,72.0,72.0,72.0,-84.0,0.0,-32.0,0.0,-294.0,72.0,72.0,221.0,-879.0,False,390625.0,0.0,28586520000.0,689.0,92.0,14744574000.0,584.0,60.0
78,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_78.txt,59.0,59.0,157.0,150.0,23.0,23.0,23.0,-135.0,14.0,14.0,14.0,-202.0,0.0,-52.0,0.0,-296.0,32.0,32.0,32.0,-206.0,59.0,59.0,226.0,-689.0,False,390625.0,2.0,29112629700.0,660.0,94.0,9131249520.0,514.0,76.0
79,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_79.txt,19.0,19.0,19.0,-143.0,0.0,-80.0,0.0,-442.0,7.0,7.0,7.0,-244.0,0.0,0.0,0.0,-392.0,0.0,-20.0,0.0,-181.0,19.0,19.0,26.0,-1402.0,False,390625.0,0.0,44255812480.0,714.0,95.0,44255812480.0,714.0,83.0
80,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_80.txt,58.0,58.0,92.0,-112.0,42.0,42.0,42.0,-143.0,0.0,-85.0,0.0,-471.0,1.0,1.0,1.0,-428.0,0.0,-3.0,0.0,-216.0,58.0,58.0,135.0,-1370.0,False,390625.0,0.0,28289139000.0,656.0,92.0,28289139000.0,646.0,82.0
81,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_81.txt,0.0,-11.0,0.0,-361.0,70.0,70.0,74.0,-80.0,0.0,-84.0,0.0,-436.0,23.0,23.0,23.0,-141.0,24.0,24.0,24.0,-175.0,70.0,70.0,121.0,-1193.0,False,390625.0,0.0,31660148520.0,679.0,98.0,29659608000.0,656.0,73.0
82,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_82.txt,61.0,61.0,66.0,-69.0,8.0,8.0,8.0,-385.0,0.0,-41.0,0.0,-379.0,0.0,-14.0,0.0,-157.0,0.0,-36.0,0.0,-385.0,61.0,61.0,74.0,-1375.0,False,390625.0,4.0,29229518395.0,662.0,95.0,20582263380.0,623.0,58.0
83,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_83.txt,58.0,58.0,58.0,-87.0,56.0,56.0,66.0,-44.0,60.0,60.0,63.0,-60.0,1.0,1.0,1.0,-332.0,0.0,-64.0,0.0,-474.0,60.0,60.0,188.0,-997.0,False,390625.0,0.0,29815824290.0,673.0,96.0,17095622400.0,606.0,57.0
84,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_84.txt,11.0,11.0,11.0,-196.0,0.0,-59.0,0.0,-376.0,0.0,-78.0,0.0,-427.0,14.0,14.0,15.0,-108.0,21.0,21.0,21.0,-178.0,21.0,21.0,47.0,-1285.0,False,390625.0,0.0,28852454400.0,670.0,90.0,23562299840.0,627.0,79.0
85,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_85.txt,1.0,1.0,1.0,-305.0,80.0,80.0,86.0,-5.0,32.0,32.0,32.0,-198.0,42.0,42.0,72.0,0.0,0.0,-45.0,0.0,-391.0,80.0,80.0,191.0,-899.0,False,390625.0,0.0,13550805000.0,563.0,88.0,9793483920.0,562.0,44.0
86,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_86.txt,28.0,28.0,65.0,54.0,19.0,19.0,19.0,-144.0,121.0,121.0,121.0,16.0,122.0,122.0,122.0,-8.0,0.0,-92.0,0.0,-498.0,122.0,122.0,327.0,-580.0,False,390625.0,1.0,18637244640.0,593.0,94.0,0.0,498.0,0.0
87,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_87.txt,32.0,32.0,32.0,-199.0,0.0,-8.0,0.0,-336.0,0.0,-54.0,0.0,-340.0,11.0,11.0,16.0,-202.0,0.0,-40.0,0.0,-306.0,32.0,32.0,48.0,-1383.0,False,390625.0,0.0,27943584768.0,664.0,95.0,27943584768.0,645.0,72.0
88,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_88.txt,180.0,180.0,441.0,251.0,0.0,0.0,0.0,-730.0,69.0,69.0,93.0,-488.0,0.0,0.0,0.0,-730.0,234.0,234.0,336.0,148.0,234.0,234.0,870.0,-1549.0,False,390625.0,0.0,25506463892.0,730.0,97.0,0.0,730.0,0.0
89,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_89.txt,89.0,89.0,89.0,-272.0,89.0,89.0,89.0,-256.0,0.0,-93.0,0.0,-588.0,102.0,102.0,102.0,-112.0,178.0,178.0,207.0,109.0,178.0,178.0,487.0,-1119.0,False,390625.0,4.0,23778478080.0,616.0,89.0,0.0,588.0,0.0
90,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_90.txt,65.0,65.0,83.0,15.0,0.0,-25.0,0.0,-260.0,0.0,-7.0,0.0,-179.0,0.0,-46.0,0.0,-320.0,0.0,-67.0,0.0,-414.0,65.0,65.0,83.0,-1158.0,False,390625.0,1.0,31711419000.0,660.0,96.0,20037780000.0,618.0,62.0
91,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_91.txt,75.0,75.0,75.0,-46.0,99.0,99.0,151.0,-36.0,53.0,53.0,75.0,-125.0,0.0,-5.0,0.0,-440.0,0.0,-63.0,0.0,-467.0,99.0,99.0,301.0,-1114.0,False,390625.0,0.0,28927839744.0,653.0,94.0,19839419424.0,641.0,61.0
92,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_92.txt,74.0,74.0,74.0,-132.0,0.0,-75.0,0.0,-415.0,12.0,12.0,12.0,-346.0,0.0,-5.0,0.0,-298.0,10.0,10.0,10.0,-142.0,74.0,74.0,96.0,-1333.0,False,390625.0,0.0,38808919344.0,686.0,95.0,38705211600.0,677.0,95.0
93,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_93.txt,58.0,58.0,58.0,-21.0,35.0,35.0,35.0,-179.0,0.0,-3.0,0.0,-117.0,0.0,-12.0,0.0,-382.0,0.0,-50.0,0.0,-383.0,58.0,58.0,93.0,-1082.0,False,390625.0,0.0,31259548320.0,675.0,91.0,15818731200.0,597.0,57.0
94,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_94.txt,10.0,10.0,10.0,-125.0,12.0,12.0,15.0,-102.0,0.0,-44.0,0.0,-340.0,0.0,-23.0,0.0,-229.0,0.0,-2.0,0.0,-228.0,12.0,12.0,25.0,-1024.0,False,390625.0,1.0,23009748300.0,645.0,93.0,16470758304.0,576.0,76.0
95,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_95.txt,52.0,52.0,96.0,-39.0,36.0,36.0,36.0,-75.0,3.0,3.0,3.0,-260.0,35.0,35.0,35.0,-103.0,0.0,-61.0,0.0,-357.0,52.0,52.0,170.0,-834.0,False,390625.0,0.0,38084618880.0,685.0,98.0,22806064512.0,616.0,84.0
96,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_96.txt,52.0,52.0,79.0,-69.0,0.0,-26.0,0.0,-376.0,0.0,-32.0,0.0,-371.0,0.0,-11.0,0.0,-391.0,71.0,71.0,93.0,43.0,71.0,71.0,172.0,-1164.0,False,390625.0,0.0,32710817920.0,682.0,92.0,23018267580.0,649.0,74.0
97,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_97.txt,136.0,136.0,158.0,-56.0,80.0,80.0,125.0,9.0,10.0,10.0,10.0,-212.0,20.0,20.0,20.0,-196.0,87.0,87.0,118.0,62.0,136.0,136.0,431.0,-393.0,False,390625.0,0.0,32035386240.0,703.0,97.0,2329797888.0,478.0,22.0
98,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_98.txt,44.0,44.0,65.0,-40.0,0.0,-61.0,0.0,-293.0,0.0,-29.0,0.0,-306.0,0.0,-7.0,0.0,-283.0,81.0,81.0,191.0,175.0,81.0,81.0,256.0,-747.0,False,390625.0,0.0,25089638400.0,630.0,90.0,10945044000.0,529.0,74.0
99,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_99.txt,0.0,-42.0,0.0,-415.0,9.0,9.0,9.0,-114.0,0.0,-26.0,0.0,-354.0,0.0,-51.0,0.0,-410.0,138.0,138.0,190.0,184.0,138.0,138.0,199.0,-1109.0,False,390625.0,0.0,21317587200.0,668.0,88.0,13775287680.0,611.0,51.0
100,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_100.txt,59.0,59.0,90.0,68.0,53.0,53.0,96.0,8.0,45.0,45.0,77.0,-146.0,19.0,19.0,19.0,-163.0,0.0,-3.0,0.0,-252.0,59.0,59.0,282.0,-485.0,False,390625.0,0.0,17946888960.0,608.0,93.0,3863800064.0,456.0,47.0
101,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_101.txt,41.0,41.0,41.0,-90.0,0.0,-47.0,0.0,-413.0,0.0,-47.0,0.0,-368.0,12.0,12.0,12.0,-62.0,0.0,-4.0,0.0,-120.0,41.0,41.0,53.0,-1053.0,False,390625.0,0.0,32012737680.0,688.0,95.0,24886152720.0,634.0,78.0
102,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_102.txt,57.0,57.0,57.0,-170.0,0.0,-34.0,0.0,-439.0,140.0,140.0,262.0,262.0,0.0,-37.0,0.0,-435.0,0.0,-27.0,0.0,-470.0,140.0,140.0,319.0,-1252.0,False,390625.0,0.0,19455744000.0,629.0,94.0,6584211200.0,579.0,40.0
103,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_103.txt,0.0,-8.0,0.0,-238.0,0.0,-12.0,0.0,-193.0,0.0,-37.0,0.0,-460.0,0.0,-78.0,0.0,-411.0,25.0,25.0,25.0,-135.0,25.0,25.0,25.0,-1437.0,False,390625.0,0.0,37288886544.0,687.0,92.0,37288886544.0,682.0,86.0
104,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_104.txt,64.0,64.0,104.0,-118.0,104.0,104.0,129.0,6.0,31.0,31.0,31.0,-424.0,43.0,43.0,54.0,-135.0,0.0,-27.0,0.0,-439.0,104.0,104.0,318.0,-1110.0,False,390625.0,0.0,31516470850.0,658.0,93.0,13020325500.0,619.0,50.0
105,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_105.txt,0.0,-28.0,0.0,-164.0,0.0,-12.0,0.0,-270.0,0.0,-5.0,0.0,-119.0,0.0,-19.0,0.0,-193.0,43.0,43.0,43.0,-102.0,43.0,43.0,43.0,-848.0,False,390625.0,0.0,17022960000.0,598.0,81.0,12227760000.0,539.0,75.0
106,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_106.txt,43.0,43.0,63.0,-133.0,43.0,43.0,102.0,102.0,0.0,-60.0,0.0,-551.0,0.0,-47.0,0.0,-457.0,19.0,19.0,19.0,-298.0,43.0,43.0,184.0,-1337.0,False,390625.0,0.0,22868445600.0,656.0,91.0,16756163424.0,649.0,51.0
107,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_107.txt,11.0,11.0,11.0,-301.0,13.0,13.0,14.0,-34.0,39.0,39.0,70.0,-27.0,3.0,3.0,3.0,-304.0,0.0,-40.0,0.0,-352.0,39.0,39.0,98.0,-1018.0,False,390625.0,0.0,38673382020.0,685.0,98.0,17302656000.0,590.0,80.0
108,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_108.txt,78.0,78.0,87.0,-69.0,30.0,30.0,30.0,-313.0,0.0,-7.0,0.0,-308.0,0.0,-51.0,0.0,-393.0,34.0,34.0,34.0,-21.0,78.0,78.0,151.0,-1104.0,False,390625.0,0.0,13279849440.0,579.0,83.0,9037691640.0,558.0,51.0
109,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_109.txt,38.0,38.0,82.0,15.0,0.0,-24.0,0.0,-400.0,44.0,44.0,44.0,-149.0,0.0,-50.0,0.0,-437.0,0.0,-29.0,0.0,-453.0,44.0,44.0,126.0,-1424.0,False,390625.0,0.0,36704519904.0,685.0,94.0,27829766712.0,680.0,79.0
110,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_110.txt,0.0,-9.0,0.0,-183.0,0.0,-11.0,0.0,-314.0,0.0,-7.0,0.0,-171.0,6.0,6.0,8.0,-37.0,0.0,-37.0,0.0,-404.0,6.0,6.0,8.0,-1109.0,False,390625.0,1.0,26858982780.0,657.0,91.0,26858982780.0,654.0,67.0
111,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_111.txt,113.0,113.0,157.0,133.0,62.0,62.0,62.0,-322.0,76.0,76.0,89.0,-31.0,80.0,80.0,87.0,-91.0,0.0,-27.0,0.0,-422.0,113.0,113.0,395.0,-733.0,False,390625.0,0.0,29036843836.0,661.0,94.0,8033256000.0,558.0,36.0
112,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_112.txt,0.0,-11.0,0.0,-148.0,0.0,-64.0,0.0,-412.0,0.0,-6.0,0.0,-279.0,21.0,21.0,21.0,-142.0,0.0,-13.0,0.0,-224.0,21.0,21.0,21.0,-1205.0,False,390625.0,1.0,20423910078.0,616.0,89.0,20423910078.0,592.0,81.0
113,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_113.txt,28.0,28.0,28.0,-281.0,11.0,11.0,11.0,-170.0,28.0,28.0,28.0,-119.0,0.0,-66.0,0.0,-451.0,0.0,-1.0,0.0,-454.0,28.0,28.0,67.0,-1475.0,False,390625.0,0.0,31674487680.0,672.0,93.0,30004705280.0,671.0,73.0
114,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_114.txt,0.0,-18.0,0.0,-254.0,0.0,-22.0,0.0,-277.0,0.0,-29.0,0.0,-273.0,0.0,-29.0,0.0,-327.0,118.0,118.0,156.0,137.0,118.0,118.0,156.0,-994.0,False,390625.0,3.0,21595020984.0,625.0,90.0,12723984900.0,583.0,79.0
115,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_115.txt,50.0,50.0,50.0,-175.0,69.0,69.0,79.0,-118.0,0.0,-71.0,0.0,-518.0,112.0,112.0,150.0,23.0,74.0,74.0,77.0,-26.0,112.0,112.0,356.0,-814.0,False,390625.0,0.0,15160320000.0,583.0,93.0,0.0,518.0,0.0
116,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_116.txt,88.0,88.0,98.0,-123.0,35.0,35.0,53.0,-65.0,0.0,-10.0,0.0,-326.0,36.0,36.0,36.0,-194.0,0.0,-12.0,0.0,-299.0,88.0,88.0,187.0,-1007.0,False,390625.0,0.0,39761121664.0,702.0,95.0,19779974700.0,639.0,46.0
117,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_117.txt,95.0,95.0,195.0,143.0,0.0,-16.0,0.0,-357.0,38.0,38.0,53.0,-65.0,0.0,-15.0,0.0,-361.0,70.0,70.0,95.0,-154.0,95.0,95.0,343.0,-794.0,False,390625.0,0.0,27668666880.0,666.0,95.0,11870979120.0,587.0,44.0
118,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_118.txt,63.0,63.0,63.0,-134.0,10.0,10.0,10.0,-231.0,68.0,68.0,68.0,-3.0,51.0,51.0,51.0,-131.0,0.0,-13.0,0.0,-340.0,68.0,68.0,192.0,-839.0,False,390625.0,0.0,25449692400.0,635.0,94.0,21323250000.0,615.0,75.0
119,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_119.txt,0.0,-23.0,0.0,-194.0,87.0,87.0,87.0,-23.0,0.0,-49.0,0.0,-318.0,0.0,-12.0,0.0,-281.0,0.0,-10.0,0.0,-290.0,87.0,87.0,87.0,-1106.0,False,390625.0,2.0,22072344000.0,600.0,96.0,6170105088.0,494.0,43.0
120,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_120.txt,137.0,137.0,203.0,199.0,69.0,69.0,128.0,44.0,51.0,51.0,51.0,-133.0,53.0,53.0,53.0,-89.0,0.0,-17.0,0.0,-266.0,137.0,137.0,435.0,-245.0,False,390625.0,0.0,23318925168.0,626.0,94.0,1441952064.0,392.0,24.0
121,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_121.txt,2.0,2.0,2.0,-342.0,67.0,67.0,67.0,-289.0,79.0,79.0,79.0,-81.0,141.0,141.0,141.0,-5.0,35.0,35.0,35.0,-192.0,141.0,141.0,324.0,-909.0,False,390625.0,1.0,37850733648.0,695.0,94.0,4228443648.0,548.0,16.0
122,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_122.txt,0.0,-36.0,0.0,-176.0,0.0,-75.0,0.0,-405.0,41.0,41.0,67.0,-18.0,0.0,-23.0,0.0,-311.0,22.0,22.0,22.0,-128.0,41.0,41.0,89.0,-1038.0,False,390625.0,0.0,37052769600.0,691.0,98.0,26380881450.0,632.0,94.0
123,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_123.txt,0.0,-6.0,0.0,-221.0,37.0,37.0,37.0,-119.0,0.0,-6.0,0.0,-357.0,34.0,34.0,37.0,-120.0,0.0,-30.0,0.0,-302.0,37.0,37.0,74.0,-1119.0,False,390625.0,0.0,17804489472.0,599.0,84.0,15828086232.0,573.0,71.0
124,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_124.txt,90.0,90.0,90.0,-49.0,0.0,-51.0,0.0,-449.0,7.0,7.0,7.0,-272.0,0.0,-90.0,0.0,-547.0,0.0,-16.0,0.0,-274.0,90.0,90.0,97.0,-1591.0,False,390625.0,3.0,36009729756.0,685.0,98.0,32738899200.0,678.0,70.0
125,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_125.txt,126.0,126.0,183.0,-109.0,168.0,168.0,243.0,181.0,28.0,28.0,28.0,-464.0,0.0,-88.0,0.0,-679.0,145.0,145.0,198.0,48.0,168.0,168.0,652.0,-1023.0,False,390625.0,0.0,43599790080.0,713.0,96.0,0.0,679.0,0.0
126,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_126.txt,0.0,-49.0,0.0,-410.0,0.0,-33.0,0.0,-368.0,0.0,0.0,0.0,-170.0,5.0,5.0,5.0,-248.0,9.0,9.0,9.0,-185.0,9.0,9.0,14.0,-1381.0,False,390625.0,0.0,16300193328.0,657.0,89.0,14033448000.0,591.0,47.0
127,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_127.txt,104.0,104.0,182.0,35.0,0.0,-98.0,0.0,-686.0,50.0,50.0,92.0,-152.0,80.0,80.0,80.0,-377.0,58.0,58.0,58.0,-157.0,104.0,104.0,412.0,-1337.0,False,390625.0,0.0,33589029600.0,686.0,98.0,0.0,686.0,0.0
128,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_128.txt,0.0,-4.0,0.0,-139.0,0.0,-6.0,0.0,-118.0,8.0,8.0,8.0,-182.0,0.0,-12.0,0.0,-264.0,15.0,15.0,15.0,-108.0,15.0,15.0,23.0,-811.0,False,390625.0,1.0,23933031408.0,669.0,95.0,17573192910.0,576.0,91.0
129,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_129.txt,45.0,45.0,63.0,-23.0,21.0,21.0,21.0,-181.0,74.0,74.0,173.0,93.0,0.0,-13.0,0.0,-283.0,0.0,-3.0,0.0,-209.0,74.0,74.0,257.0,-603.0,False,390625.0,0.0,20102967840.0,601.0,94.0,7113816600.0,518.0,55.0
130,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_130.txt,0.0,-53.0,0.0,-461.0,37.0,37.0,37.0,-364.0,17.0,17.0,19.0,-207.0,61.0,61.0,61.0,-74.0,69.0,69.0,69.0,-164.0,69.0,69.0,186.0,-1270.0,False,390625.0,0.0,25121388600.0,685.0,96.0,10807523496.0,646.0,22.0
131,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_131.txt,111.0,111.0,159.0,11.0,81.0,81.0,150.0,45.0,31.0,31.0,31.0,-292.0,9.0,9.0,9.0,-298.0,61.0,61.0,116.0,-79.0,111.0,111.0,465.0,-613.0,False,390625.0,1.0,18778222120.0,608.0,87.0,693431802.0,460.0,14.0
132,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_132.txt,90.0,90.0,149.0,45.0,94.0,94.0,124.0,2.0,0.0,-5.0,0.0,-290.0,16.0,16.0,16.0,-274.0,36.0,36.0,36.0,-189.0,94.0,94.0,325.0,-706.0,False,390625.0,0.0,16942380336.0,611.0,92.0,5773764612.0,519.0,46.0
133,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_133.txt,15.0,15.0,16.0,-118.0,0.0,-48.0,0.0,-316.0,77.0,77.0,137.0,93.0,0.0,-46.0,0.0,-361.0,5.0,5.0,5.0,-129.0,77.0,77.0,158.0,-831.0,False,390625.0,1.0,31430325792.0,668.0,93.0,11172876660.0,557.0,57.0
134,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_134.txt,39.0,39.0,62.0,-109.0,20.0,20.0,20.0,-122.0,1.0,1.0,1.0,-196.0,0.0,0.0,0.0,-355.0,0.0,-58.0,0.0,-394.0,39.0,39.0,83.0,-1176.0,False,390625.0,0.0,32867436140.0,697.0,96.0,32038335252.0,653.0,86.0
135,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_135.txt,56.0,56.0,81.0,69.0,48.0,48.0,61.0,-63.0,95.0,95.0,102.0,32.0,34.0,34.0,34.0,-222.0,0.0,-38.0,0.0,-304.0,95.0,95.0,278.0,-488.0,False,390625.0,0.0,28267526700.0,662.0,98.0,5281554240.0,513.0,32.0
136,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_136.txt,77.0,77.0,80.0,-76.0,14.0,14.0,35.0,-71.0,0.0,-42.0,0.0,-349.0,0.0,-15.0,0.0,-322.0,0.0,-13.0,0.0,-308.0,77.0,77.0,115.0,-1126.0,False,390625.0,2.0,23642539200.0,694.0,97.0,15287811840.0,614.0,53.0
137,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_137.txt,81.0,81.0,128.0,-53.0,110.0,110.0,153.0,-12.0,0.0,-63.0,0.0,-621.0,67.0,67.0,67.0,-223.0,104.0,104.0,104.0,-250.0,110.0,110.0,452.0,-1159.0,False,390625.0,0.0,31575894350.0,691.0,98.0,0.0,621.0,0.0
138,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_138.txt,71.0,71.0,120.0,34.0,5.0,5.0,5.0,-312.0,0.0,-1.0,0.0,-236.0,0.0,-41.0,0.0,-343.0,47.0,47.0,84.0,48.0,71.0,71.0,209.0,-809.0,False,390625.0,0.0,24227002800.0,640.0,88.0,11250444160.0,547.0,71.0
139,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_139.txt,122.0,122.0,132.0,-18.0,64.0,64.0,101.0,90.0,85.0,85.0,85.0,-240.0,0.0,-56.0,0.0,-328.0,57.0,57.0,57.0,-231.0,122.0,122.0,375.0,-727.0,False,390625.0,0.0,21678346872.0,631.0,91.0,1245019776.0,440.0,12.0
140,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_140.txt,77.0,77.0,141.0,40.0,36.0,36.0,36.0,-204.0,125.0,125.0,155.0,-12.0,0.0,-2.0,0.0,-287.0,52.0,52.0,73.0,-119.0,125.0,125.0,405.0,-582.0,False,390625.0,0.0,26726358240.0,637.0,90.0,4322324160.0,532.0,24.0
141,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_141.txt,2.0,2.0,2.0,-372.0,0.0,-41.0,0.0,-341.0,10.0,10.0,10.0,-89.0,0.0,-35.0,0.0,-361.0,78.0,78.0,113.0,-58.0,78.0,78.0,125.0,-1221.0,False,390625.0,0.0,30162710976.0,727.0,94.0,15955695360.0,613.0,57.0
142,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_142.txt,12.0,12.0,12.0,-119.0,66.0,66.0,115.0,115.0,0.0,-30.0,0.0,-239.0,0.0,-36.0,0.0,-281.0,0.0,0.0,0.0,-143.0,66.0,66.0,127.0,-667.0,False,390625.0,0.0,17389532160.0,647.0,90.0,7860568320.0,499.0,58.0
143,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_143.txt,28.0,28.0,28.0,-112.0,26.0,26.0,50.0,-209.0,0.0,-45.0,0.0,-392.0,0.0,-8.0,0.0,-131.0,0.0,-33.0,0.0,-337.0,28.0,28.0,78.0,-1181.0,False,390625.0,0.0,16322566400.0,623.0,90.0,11780894400.0,587.0,50.0
144,uniform,outputs/agents_5/items_8/gpt4o/zero_shot3/output_144.txt,38.0,38.0,61.0,-63.0,40.0,40.0,58.0,-78.0,110.0,110.0,110.0,-172.0,0.0,-20.0,0.0,-431.0,0.0,-39.0,0.0,-427.0,110.0,110.0,229.0,-1171.0,False,390625.0,0.0,37533517560.0,683.0,97.0,20636078400.0,634.0,54.0
