Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Agent_6_Max,Agent_6_Max_Unclipped,Agent_6_Sum,Agent_6_Sum_Unclipped,Agent_7_Max,Agent_7_Max_Unclipped,Agent_7_Sum,Agent_7_Sum_Unclipped,Agent_8_Max,Agent_8_Max_Unclipped,Agent_8_Sum,Agent_8_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness
67,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_67.txt,0.0,-22.0,0.0,-347.0,0.0,-25.0,0.0,-360.0,8.0,8.0,8.0,-314.0,0.0,-14.0,0.0,-297.0,0.0,-5.0,0.0,-359.0,0.0,-9.0,0.0,-324.0,0.0,-5.0,0.0,-191.0,49.0,49.0,93.0,40.0,49.0,49.0,101.0,-2152.0,False
68,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_68.txt,140.0,140.0,390.0,341.0,21.0,21.0,53.0,-162.0,73.0,73.0,141.0,-109.0,40.0,40.0,83.0,-90.0,51.0,51.0,62.0,-154.0,25.0,25.0,78.0,-216.0,16.0,16.0,23.0,-184.0,42.0,42.0,64.0,-245.0,140.0,140.0,894.0,-819.0,False
69,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_69.txt,9.0,9.0,9.0,-229.0,0.0,0.0,0.0,-191.0,9.0,9.0,9.0,-150.0,67.0,67.0,246.0,233.0,11.0,11.0,11.0,-255.0,8.0,8.0,8.0,-360.0,0.0,-1.0,0.0,-330.0,0.0,-10.0,0.0,-373.0,67.0,67.0,283.0,-1655.0,False
70,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_70.txt,114.0,114.0,453.0,311.0,39.0,39.0,95.0,-388.0,0.0,0.0,0.0,-752.0,0.0,0.0,0.0,-752.0,180.0,180.0,628.0,472.0,151.0,151.0,301.0,-46.0,0.0,0.0,0.0,-752.0,0.0,0.0,0.0,-752.0,180.0,180.0,1477.0,-2659.0,False
71,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_71.txt,19.0,19.0,19.0,-131.0,0.0,-20.0,0.0,-328.0,17.0,17.0,22.0,-208.0,0.0,-2.0,0.0,-241.0,0.0,-25.0,0.0,-398.0,1.0,1.0,1.0,-246.0,10.0,10.0,10.0,-255.0,50.0,50.0,184.0,155.0,50.0,50.0,236.0,-1652.0,False
72,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_72.txt,34.0,34.0,41.0,-169.0,46.0,46.0,150.0,31.0,0.0,-13.0,0.0,-352.0,0.0,0.0,0.0,-278.0,7.0,7.0,7.0,-331.0,0.0,-34.0,0.0,-416.0,51.0,51.0,51.0,-240.0,0.0,-21.0,0.0,-420.0,51.0,51.0,249.0,-2175.0,False
73,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_73.txt,8.0,8.0,8.0,-194.0,11.0,11.0,17.0,-144.0,61.0,61.0,90.0,-123.0,5.0,5.0,5.0,-320.0,54.0,54.0,54.0,-32.0,66.0,66.0,66.0,-210.0,50.0,50.0,50.0,-194.0,0.0,-2.0,0.0,-395.0,66.0,66.0,290.0,-1612.0,False
74,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_74.txt,150.0,150.0,478.0,456.0,107.0,107.0,249.0,-213.0,0.0,0.0,0.0,-774.0,86.0,86.0,214.0,-203.0,87.0,87.0,184.0,-314.0,0.0,0.0,0.0,-774.0,112.0,112.0,293.0,67.0,0.0,0.0,0.0,-774.0,150.0,150.0,1418.0,-2529.0,False
75,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_75.txt,68.0,68.0,225.0,184.0,77.0,77.0,171.0,-19.0,57.0,57.0,107.0,-143.0,0.0,-2.0,0.0,-516.0,14.0,14.0,18.0,-310.0,54.0,54.0,107.0,-134.0,73.0,73.0,73.0,-198.0,62.0,62.0,89.0,-152.0,77.0,77.0,790.0,-1288.0,False
76,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_76.txt,24.0,24.0,42.0,-303.0,45.0,45.0,70.0,-96.0,15.0,15.0,15.0,-46.0,22.0,22.0,38.0,-146.0,27.0,27.0,27.0,-285.0,58.0,58.0,135.0,22.0,61.0,61.0,61.0,-200.0,0.0,-17.0,0.0,-295.0,61.0,61.0,388.0,-1349.0,False
77,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_77.txt,67.0,67.0,111.0,-154.0,93.0,93.0,93.0,-271.0,43.0,43.0,80.0,-64.0,43.0,43.0,61.0,-186.0,98.0,98.0,115.0,-135.0,75.0,75.0,256.0,187.0,0.0,-44.0,0.0,-596.0,83.0,83.0,83.0,-35.0,98.0,98.0,799.0,-1254.0,False
78,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_78.txt,130.0,130.0,343.0,66.0,0.0,0.0,0.0,-783.0,165.0,165.0,456.0,286.0,0.0,0.0,0.0,-783.0,8.0,8.0,14.0,-584.0,0.0,0.0,0.0,-783.0,95.0,95.0,259.0,-4.0,59.0,59.0,124.0,-505.0,165.0,165.0,1196.0,-3090.0,False
79,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_79.txt,0.0,-10.0,0.0,-306.0,36.0,36.0,41.0,-150.0,33.0,33.0,33.0,-248.0,16.0,16.0,16.0,-248.0,8.0,8.0,8.0,-292.0,2.0,2.0,2.0,-300.0,33.0,33.0,33.0,-145.0,58.0,58.0,83.0,21.0,58.0,58.0,216.0,-1668.0,False
80,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_80.txt,24.0,24.0,38.0,-105.0,0.0,-26.0,0.0,-393.0,22.0,22.0,22.0,-331.0,0.0,-3.0,0.0,-256.0,0.0,-21.0,0.0,-351.0,0.0,-15.0,0.0,-278.0,0.0,-18.0,0.0,-395.0,74.0,74.0,111.0,4.0,74.0,74.0,171.0,-2105.0,False
81,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_81.txt,119.0,119.0,211.0,54.0,62.0,62.0,90.0,-270.0,39.0,39.0,40.0,-230.0,87.0,87.0,107.0,-252.0,0.0,0.0,0.0,-692.0,67.0,67.0,187.0,63.0,0.0,0.0,0.0,-692.0,64.0,64.0,179.0,78.0,119.0,119.0,814.0,-1941.0,False
82,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_82.txt,172.0,172.0,391.0,379.0,40.0,40.0,49.0,-368.0,75.0,75.0,77.0,-326.0,18.0,18.0,19.0,-378.0,62.0,62.0,85.0,-298.0,17.0,17.0,17.0,-459.0,59.0,59.0,59.0,-354.0,0.0,-47.0,0.0,-744.0,172.0,172.0,697.0,-2548.0,False
83,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_83.txt,27.0,27.0,59.0,-189.0,35.0,35.0,38.0,-169.0,36.0,36.0,37.0,-166.0,60.0,60.0,60.0,-195.0,0.0,-1.0,0.0,-247.0,24.0,24.0,24.0,-193.0,35.0,35.0,35.0,-316.0,0.0,-15.0,0.0,-333.0,60.0,60.0,253.0,-1808.0,False
84,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_84.txt,20.0,20.0,20.0,-204.0,0.0,0.0,0.0,-219.0,1.0,1.0,1.0,-204.0,32.0,32.0,41.0,-199.0,0.0,-11.0,0.0,-247.0,0.0,-2.0,0.0,-357.0,0.0,-2.0,0.0,-305.0,0.0,-9.0,0.0,-255.0,32.0,32.0,62.0,-1990.0,False
85,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_85.txt,0.0,-11.0,0.0,-275.0,20.0,20.0,36.0,-71.0,22.0,22.0,22.0,-122.0,16.0,16.0,16.0,-242.0,0.0,0.0,0.0,-208.0,19.0,19.0,19.0,-293.0,23.0,23.0,23.0,-208.0,84.0,84.0,129.0,14.0,84.0,84.0,245.0,-1405.0,False
86,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_86.txt,17.0,17.0,17.0,-288.0,62.0,62.0,62.0,-296.0,33.0,33.0,44.0,-370.0,76.0,76.0,76.0,-235.0,64.0,64.0,242.0,168.0,0.0,-2.0,0.0,-329.0,34.0,34.0,34.0,-311.0,58.0,58.0,58.0,-327.0,76.0,76.0,533.0,-1988.0,False
87,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_87.txt,42.0,42.0,42.0,-529.0,9.0,9.0,9.0,-362.0,40.0,40.0,40.0,-441.0,64.0,64.0,234.0,139.0,78.0,78.0,199.0,77.0,28.0,28.0,28.0,-375.0,32.0,32.0,44.0,-315.0,0.0,-43.0,0.0,-766.0,78.0,78.0,596.0,-2572.0,False
88,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_88.txt,48.0,48.0,57.0,-76.0,53.0,53.0,87.0,-85.0,49.0,49.0,69.0,-137.0,17.0,17.0,17.0,-312.0,6.0,6.0,6.0,-90.0,30.0,30.0,30.0,-192.0,9.0,9.0,9.0,-236.0,21.0,21.0,36.0,-166.0,53.0,53.0,311.0,-1294.0,False
89,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_89.txt,100.0,100.0,199.0,30.0,12.0,12.0,12.0,-149.0,15.0,15.0,15.0,-346.0,0.0,-15.0,0.0,-352.0,11.0,11.0,11.0,-321.0,0.0,-6.0,0.0,-379.0,0.0,-5.0,0.0,-351.0,3.0,3.0,3.0,-294.0,100.0,100.0,240.0,-2162.0,False
90,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_90.txt,14.0,14.0,25.0,-211.0,78.0,78.0,85.0,-228.0,62.0,62.0,64.0,-301.0,58.0,58.0,58.0,-229.0,55.0,55.0,55.0,-109.0,96.0,96.0,309.0,285.0,0.0,-53.0,0.0,-624.0,0.0,0.0,0.0,-192.0,96.0,96.0,596.0,-1609.0,False
91,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_91.txt,52.0,52.0,52.0,-279.0,0.0,0.0,0.0,-327.0,6.0,6.0,6.0,-316.0,75.0,75.0,206.0,138.0,0.0,-10.0,0.0,-306.0,0.0,-18.0,0.0,-481.0,32.0,32.0,44.0,-265.0,43.0,43.0,43.0,-462.0,75.0,75.0,351.0,-2298.0,False
92,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_92.txt,171.0,171.0,407.0,332.0,77.0,77.0,129.0,-37.0,41.0,41.0,83.0,-252.0,78.0,78.0,112.0,-264.0,79.0,79.0,129.0,-259.0,89.0,89.0,121.0,-185.0,64.0,64.0,65.0,-326.0,0.0,-15.0,0.0,-653.0,171.0,171.0,1046.0,-1644.0,False
93,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_93.txt,62.0,62.0,62.0,-334.0,79.0,79.0,138.0,-110.0,88.0,88.0,88.0,-341.0,76.0,76.0,117.0,-261.0,31.0,31.0,31.0,-416.0,0.0,-60.0,0.0,-758.0,10.0,10.0,10.0,-427.0,144.0,144.0,191.0,115.0,144.0,144.0,637.0,-2532.0,False
94,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_94.txt,40.0,40.0,46.0,-177.0,0.0,-8.0,0.0,-409.0,45.0,45.0,45.0,-346.0,0.0,-14.0,0.0,-406.0,82.0,82.0,182.0,145.0,33.0,33.0,33.0,-439.0,31.0,31.0,37.0,-252.0,0.0,-9.0,0.0,-348.0,82.0,82.0,343.0,-2232.0,False
95,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_95.txt,18.0,18.0,18.0,-222.0,22.0,22.0,22.0,-339.0,18.0,18.0,18.0,-302.0,0.0,-6.0,0.0,-292.0,2.0,2.0,2.0,-359.0,0.0,-22.0,0.0,-286.0,0.0,-13.0,0.0,-305.0,30.0,30.0,64.0,-9.0,30.0,30.0,124.0,-2114.0,False
96,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_96.txt,70.0,70.0,96.0,-141.0,90.0,90.0,263.0,203.0,26.0,26.0,47.0,-244.0,68.0,68.0,97.0,-136.0,1.0,1.0,1.0,-263.0,23.0,23.0,23.0,-329.0,3.0,3.0,3.0,-261.0,0.0,-4.0,0.0,-220.0,90.0,90.0,530.0,-1391.0,False
97,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_97.txt,147.0,147.0,224.0,69.0,35.0,35.0,35.0,-354.0,87.0,87.0,87.0,-170.0,23.0,23.0,23.0,-410.0,84.0,84.0,183.0,145.0,79.0,79.0,79.0,-232.0,63.0,63.0,63.0,-416.0,0.0,-70.0,0.0,-683.0,147.0,147.0,694.0,-2051.0,False
98,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_98.txt,41.0,41.0,78.0,-73.0,12.0,12.0,16.0,-174.0,32.0,32.0,64.0,-51.0,14.0,14.0,22.0,-128.0,44.0,44.0,75.0,-41.0,38.0,38.0,53.0,-178.0,6.0,6.0,10.0,-246.0,27.0,27.0,73.0,-3.0,44.0,44.0,391.0,-894.0,False
99,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_99.txt,138.0,138.0,431.0,385.0,72.0,72.0,72.0,-274.0,30.0,30.0,30.0,-362.0,0.0,-17.0,0.0,-488.0,32.0,32.0,40.0,-205.0,25.0,25.0,30.0,-193.0,0.0,0.0,0.0,-284.0,27.0,27.0,27.0,-231.0,138.0,138.0,630.0,-1652.0,False
100,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_100.txt,79.0,79.0,205.0,-103.0,106.0,106.0,280.0,-65.0,154.0,154.0,436.0,212.0,0.0,0.0,0.0,-836.0,0.0,0.0,0.0,-836.0,0.0,0.0,0.0,-836.0,84.0,84.0,209.0,-327.0,146.0,146.0,290.0,-75.0,154.0,154.0,1420.0,-2866.0,False
101,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_101.txt,55.0,55.0,209.0,162.0,45.0,45.0,71.0,-158.0,45.0,45.0,64.0,-46.0,15.0,15.0,15.0,-239.0,67.0,67.0,114.0,-185.0,4.0,4.0,4.0,-287.0,49.0,49.0,49.0,-322.0,6.0,6.0,6.0,-269.0,67.0,67.0,532.0,-1344.0,False
102,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_102.txt,44.0,44.0,47.0,-248.0,82.0,82.0,82.0,-143.0,42.0,42.0,55.0,-219.0,38.0,38.0,38.0,-275.0,90.0,90.0,90.0,-109.0,0.0,-76.0,0.0,-609.0,7.0,7.0,7.0,-219.0,65.0,65.0,65.0,-246.0,90.0,90.0,384.0,-2068.0,False
103,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_103.txt,47.0,47.0,73.0,-102.0,73.0,73.0,93.0,-174.0,61.0,61.0,74.0,-93.0,23.0,23.0,23.0,-222.0,18.0,18.0,38.0,-149.0,51.0,51.0,51.0,-258.0,45.0,45.0,58.0,-119.0,0.0,-44.0,0.0,-569.0,73.0,73.0,410.0,-1686.0,False
104,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_104.txt,31.0,31.0,57.0,-297.0,125.0,125.0,218.0,13.0,55.0,55.0,65.0,-394.0,67.0,67.0,174.0,-40.0,0.0,0.0,0.0,-743.0,0.0,0.0,0.0,-743.0,98.0,98.0,245.0,155.0,31.0,31.0,44.0,-508.0,125.0,125.0,803.0,-2557.0,False
105,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_105.txt,0.0,-14.0,0.0,-339.0,60.0,60.0,60.0,-227.0,57.0,57.0,60.0,-170.0,38.0,38.0,38.0,-248.0,70.0,70.0,159.0,108.0,38.0,38.0,38.0,-248.0,0.0,-4.0,0.0,-326.0,1.0,1.0,1.0,-426.0,70.0,70.0,356.0,-1876.0,False
106,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_106.txt,139.0,139.0,428.0,387.0,71.0,71.0,198.0,87.0,73.0,73.0,156.0,129.0,65.0,65.0,95.0,1.0,36.0,36.0,78.0,-15.0,73.0,73.0,134.0,-9.0,54.0,54.0,92.0,-31.0,41.0,41.0,50.0,-81.0,139.0,139.0,1231.0,468.0,False
107,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_107.txt,21.0,21.0,21.0,-209.0,24.0,24.0,24.0,-115.0,0.0,-12.0,0.0,-276.0,26.0,26.0,26.0,-354.0,43.0,43.0,43.0,-299.0,24.0,24.0,24.0,-115.0,2.0,2.0,2.0,-169.0,38.0,38.0,38.0,-323.0,43.0,43.0,178.0,-1860.0,False
108,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_108.txt,0.0,-7.0,0.0,-295.0,28.0,28.0,28.0,-245.0,51.0,51.0,51.0,-242.0,0.0,0.0,0.0,-231.0,1.0,1.0,1.0,-232.0,0.0,-16.0,0.0,-366.0,56.0,56.0,56.0,-215.0,0.0,-3.0,0.0,-217.0,56.0,56.0,136.0,-2043.0,False
109,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_109.txt,38.0,38.0,38.0,-199.0,70.0,70.0,74.0,-166.0,76.0,76.0,80.0,-141.0,20.0,20.0,20.0,-167.0,0.0,-4.0,0.0,-343.0,23.0,23.0,23.0,-238.0,57.0,57.0,62.0,-102.0,0.0,-16.0,0.0,-349.0,76.0,76.0,297.0,-1705.0,False
110,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_110.txt,21.0,21.0,21.0,-289.0,1.0,1.0,1.0,-175.0,17.0,17.0,17.0,-173.0,0.0,-15.0,0.0,-288.0,0.0,-16.0,0.0,-242.0,15.0,15.0,15.0,-285.0,0.0,0.0,0.0,-181.0,3.0,3.0,3.0,-267.0,21.0,21.0,57.0,-1900.0,False
111,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_111.txt,38.0,38.0,38.0,-466.0,34.0,34.0,38.0,-384.0,22.0,22.0,22.0,-490.0,98.0,98.0,315.0,190.0,73.0,73.0,119.0,12.0,32.0,32.0,49.0,-367.0,61.0,61.0,65.0,-356.0,0.0,-35.0,0.0,-735.0,98.0,98.0,646.0,-2596.0,False
112,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_112.txt,46.0,46.0,72.0,-44.0,75.0,75.0,183.0,112.0,78.0,78.0,104.0,-139.0,22.0,22.0,23.0,-184.0,60.0,60.0,108.0,-89.0,50.0,50.0,81.0,-125.0,28.0,28.0,65.0,-183.0,99.0,99.0,261.0,153.0,99.0,99.0,897.0,-499.0,False
113,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_113.txt,40.0,40.0,50.0,-81.0,82.0,82.0,96.0,-76.0,92.0,92.0,95.0,-58.0,61.0,61.0,61.0,-328.0,53.0,53.0,53.0,-201.0,98.0,98.0,98.0,-70.0,0.0,-19.0,0.0,-378.0,44.0,44.0,44.0,-185.0,98.0,98.0,497.0,-1377.0,False
114,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_114.txt,132.0,132.0,352.0,116.0,91.0,91.0,192.0,-264.0,91.0,91.0,291.0,158.0,142.0,142.0,331.0,125.0,64.0,64.0,158.0,-357.0,0.0,0.0,0.0,-728.0,0.0,0.0,0.0,-728.0,0.0,0.0,0.0,-728.0,142.0,142.0,1324.0,-2406.0,False
115,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_115.txt,22.0,22.0,22.0,-267.0,9.0,9.0,9.0,-356.0,0.0,-12.0,0.0,-337.0,61.0,61.0,186.0,182.0,0.0,-2.0,0.0,-273.0,0.0,-11.0,0.0,-352.0,5.0,5.0,5.0,-365.0,0.0,-14.0,0.0,-387.0,61.0,61.0,222.0,-2155.0,False
116,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_116.txt,10.0,10.0,13.0,-124.0,4.0,4.0,4.0,-316.0,11.0,11.0,17.0,-75.0,1.0,1.0,1.0,-278.0,1.0,1.0,1.0,-309.0,0.0,-39.0,0.0,-436.0,0.0,-9.0,0.0,-269.0,0.0,-35.0,0.0,-370.0,11.0,11.0,36.0,-2177.0,False
117,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_117.txt,20.0,20.0,39.0,-425.0,73.0,73.0,108.0,-366.0,0.0,0.0,0.0,-796.0,17.0,17.0,18.0,-488.0,0.0,0.0,0.0,-796.0,106.0,106.0,225.0,-33.0,92.0,92.0,125.0,-162.0,97.0,97.0,182.0,-13.0,106.0,106.0,697.0,-3079.0,False
118,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_118.txt,74.0,74.0,90.0,-181.0,69.0,69.0,88.0,-18.0,52.0,52.0,100.0,-64.0,23.0,23.0,23.0,-213.0,82.0,82.0,98.0,-107.0,88.0,88.0,143.0,-53.0,68.0,68.0,99.0,-170.0,92.0,92.0,230.0,212.0,92.0,92.0,871.0,-594.0,False
119,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_119.txt,107.0,107.0,323.0,273.0,60.0,60.0,79.0,-407.0,85.0,85.0,85.0,-317.0,11.0,11.0,11.0,-445.0,0.0,-54.0,0.0,-752.0,94.0,94.0,102.0,-290.0,60.0,60.0,88.0,-296.0,38.0,38.0,38.0,-503.0,107.0,107.0,726.0,-2737.0,False
120,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_120.txt,72.0,72.0,72.0,-249.0,69.0,69.0,71.0,-142.0,17.0,17.0,17.0,-475.0,19.0,19.0,19.0,-464.0,29.0,29.0,29.0,-282.0,16.0,16.0,16.0,-398.0,0.0,-6.0,0.0,-349.0,50.0,50.0,153.0,118.0,72.0,72.0,377.0,-2241.0,False
121,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_121.txt,17.0,17.0,19.0,-266.0,0.0,-7.0,0.0,-204.0,32.0,32.0,61.0,-174.0,0.0,-12.0,0.0,-345.0,0.0,0.0,0.0,-346.0,30.0,30.0,30.0,-227.0,0.0,-1.0,0.0,-246.0,58.0,58.0,108.0,-9.0,58.0,58.0,218.0,-1817.0,False
122,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_122.txt,84.0,84.0,168.0,-243.0,113.0,113.0,274.0,159.0,0.0,0.0,0.0,-830.0,44.0,44.0,71.0,-352.0,55.0,55.0,70.0,-555.0,64.0,64.0,83.0,-397.0,54.0,54.0,149.0,-89.0,0.0,0.0,0.0,-830.0,113.0,113.0,815.0,-3137.0,False
123,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_123.txt,43.0,43.0,86.0,-55.0,41.0,41.0,71.0,-157.0,31.0,31.0,38.0,-153.0,0.0,0.0,0.0,-202.0,27.0,27.0,27.0,-262.0,3.0,3.0,3.0,-229.0,5.0,5.0,5.0,-325.0,3.0,3.0,3.0,-294.0,43.0,43.0,233.0,-1677.0,False
124,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_124.txt,0.0,-3.0,0.0,-275.0,7.0,7.0,13.0,-297.0,54.0,54.0,57.0,-203.0,80.0,80.0,234.0,171.0,45.0,45.0,59.0,-282.0,7.0,7.0,7.0,-321.0,40.0,40.0,73.0,-425.0,41.0,41.0,61.0,-177.0,80.0,80.0,504.0,-1809.0,False
125,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_125.txt,77.0,77.0,276.0,179.0,8.0,8.0,8.0,-310.0,48.0,48.0,140.0,-70.0,98.0,98.0,145.0,-164.0,98.0,98.0,132.0,-279.0,0.0,-54.0,0.0,-733.0,72.0,72.0,72.0,-316.0,87.0,87.0,87.0,-332.0,98.0,98.0,860.0,-2025.0,False
126,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_126.txt,27.0,27.0,45.0,-134.0,0.0,-24.0,0.0,-390.0,47.0,47.0,48.0,-152.0,8.0,8.0,8.0,-224.0,0.0,-2.0,0.0,-344.0,9.0,9.0,9.0,-311.0,0.0,-8.0,0.0,-217.0,1.0,1.0,1.0,-192.0,47.0,47.0,111.0,-1964.0,False
127,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_127.txt,71.0,71.0,117.0,-458.0,0.0,0.0,0.0,-791.0,68.0,68.0,94.0,-424.0,84.0,84.0,265.0,73.0,155.0,155.0,438.0,301.0,53.0,53.0,79.0,-548.0,0.0,0.0,0.0,-791.0,64.0,64.0,84.0,-113.0,155.0,155.0,1077.0,-2751.0,False
128,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_128.txt,5.0,5.0,6.0,-282.0,20.0,20.0,24.0,-150.0,0.0,-14.0,0.0,-344.0,9.0,9.0,9.0,-181.0,0.0,-5.0,0.0,-319.0,0.0,-6.0,0.0,-232.0,0.0,-1.0,0.0,-227.0,0.0,-10.0,0.0,-315.0,20.0,20.0,39.0,-2050.0,False
129,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_129.txt,26.0,26.0,26.0,-335.0,15.0,15.0,15.0,-304.0,0.0,-4.0,0.0,-292.0,0.0,-1.0,0.0,-319.0,0.0,-21.0,0.0,-302.0,0.0,-2.0,0.0,-338.0,0.0,-5.0,0.0,-255.0,82.0,82.0,249.0,187.0,82.0,82.0,290.0,-1958.0,False
130,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_130.txt,0.0,0.0,0.0,-735.0,153.0,153.0,537.0,144.0,149.0,149.0,580.0,495.0,116.0,116.0,368.0,32.0,65.0,65.0,181.0,-293.0,0.0,0.0,0.0,-735.0,0.0,0.0,0.0,-735.0,0.0,0.0,0.0,-735.0,153.0,153.0,1666.0,-2562.0,False
131,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_131.txt,71.0,71.0,206.0,-127.0,84.0,84.0,136.0,-180.0,149.0,149.0,253.0,216.0,0.0,0.0,0.0,-637.0,0.0,0.0,0.0,-637.0,0.0,0.0,0.0,-637.0,141.0,141.0,284.0,161.0,83.0,83.0,207.0,-192.0,149.0,149.0,1086.0,-2033.0,False
132,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_132.txt,0.0,-18.0,0.0,-466.0,2.0,2.0,2.0,-291.0,0.0,-42.0,0.0,-400.0,0.0,-6.0,0.0,-323.0,10.0,10.0,10.0,-143.0,0.0,-3.0,0.0,-348.0,0.0,-4.0,0.0,-232.0,71.0,71.0,179.0,79.0,71.0,71.0,191.0,-2124.0,False
133,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_133.txt,76.0,76.0,76.0,-282.0,80.0,80.0,131.0,72.0,36.0,36.0,66.0,-293.0,9.0,9.0,9.0,-244.0,89.0,89.0,89.0,-342.0,83.0,83.0,185.0,-10.0,61.0,61.0,61.0,-436.0,0.0,-63.0,0.0,-731.0,89.0,89.0,617.0,-2266.0,False
134,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_134.txt,29.0,29.0,32.0,-88.0,31.0,31.0,42.0,-92.0,0.0,-9.0,0.0,-270.0,21.0,21.0,35.0,-153.0,16.0,16.0,16.0,-160.0,48.0,48.0,72.0,-157.0,43.0,43.0,43.0,-275.0,0.0,-3.0,0.0,-347.0,48.0,48.0,240.0,-1542.0,False
135,uniform,outputs/agents_8/items_9/gpt4o/zero_shot6/output_135.txt,8.0,8.0,8.0,-267.0,44.0,44.0,47.0,-127.0,32.0,32.0,37.0,-251.0,0.0,-2.0,0.0,-359.0,16.0,16.0,16.0,-226.0,41.0,41.0,41.0,-236.0,0.0,-26.0,0.0,-345.0,7.0,7.0,7.0,-186.0,44.0,44.0,156.0,-1997.0,False
