Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Agent_6_Max,Agent_6_Max_Unclipped,Agent_6_Sum,Agent_6_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
65,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_65.txt,0.0,-19.0,0.0,-326.0,63.0,63.0,71.0,-35.0,0.0,-8.0,0.0,-261.0,0.0,-39.0,0.0,-240.0,0.0,-16.0,0.0,-335.0,0.0,-9.0,0.0,-332.0,63.0,63.0,71.0,-1529.0,False,1679616.0,0.0,668035368000.0,630.0,69.0,643527561600.0,600.0,62.0
66,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_66.txt,0.0,-10.0,0.0,-350.0,0.0,-4.0,0.0,-252.0,10.0,10.0,10.0,-244.0,10.0,10.0,20.0,-158.0,0.0,-1.0,0.0,-300.0,135.0,135.0,173.0,120.0,135.0,135.0,203.0,-1184.0,False,1679616.0,0.0,1431393030144.0,683.0,96.0,750447785472.0,595.0,67.0
67,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_67.txt,4.0,4.0,4.0,-247.0,22.0,22.0,25.0,-133.0,0.0,-56.0,0.0,-369.0,48.0,48.0,61.0,-28.0,0.0,-13.0,0.0,-259.0,0.0,-4.0,0.0,-305.0,48.0,48.0,90.0,-1341.0,False,1679616.0,0.0,1728549223632.0,717.0,92.0,702431474976.0,591.0,68.0
68,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_68.txt,14.0,14.0,14.0,-232.0,8.0,8.0,8.0,-185.0,0.0,-50.0,0.0,-320.0,8.0,8.0,8.0,-253.0,0.0,-18.0,0.0,-280.0,114.0,114.0,233.0,233.0,114.0,114.0,263.0,-1037.0,False,1679616.0,0.0,833031682560.0,693.0,84.0,508554021888.0,568.0,62.0
69,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_69.txt,75.0,75.0,76.0,-208.0,45.0,45.0,45.0,-343.0,71.0,71.0,160.0,26.0,27.0,27.0,27.0,-370.0,0.0,-13.0,0.0,-260.0,42.0,42.0,43.0,-151.0,75.0,75.0,351.0,-1306.0,False,1679616.0,0.0,1399610380014.0,707.0,92.0,399556599288.0,621.0,24.0
70,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_70.txt,37.0,37.0,63.0,1.0,35.0,35.0,35.0,-187.0,25.0,25.0,25.0,-211.0,4.0,4.0,4.0,-314.0,28.0,28.0,28.0,-264.0,0.0,-17.0,0.0,-302.0,37.0,37.0,155.0,-1277.0,False,1679616.0,0.0,1570283097768.0,725.0,96.0,1015622398000.0,635.0,70.0
71,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_71.txt,21.0,21.0,21.0,-178.0,0.0,-18.0,0.0,-479.0,14.0,14.0,14.0,-328.0,99.0,99.0,192.0,108.0,84.0,84.0,169.0,162.0,104.0,104.0,149.0,-24.0,104.0,104.0,545.0,-739.0,False,1679616.0,0.0,1011408613488.0,676.0,78.0,0.0,479.0,0.0
72,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_72.txt,102.0,102.0,104.0,52.0,75.0,75.0,80.0,-277.0,85.0,85.0,218.0,105.0,25.0,25.0,25.0,-382.0,0.0,-66.0,0.0,-655.0,56.0,56.0,56.0,-391.0,102.0,102.0,483.0,-1548.0,False,1679616.0,0.0,1295707438080.0,668.0,86.0,0.0,655.0,0.0
73,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_73.txt,39.0,39.0,39.0,-58.0,21.0,21.0,27.0,-230.0,0.0,-5.0,0.0,-325.0,0.0,-16.0,0.0,-321.0,34.0,34.0,34.0,-255.0,0.0,-18.0,0.0,-194.0,39.0,39.0,100.0,-1383.0,False,1679616.0,0.0,1300681864152.0,673.0,87.0,642587489280.0,600.0,60.0
74,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_74.txt,10.0,10.0,10.0,-549.0,113.0,113.0,174.0,4.0,0.0,-86.0,0.0,-721.0,64.0,64.0,64.0,-318.0,116.0,116.0,157.0,-38.0,57.0,57.0,61.0,-169.0,116.0,116.0,466.0,-1791.0,False,1679616.0,0.0,1943480228144.0,721.0,91.0,0.0,721.0,0.0
75,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_75.txt,41.0,41.0,65.0,-88.0,0.0,-48.0,0.0,-348.0,1.0,1.0,1.0,-269.0,25.0,25.0,38.0,-199.0,29.0,29.0,29.0,-79.0,0.0,-25.0,0.0,-454.0,41.0,41.0,133.0,-1437.0,False,1679616.0,0.0,1309625069940.0,675.0,86.0,1001152293984.0,639.0,67.0
76,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_76.txt,96.0,96.0,148.0,-15.0,116.0,116.0,186.0,93.0,0.0,-19.0,0.0,-282.0,0.0,-6.0,0.0,-303.0,14.0,14.0,14.0,-285.0,12.0,12.0,12.0,-230.0,116.0,116.0,360.0,-1022.0,False,1679616.0,0.0,1940173303068.0,703.0,98.0,786741624480.0,637.0,38.0
77,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_77.txt,0.0,-12.0,0.0,-367.0,0.0,-5.0,0.0,-452.0,0.0,-2.0,0.0,-353.0,0.0,-22.0,0.0,-383.0,0.0,-30.0,0.0,-320.0,108.0,108.0,325.0,325.0,108.0,108.0,325.0,-1550.0,False,1679616.0,0.0,1247078851200.0,680.0,84.0,880048369200.0,640.0,65.0
78,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_78.txt,41.0,41.0,41.0,-96.0,0.0,-5.0,0.0,-386.0,68.0,68.0,106.0,-9.0,0.0,-21.0,0.0,-328.0,0.0,-27.0,0.0,-222.0,0.0,-37.0,0.0,-362.0,68.0,68.0,147.0,-1403.0,False,1679616.0,0.0,1682047710720.0,692.0,89.0,2188896569856.0,715.0,82.0
79,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_79.txt,0.0,0.0,0.0,-197.0,19.0,19.0,19.0,-166.0,0.0,-22.0,0.0,-339.0,0.0,-18.0,0.0,-311.0,0.0,-3.0,0.0,-265.0,0.0,-54.0,0.0,-468.0,19.0,19.0,19.0,-1746.0,False,1679616.0,3.0,1506239719488.0,705.0,92.0,1165531859520.0,653.0,62.0
80,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_80.txt,28.0,28.0,34.0,-129.0,0.0,-18.0,0.0,-280.0,0.0,-9.0,0.0,-278.0,0.0,-3.0,0.0,-170.0,0.0,-2.0,0.0,-248.0,19.0,19.0,32.0,-11.0,28.0,28.0,66.0,-1116.0,False,1679616.0,0.0,1744085985750.0,685.0,90.0,439719813162.0,527.0,67.0
81,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_81.txt,28.0,28.0,33.0,-92.0,0.0,-10.0,0.0,-226.0,2.0,2.0,2.0,-211.0,7.0,7.0,9.0,-96.0,0.0,-25.0,0.0,-276.0,0.0,-29.0,0.0,-242.0,28.0,28.0,44.0,-1143.0,False,1679616.0,0.0,678464640000.0,644.0,81.0,327116880000.0,515.0,54.0
82,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_82.txt,19.0,19.0,33.0,-11.0,126.0,126.0,126.0,15.0,153.0,153.0,241.0,88.0,24.0,24.0,33.0,-237.0,4.0,4.0,4.0,-366.0,0.0,-80.0,0.0,-583.0,153.0,153.0,437.0,-1094.0,False,1679616.0,0.0,1266445080000.0,676.0,87.0,0.0,583.0,0.0
83,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_83.txt,78.0,78.0,107.0,5.0,63.0,63.0,63.0,-276.0,72.0,72.0,72.0,-163.0,20.0,20.0,33.0,-133.0,0.0,-52.0,0.0,-415.0,38.0,38.0,38.0,-273.0,78.0,78.0,313.0,-1255.0,False,1679616.0,0.0,1411775223936.0,661.0,93.0,281188131840.0,559.0,22.0
84,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_84.txt,67.0,67.0,75.0,-15.0,43.0,43.0,43.0,-106.0,0.0,-26.0,0.0,-241.0,0.0,-11.0,0.0,-153.0,25.0,25.0,60.0,-14.0,0.0,-19.0,0.0,-287.0,67.0,67.0,178.0,-816.0,False,1679616.0,0.0,430591041600.0,562.0,68.0,130802493780.0,442.0,42.0
85,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_85.txt,39.0,39.0,67.0,49.0,0.0,-3.0,0.0,-315.0,0.0,-13.0,0.0,-388.0,26.0,26.0,33.0,-107.0,0.0,-29.0,0.0,-415.0,0.0,-10.0,0.0,-403.0,39.0,39.0,100.0,-1579.0,False,1679616.0,0.0,1065232616448.0,681.0,82.0,1065232616448.0,651.0,68.0
86,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_86.txt,63.0,63.0,102.0,-28.0,0.0,-45.0,0.0,-437.0,0.0,-21.0,0.0,-396.0,0.0,-6.0,0.0,-335.0,40.0,40.0,60.0,-58.0,0.0,0.0,0.0,-318.0,63.0,63.0,162.0,-1572.0,False,1679616.0,0.0,1619976234240.0,718.0,84.0,1619976234240.0,696.0,78.0
87,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_87.txt,43.0,43.0,72.0,-38.0,0.0,-6.0,0.0,-211.0,0.0,-11.0,0.0,-374.0,0.0,-30.0,0.0,-368.0,9.0,9.0,11.0,-252.0,0.0,-22.0,0.0,-302.0,43.0,43.0,83.0,-1545.0,False,1679616.0,0.0,1277226961920.0,673.0,82.0,457768954368.0,554.0,61.0
88,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_88.txt,41.0,41.0,72.0,-196.0,0.0,-41.0,0.0,-454.0,0.0,-22.0,0.0,-331.0,13.0,13.0,13.0,-291.0,46.0,46.0,86.0,37.0,0.0,-14.0,0.0,-281.0,46.0,46.0,171.0,-1516.0,False,1679616.0,0.0,918036756000.0,648.0,81.0,627270237000.0,595.0,57.0
89,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_89.txt,8.0,8.0,8.0,-296.0,12.0,12.0,12.0,-232.0,0.0,-19.0,0.0,-330.0,0.0,-3.0,0.0,-191.0,1.0,1.0,1.0,-175.0,21.0,21.0,22.0,-80.0,21.0,21.0,43.0,-1304.0,False,1679616.0,0.0,865307479680.0,638.0,82.0,496377934080.0,556.0,60.0
90,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_90.txt,9.0,9.0,9.0,-350.0,0.0,-22.0,0.0,-404.0,38.0,38.0,41.0,-62.0,0.0,0.0,0.0,-439.0,0.0,-29.0,0.0,-277.0,51.0,51.0,51.0,-134.0,51.0,51.0,101.0,-1666.0,False,1679616.0,0.0,2421072783360.0,735.0,94.0,1738464762496.0,683.0,88.0
91,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_91.txt,29.0,29.0,29.0,-380.0,6.0,6.0,6.0,-418.0,65.0,65.0,106.0,-159.0,0.0,-87.0,0.0,-729.0,23.0,23.0,23.0,-401.0,130.0,130.0,171.0,94.0,130.0,130.0,335.0,-1993.0,False,1679616.0,0.0,1936244217600.0,738.0,95.0,0.0,729.0,0.0
92,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_92.txt,0.0,-6.0,0.0,-344.0,11.0,11.0,11.0,-155.0,0.0,-1.0,0.0,-292.0,0.0,-31.0,0.0,-427.0,43.0,43.0,59.0,-49.0,0.0,-7.0,0.0,-343.0,43.0,43.0,70.0,-1610.0,False,1679616.0,0.0,1816271592576.0,713.0,90.0,1816271592576.0,698.0,83.0
93,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_93.txt,112.0,112.0,192.0,-71.0,0.0,0.0,0.0,-669.0,0.0,0.0,0.0,-669.0,59.0,59.0,70.0,-360.0,152.0,152.0,281.0,-14.0,176.0,176.0,329.0,168.0,176.0,176.0,872.0,-1615.0,False,1679616.0,0.0,1193457184920.0,684.0,91.0,0.0,669.0,0.0
94,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_94.txt,26.0,26.0,34.0,-139.0,0.0,-10.0,0.0,-489.0,0.0,-1.0,0.0,-338.0,42.0,42.0,63.0,-18.0,0.0,-6.0,0.0,-375.0,0.0,-24.0,0.0,-395.0,42.0,42.0,97.0,-1754.0,False,1679616.0,0.0,1483484456520.0,720.0,89.0,1443796893000.0,689.0,66.0
95,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_95.txt,0.0,-17.0,0.0,-340.0,0.0,-39.0,0.0,-407.0,12.0,12.0,21.0,-156.0,0.0,-2.0,0.0,-218.0,65.0,65.0,127.0,30.0,0.0,-17.0,0.0,-368.0,65.0,65.0,148.0,-1459.0,False,1679616.0,0.0,1162709301600.0,638.0,85.0,1160381376000.0,632.0,81.0
96,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_96.txt,0.0,-29.0,0.0,-193.0,11.0,11.0,19.0,-82.0,1.0,1.0,1.0,-191.0,0.0,-16.0,0.0,-189.0,0.0,-5.0,0.0,-182.0,11.0,11.0,20.0,-31.0,11.0,11.0,40.0,-868.0,False,1679616.0,0.0,958586021568.0,654.0,84.0,447036408000.0,535.0,63.0
97,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_97.txt,77.0,77.0,100.0,-26.0,0.0,-43.0,0.0,-378.0,0.0,-58.0,0.0,-463.0,0.0,-41.0,0.0,-411.0,0.0,-58.0,0.0,-434.0,47.0,47.0,71.0,-52.0,77.0,77.0,171.0,-1764.0,False,1679616.0,0.0,2435630757120.0,736.0,94.0,2358716101632.0,733.0,81.0
98,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_98.txt,38.0,38.0,54.0,-124.0,27.0,27.0,27.0,-380.0,13.0,13.0,13.0,-225.0,0.0,-34.0,0.0,-339.0,0.0,-21.0,0.0,-288.0,26.0,26.0,36.0,-56.0,38.0,38.0,130.0,-1412.0,False,1679616.0,0.0,638289759184.0,686.0,70.0,355192422354.0,577.0,46.0
99,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_99.txt,0.0,-18.0,0.0,-334.0,17.0,17.0,42.0,-32.0,0.0,-15.0,0.0,-312.0,0.0,-20.0,0.0,-503.0,3.0,3.0,3.0,-180.0,0.0,-12.0,0.0,-363.0,17.0,17.0,45.0,-1724.0,False,1679616.0,0.0,1454030047008.0,683.0,84.0,1444358006784.0,683.0,69.0
100,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_100.txt,0.0,-7.0,0.0,-263.0,4.0,4.0,4.0,-277.0,0.0,-12.0,0.0,-262.0,0.0,-18.0,0.0,-376.0,17.0,17.0,17.0,-21.0,27.0,27.0,45.0,-35.0,27.0,27.0,66.0,-1234.0,False,1679616.0,0.0,1950538312800.0,719.0,88.0,916004339712.0,604.0,81.0
101,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_101.txt,118.0,118.0,173.0,9.0,71.0,71.0,231.0,231.0,6.0,6.0,6.0,-321.0,51.0,51.0,51.0,-340.0,147.0,147.0,218.0,43.0,0.0,-91.0,0.0,-608.0,147.0,147.0,679.0,-986.0,False,1679616.0,0.0,1711463910156.0,708.0,94.0,0.0,608.0,0.0
102,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_102.txt,84.0,84.0,127.0,-184.0,0.0,-68.0,0.0,-678.0,27.0,27.0,27.0,-427.0,89.0,89.0,140.0,-122.0,114.0,114.0,137.0,-40.0,7.0,7.0,7.0,-484.0,114.0,114.0,438.0,-1935.0,False,1679616.0,0.0,1245937201344.0,678.0,80.0,0.0,678.0,0.0
103,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_103.txt,0.0,-12.0,0.0,-280.0,0.0,-2.0,0.0,-250.0,0.0,-8.0,0.0,-304.0,8.0,8.0,13.0,-82.0,24.0,24.0,24.0,-251.0,0.0,-42.0,0.0,-333.0,24.0,24.0,37.0,-1500.0,False,1679616.0,0.0,1150003560420.0,693.0,81.0,968449177080.0,631.0,54.0
104,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_104.txt,32.0,32.0,36.0,-229.0,55.0,55.0,134.0,119.0,0.0,-3.0,0.0,-318.0,24.0,24.0,27.0,-242.0,21.0,21.0,21.0,-306.0,0.0,-26.0,0.0,-377.0,55.0,55.0,218.0,-1353.0,False,1679616.0,0.0,1090702256250.0,646.0,85.0,635774910720.0,627.0,61.0
105,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_105.txt,26.0,26.0,27.0,-245.0,64.0,64.0,89.0,-166.0,23.0,23.0,23.0,-255.0,99.0,99.0,109.0,-75.0,0.0,-33.0,0.0,-371.0,80.0,80.0,80.0,-19.0,99.0,99.0,328.0,-1131.0,False,1679616.0,0.0,872645319000.0,640.0,78.0,36461568000.0,539.0,4.0
106,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_106.txt,70.0,70.0,94.0,-301.0,91.0,91.0,99.0,-160.0,70.0,70.0,70.0,-370.0,0.0,-72.0,0.0,-700.0,30.0,30.0,30.0,-390.0,137.0,137.0,230.0,210.0,137.0,137.0,523.0,-1711.0,False,1679616.0,0.0,1713578123088.0,717.0,92.0,0.0,700.0,0.0
107,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_107.txt,19.0,19.0,45.0,42.0,0.0,-11.0,0.0,-307.0,0.0,-6.0,0.0,-331.0,60.0,60.0,140.0,0.0,0.0,-50.0,0.0,-449.0,0.0,-6.0,0.0,-313.0,60.0,60.0,185.0,-1358.0,False,1679616.0,0.0,1332423316224.0,741.0,82.0,1279998720000.0,673.0,66.0
108,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_108.txt,12.0,12.0,23.0,-21.0,10.0,10.0,10.0,-291.0,32.0,32.0,32.0,-209.0,26.0,26.0,26.0,-185.0,0.0,-24.0,0.0,-293.0,24.0,24.0,51.0,-2.0,32.0,32.0,142.0,-1001.0,False,1679616.0,0.0,1082196115000.0,683.0,79.0,336403919280.0,549.0,53.0
109,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_109.txt,81.0,81.0,169.0,142.0,87.0,87.0,149.0,8.0,0.0,-3.0,0.0,-164.0,0.0,-4.0,0.0,-261.0,0.0,-5.0,0.0,-287.0,0.0,-2.0,0.0,-318.0,87.0,87.0,318.0,-880.0,False,1679616.0,0.0,1336454592480.0,708.0,84.0,288200626560.0,537.0,28.0
110,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_110.txt,71.0,71.0,147.0,84.0,14.0,14.0,27.0,-211.0,45.0,45.0,45.0,-264.0,32.0,32.0,81.0,-26.0,14.0,14.0,14.0,-224.0,19.0,19.0,19.0,-249.0,71.0,71.0,333.0,-890.0,False,1679616.0,0.0,1040593554000.0,680.0,85.0,238955886400.0,565.0,20.0
111,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_111.txt,0.0,-11.0,0.0,-364.0,16.0,16.0,30.0,-24.0,41.0,41.0,57.0,25.0,0.0,-4.0,0.0,-263.0,61.0,61.0,61.0,-258.0,26.0,26.0,45.0,-217.0,61.0,61.0,193.0,-1101.0,False,1679616.0,0.0,991712592000.0,676.0,82.0,166456049760.0,536.0,21.0
112,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_112.txt,71.0,71.0,74.0,-357.0,28.0,28.0,28.0,-417.0,36.0,36.0,52.0,-154.0,41.0,41.0,59.0,-428.0,125.0,125.0,376.0,376.0,0.0,-36.0,0.0,-653.0,125.0,125.0,589.0,-1633.0,False,1679616.0,0.0,1398624796800.0,690.0,86.0,0.0,653.0,0.0
113,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_113.txt,0.0,-13.0,0.0,-187.0,6.0,6.0,6.0,-256.0,0.0,-9.0,0.0,-279.0,2.0,2.0,2.0,-182.0,18.0,18.0,18.0,-139.0,30.0,30.0,69.0,-33.0,30.0,30.0,95.0,-1076.0,False,1679616.0,0.0,1231417687500.0,666.0,89.0,732044313000.0,591.0,75.0
114,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_114.txt,122.0,122.0,234.0,97.0,89.0,89.0,172.0,132.0,29.0,29.0,29.0,-277.0,7.0,7.0,7.0,-266.0,0.0,-25.0,0.0,-414.0,0.0,-23.0,0.0,-302.0,122.0,122.0,442.0,-1030.0,False,1679616.0,0.0,1030537016124.0,641.0,83.0,326350151820.0,571.0,36.0
115,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_115.txt,0.0,-61.0,0.0,-395.0,58.0,58.0,64.0,-138.0,0.0,-38.0,0.0,-312.0,0.0,-9.0,0.0,-317.0,0.0,-31.0,0.0,-306.0,20.0,20.0,34.0,-59.0,58.0,58.0,98.0,-1527.0,False,1679616.0,0.0,1314604231600.0,646.0,83.0,1314604231600.0,644.0,83.0
116,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_116.txt,115.0,115.0,195.0,-56.0,0.0,0.0,0.0,-653.0,73.0,73.0,75.0,-387.0,132.0,132.0,351.0,279.0,32.0,32.0,50.0,-212.0,0.0,0.0,0.0,-653.0,132.0,132.0,671.0,-1682.0,False,1679616.0,0.0,661577849856.0,653.0,74.0,0.0,653.0,0.0
117,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_117.txt,6.0,6.0,6.0,-123.0,0.0,-32.0,0.0,-380.0,0.0,0.0,0.0,-307.0,0.0,-44.0,0.0,-380.0,0.0,-19.0,0.0,-374.0,55.0,55.0,117.0,-67.0,55.0,55.0,123.0,-1631.0,False,1679616.0,0.0,1611429160446.0,706.0,83.0,1346257273284.0,648.0,83.0
118,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_118.txt,53.0,53.0,53.0,-269.0,0.0,-4.0,0.0,-324.0,0.0,-4.0,0.0,-307.0,0.0,-3.0,0.0,-264.0,10.0,10.0,10.0,-301.0,65.0,65.0,157.0,157.0,65.0,65.0,220.0,-1308.0,False,1679616.0,0.0,2565082906848.0,744.0,93.0,468654417000.0,563.0,46.0
119,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_119.txt,10.0,10.0,10.0,-154.0,0.0,-8.0,0.0,-217.0,8.0,8.0,8.0,-163.0,0.0,-26.0,0.0,-281.0,0.0,-11.0,0.0,-278.0,52.0,52.0,66.0,23.0,52.0,52.0,84.0,-1070.0,False,1679616.0,0.0,727576148880.0,619.0,73.0,436448821248.0,534.0,72.0
120,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_120.txt,24.0,24.0,42.0,-144.0,36.0,36.0,36.0,-87.0,0.0,-8.0,0.0,-375.0,0.0,-18.0,0.0,-250.0,0.0,-24.0,0.0,-412.0,0.0,-37.0,0.0,-516.0,36.0,36.0,78.0,-1784.0,False,1679616.0,0.0,1314465005568.0,677.0,88.0,1245035892672.0,668.0,66.0
121,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_121.txt,92.0,92.0,131.0,-60.0,89.0,89.0,89.0,-336.0,106.0,106.0,185.0,101.0,3.0,3.0,3.0,-528.0,0.0,-51.0,0.0,-674.0,40.0,40.0,73.0,-340.0,106.0,106.0,481.0,-1837.0,False,1679616.0,0.0,1317044954880.0,683.0,89.0,0.0,674.0,0.0
122,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_122.txt,41.0,41.0,78.0,-262.0,46.0,46.0,75.0,-370.0,101.0,101.0,184.0,-51.0,91.0,91.0,211.0,124.0,0.0,0.0,0.0,-692.0,0.0,0.0,0.0,-692.0,101.0,101.0,548.0,-1943.0,False,1679616.0,1.0,702360046080.0,697.0,81.0,0.0,692.0,0.0
123,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_123.txt,37.0,37.0,76.0,10.0,12.0,12.0,12.0,-281.0,0.0,-1.0,0.0,-367.0,0.0,-39.0,0.0,-393.0,25.0,25.0,25.0,-213.0,0.0,-17.0,0.0,-415.0,37.0,37.0,113.0,-1659.0,False,1679616.0,0.0,1591378011360.0,714.0,93.0,1585601684640.0,697.0,61.0
124,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_124.txt,0.0,-69.0,0.0,-624.0,49.0,49.0,49.0,-392.0,26.0,26.0,26.0,-372.0,28.0,28.0,31.0,-411.0,1.0,1.0,1.0,-388.0,96.0,96.0,334.0,334.0,96.0,96.0,441.0,-1853.0,False,1679616.0,0.0,493114868064.0,624.0,72.0,0.0,624.0,0.0
125,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_125.txt,64.0,64.0,92.0,-98.0,37.0,37.0,37.0,-249.0,20.0,20.0,20.0,-263.0,44.0,44.0,87.0,16.0,0.0,-25.0,0.0,-331.0,0.0,-1.0,0.0,-201.0,64.0,64.0,236.0,-1126.0,False,1679616.0,0.0,1497601496160.0,684.0,82.0,690575010048.0,604.0,44.0
126,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_126.txt,6.0,6.0,6.0,-264.0,0.0,-24.0,0.0,-335.0,0.0,-3.0,0.0,-146.0,59.0,59.0,59.0,-174.0,0.0,-9.0,0.0,-280.0,0.0,-16.0,0.0,-284.0,59.0,59.0,65.0,-1483.0,False,1679616.0,1.0,1520158043520.0,677.0,90.0,1068621737760.0,630.0,79.0
127,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_127.txt,73.0,73.0,73.0,-359.0,90.0,90.0,145.0,27.0,0.0,-10.0,0.0,-364.0,0.0,-14.0,0.0,-382.0,22.0,22.0,22.0,-454.0,62.0,62.0,91.0,-101.0,90.0,90.0,331.0,-1633.0,False,1679616.0,0.0,1503393914880.0,696.0,86.0,422971859200.0,638.0,22.0
128,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_128.txt,36.0,36.0,79.0,27.0,54.0,54.0,65.0,-257.0,53.0,53.0,91.0,-71.0,0.0,-23.0,0.0,-351.0,36.0,36.0,36.0,-234.0,0.0,-47.0,0.0,-369.0,54.0,54.0,271.0,-1255.0,False,1679616.0,0.0,1340878336000.0,675.0,89.0,628024818960.0,600.0,44.0
129,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_129.txt,0.0,-10.0,0.0,-251.0,0.0,-7.0,0.0,-255.0,0.0,-11.0,0.0,-301.0,0.0,-9.0,0.0,-240.0,0.0,-5.0,0.0,-274.0,129.0,129.0,249.0,201.0,129.0,129.0,249.0,-1120.0,False,1679616.0,0.0,2245545291330.0,734.0,94.0,1203811157340.0,635.0,85.0
130,uniform,outputs/agents_6/items_8/gpt4o/zero_shot4/output_130.txt,116.0,116.0,170.0,75.0,13.0,13.0,21.0,-261.0,59.0,59.0,59.0,-59.0,98.0,98.0,103.0,-64.0,0.0,-59.0,0.0,-506.0,36.0,36.0,36.0,-216.0,116.0,116.0,389.0,-1031.0,False,1679616.0,0.0,830710616120.0,703.0,83.0,0.0,506.0,0.0
