Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
71,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_71.txt,28.0,28.0,28.0,-294.0,0.0,-30.0,0.0,-411.0,0.0,-28.0,0.0,-351.0,121.0,121.0,184.0,175.0,68.0,68.0,89.0,-130.0,121.0,121.0,301.0,-1011.0,False,1953125.0,2.0,42297201664.0,762.0,98.0,22687781532.0,673.0,69.0
72,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_72.txt,7.0,7.0,7.0,-172.0,54.0,54.0,54.0,-182.0,20.0,20.0,22.0,-99.0,0.0,0.0,0.0,-176.0,0.0,-65.0,0.0,-477.0,54.0,54.0,83.0,-1106.0,False,1953125.0,4.0,40487869404.0,711.0,97.0,22801842000.0,626.0,73.0
73,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_73.txt,45.0,45.0,45.0,-146.0,0.0,-16.0,0.0,-303.0,0.0,-28.0,0.0,-278.0,22.0,22.0,27.0,-177.0,106.0,106.0,265.0,265.0,106.0,106.0,337.0,-639.0,False,1953125.0,0.0,49679422848.0,759.0,99.0,22620583440.0,620.0,74.0
74,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_74.txt,38.0,38.0,38.0,-109.0,0.0,-47.0,0.0,-289.0,0.0,-1.0,0.0,-222.0,56.0,56.0,56.0,-123.0,0.0,-77.0,0.0,-497.0,56.0,56.0,94.0,-1240.0,False,1953125.0,4.0,72024059250.0,789.0,99.0,59420228670.0,732.0,99.0
75,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_75.txt,100.0,100.0,108.0,-57.0,106.0,106.0,147.0,105.0,64.0,64.0,104.0,-12.0,26.0,26.0,26.0,-342.0,51.0,51.0,51.0,-143.0,106.0,106.0,436.0,-449.0,False,1953125.0,0.0,65771331120.0,765.0,97.0,4829132880.0,564.0,31.0
76,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_76.txt,36.0,36.0,75.0,-43.0,0.0,-63.0,0.0,-418.0,0.0,-26.0,0.0,-423.0,0.0,-35.0,0.0,-420.0,90.0,90.0,204.0,178.0,90.0,90.0,279.0,-1126.0,False,1953125.0,1.0,74597040000.0,775.0,99.0,31726485000.0,682.0,90.0
77,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_77.txt,0.0,-34.0,0.0,-555.0,0.0,-7.0,0.0,-412.0,116.0,116.0,257.0,153.0,104.0,104.0,136.0,-121.0,28.0,28.0,28.0,-456.0,116.0,116.0,421.0,-1391.0,False,1953125.0,0.0,45301262040.0,759.0,97.0,15179413500.0,719.0,46.0
78,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_78.txt,138.0,138.0,138.0,-9.0,46.0,46.0,74.0,-244.0,76.0,76.0,121.0,80.0,57.0,57.0,57.0,-166.0,0.0,-23.0,0.0,-397.0,138.0,138.0,390.0,-736.0,False,1953125.0,14.0,54649920780.0,774.0,98.0,5518436000.0,575.0,35.0
79,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_79.txt,88.0,88.0,154.0,144.0,63.0,63.0,180.0,180.0,0.0,-1.0,0.0,-201.0,111.0,111.0,187.0,83.0,29.0,29.0,29.0,-146.0,111.0,111.0,550.0,60.0,False,1953125.0,8.0,56818674450.0,737.0,96.0,1633305600.0,426.0,16.0
80,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_80.txt,85.0,85.0,118.0,18.0,12.0,12.0,12.0,-304.0,15.0,15.0,15.0,-330.0,0.0,-16.0,0.0,-456.0,0.0,-33.0,0.0,-281.0,85.0,85.0,145.0,-1353.0,False,1953125.0,0.0,46486980800.0,715.0,95.0,25516450368.0,692.0,57.0
81,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_81.txt,16.0,16.0,16.0,-140.0,13.0,13.0,13.0,-253.0,38.0,38.0,38.0,-96.0,14.0,14.0,14.0,-237.0,0.0,-79.0,0.0,-462.0,38.0,38.0,81.0,-1188.0,False,1953125.0,3.0,62962099200.0,771.0,98.0,33971352480.0,687.0,62.0
82,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_82.txt,10.0,10.0,10.0,-173.0,25.0,25.0,25.0,-305.0,0.0,-58.0,0.0,-315.0,113.0,113.0,174.0,55.0,46.0,46.0,74.0,65.0,113.0,113.0,283.0,-673.0,False,1953125.0,0.0,54164270160.0,735.0,99.0,19633486320.0,613.0,69.0
83,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_83.txt,0.0,-46.0,0.0,-581.0,0.0,-49.0,0.0,-450.0,34.0,34.0,34.0,-210.0,52.0,52.0,52.0,-108.0,8.0,8.0,8.0,-201.0,52.0,52.0,94.0,-1550.0,False,1953125.0,6.0,75061022400.0,785.0,99.0,53631402825.0,765.0,77.0
84,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_84.txt,133.0,133.0,144.0,59.0,61.0,61.0,61.0,-332.0,91.0,91.0,91.0,-248.0,0.0,-159.0,0.0,-679.0,74.0,74.0,74.0,-207.0,133.0,133.0,370.0,-1407.0,False,1953125.0,3.0,43102009062.0,691.0,87.0,0.0,679.0,0.0
85,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_85.txt,140.0,140.0,343.0,313.0,94.0,94.0,183.0,10.0,44.0,44.0,44.0,-322.0,43.0,43.0,43.0,-341.0,12.0,12.0,12.0,-286.0,140.0,140.0,625.0,-626.0,False,1953125.0,5.0,37543573210.0,684.0,94.0,291452700.0,482.0,5.0
86,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_86.txt,19.0,19.0,19.0,-237.0,0.0,-9.0,0.0,-298.0,8.0,8.0,8.0,-179.0,27.0,27.0,27.0,-110.0,0.0,-3.0,0.0,-231.0,27.0,27.0,54.0,-1055.0,False,1953125.0,0.0,98268697380.0,812.0,99.0,42442403304.0,692.0,98.0
87,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_87.txt,11.0,11.0,11.0,-207.0,0.0,-1.0,0.0,-221.0,15.0,15.0,15.0,-177.0,25.0,25.0,36.0,-187.0,0.0,-35.0,0.0,-302.0,25.0,25.0,62.0,-1094.0,False,1953125.0,2.0,75527603712.0,783.0,99.0,39861790848.0,681.0,88.0
88,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_88.txt,93.0,93.0,93.0,-245.0,71.0,71.0,71.0,-78.0,0.0,-104.0,0.0,-499.0,97.0,97.0,97.0,-215.0,52.0,52.0,52.0,-241.0,97.0,97.0,313.0,-1278.0,False,1953125.0,5.0,64963379250.0,766.0,99.0,11201463000.0,703.0,13.0
89,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_89.txt,0.0,-8.0,0.0,-333.0,0.0,-66.0,0.0,-428.0,0.0,-41.0,0.0,-248.0,0.0,-11.0,0.0,-302.0,0.0,-10.0,0.0,-224.0,0.0,-8.0,0.0,-1535.0,True,1953125.0,7.0,55695619980.0,732.0,99.0,53352984960.0,717.0,99.0
90,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_90.txt,56.0,56.0,84.0,39.0,11.0,11.0,11.0,-126.0,0.0,-56.0,0.0,-305.0,44.0,44.0,46.0,-112.0,17.0,17.0,17.0,-142.0,56.0,56.0,158.0,-646.0,False,1953125.0,12.0,28406700864.0,672.0,93.0,8078892150.0,492.0,82.0
91,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_91.txt,0.0,-4.0,0.0,-502.0,25.0,25.0,36.0,-424.0,92.0,92.0,171.0,70.0,0.0,-54.0,0.0,-545.0,105.0,105.0,157.0,-96.0,105.0,105.0,364.0,-1497.0,False,1953125.0,8.0,40863191040.0,753.0,98.0,14687920520.0,733.0,35.0
92,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_92.txt,50.0,50.0,50.0,-165.0,0.0,-8.0,0.0,-426.0,25.0,25.0,25.0,-147.0,0.0,-34.0,0.0,-443.0,0.0,-14.0,0.0,-283.0,50.0,50.0,75.0,-1464.0,False,1953125.0,2.0,78923973320.0,813.0,98.0,37968830408.0,689.0,86.0
93,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_93.txt,48.0,48.0,48.0,-52.0,0.0,-20.0,0.0,-373.0,36.0,36.0,50.0,-111.0,0.0,-18.0,0.0,-254.0,104.0,104.0,165.0,-16.0,104.0,104.0,263.0,-806.0,False,1953125.0,8.0,30214839240.0,700.0,96.0,6512278500.0,560.0,31.0
94,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_94.txt,53.0,53.0,97.0,-69.0,12.0,12.0,12.0,-77.0,0.0,-1.0,0.0,-299.0,0.0,-22.0,0.0,-199.0,0.0,-36.0,0.0,-415.0,53.0,53.0,109.0,-1059.0,False,1953125.0,0.0,65749289760.0,772.0,99.0,34502690520.0,664.0,89.0
95,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_95.txt,24.0,24.0,24.0,-172.0,38.0,38.0,38.0,-114.0,0.0,-42.0,0.0,-372.0,0.0,-23.0,0.0,-184.0,3.0,3.0,3.0,-104.0,38.0,38.0,65.0,-946.0,False,1953125.0,5.0,41710769100.0,708.0,99.0,21923764128.0,605.0,69.0
96,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_96.txt,38.0,38.0,38.0,-31.0,4.0,4.0,4.0,-321.0,42.0,42.0,42.0,-233.0,0.0,0.0,0.0,-167.0,0.0,-91.0,0.0,-473.0,42.0,42.0,84.0,-1225.0,False,1953125.0,6.0,47945520000.0,706.0,99.0,37448931168.0,684.0,86.0
97,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_97.txt,75.0,75.0,155.0,46.0,59.0,59.0,146.0,15.0,0.0,-37.0,0.0,-454.0,8.0,8.0,8.0,-386.0,0.0,-48.0,0.0,-522.0,75.0,75.0,309.0,-1301.0,False,1953125.0,0.0,70256909520.0,780.0,99.0,28741588992.0,723.0,69.0
98,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_98.txt,3.0,3.0,3.0,-336.0,1.0,1.0,1.0,-215.0,40.0,40.0,40.0,-205.0,84.0,84.0,99.0,-81.0,0.0,-45.0,0.0,-467.0,84.0,84.0,143.0,-1304.0,False,1953125.0,0.0,56349247500.0,748.0,99.0,23454341856.0,650.0,66.0
99,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_99.txt,47.0,47.0,70.0,-123.0,41.0,41.0,64.0,4.0,0.0,-15.0,0.0,-291.0,0.0,-20.0,0.0,-259.0,2.0,2.0,2.0,-93.0,47.0,47.0,136.0,-762.0,False,1953125.0,0.0,36344048598.0,716.0,99.0,21724857000.0,599.0,94.0
100,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_100.txt,90.0,90.0,169.0,65.0,0.0,-53.0,0.0,-385.0,8.0,8.0,8.0,-77.0,0.0,-47.0,0.0,-371.0,22.0,22.0,22.0,-146.0,90.0,90.0,199.0,-914.0,False,1953125.0,0.0,67679326260.0,758.0,99.0,23902482240.0,626.0,86.0
101,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_101.txt,0.0,-4.0,0.0,-341.0,0.0,-50.0,0.0,-385.0,66.0,66.0,141.0,30.0,32.0,32.0,32.0,-104.0,67.0,67.0,67.0,-118.0,67.0,67.0,240.0,-918.0,False,1953125.0,0.0,53650041354.0,732.0,97.0,18763948320.0,615.0,60.0
102,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_102.txt,99.0,99.0,117.0,-145.0,145.0,145.0,145.0,49.0,70.0,70.0,70.0,-171.0,0.0,-97.0,0.0,-603.0,45.0,45.0,45.0,-257.0,145.0,145.0,377.0,-1127.0,False,1953125.0,0.0,70335438336.0,763.0,97.0,0.0,603.0,0.0
103,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_103.txt,70.0,70.0,70.0,-187.0,0.0,-88.0,0.0,-475.0,0.0,-13.0,0.0,-292.0,85.0,85.0,85.0,-114.0,0.0,-10.0,0.0,-461.0,85.0,85.0,155.0,-1529.0,False,1953125.0,7.0,69312384050.0,776.0,96.0,49877787960.0,737.0,90.0
104,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_104.txt,58.0,58.0,58.0,-85.0,73.0,73.0,107.0,6.0,34.0,34.0,51.0,19.0,22.0,22.0,22.0,-45.0,0.0,-85.0,0.0,-460.0,73.0,73.0,238.0,-565.0,False,1953125.0,0.0,49734353592.0,717.0,94.0,26899367040.0,633.0,70.0
105,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_105.txt,55.0,55.0,110.0,-8.0,0.0,-6.0,0.0,-399.0,62.0,62.0,89.0,-137.0,0.0,-40.0,0.0,-470.0,26.0,26.0,30.0,-90.0,62.0,62.0,229.0,-1104.0,False,1953125.0,2.0,37747742472.0,684.0,93.0,22396841280.0,643.0,60.0
106,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_106.txt,84.0,84.0,111.0,111.0,0.0,-7.0,0.0,-457.0,88.0,88.0,148.0,-46.0,0.0,-7.0,0.0,-444.0,0.0,-17.0,0.0,-420.0,88.0,88.0,259.0,-1256.0,False,1953125.0,19.0,48000276000.0,722.0,99.0,6650092416.0,615.0,38.0
107,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_107.txt,13.0,13.0,21.0,-151.0,94.0,94.0,94.0,-182.0,22.0,22.0,22.0,-113.0,0.0,-59.0,0.0,-394.0,12.0,12.0,12.0,-128.0,94.0,94.0,149.0,-968.0,False,1953125.0,1.0,67199490624.0,794.0,98.0,25448133360.0,648.0,58.0
108,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_108.txt,72.0,72.0,143.0,143.0,67.0,67.0,67.0,-149.0,0.0,0.0,0.0,-411.0,0.0,-31.0,0.0,-406.0,0.0,-34.0,0.0,-287.0,72.0,72.0,210.0,-1110.0,False,1953125.0,2.0,49958781600.0,736.0,96.0,25654104000.0,674.0,57.0
109,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_109.txt,0.0,-15.0,0.0,-266.0,0.0,-7.0,0.0,-326.0,0.0,-44.0,0.0,-441.0,50.0,50.0,78.0,-132.0,49.0,49.0,59.0,21.0,50.0,50.0,137.0,-1144.0,False,1953125.0,10.0,63565251750.0,772.0,95.0,31542295680.0,678.0,90.0
110,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_110.txt,19.0,19.0,25.0,-69.0,46.0,46.0,79.0,-25.0,60.0,60.0,60.0,-265.0,0.0,-38.0,0.0,-399.0,0.0,-23.0,0.0,-362.0,60.0,60.0,164.0,-1120.0,False,1953125.0,9.0,34146092288.0,687.0,97.0,13348177920.0,598.0,38.0
111,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_111.txt,128.0,128.0,250.0,234.0,42.0,42.0,42.0,-316.0,64.0,64.0,109.0,-16.0,41.0,41.0,41.0,-254.0,140.0,140.0,287.0,237.0,140.0,140.0,729.0,-115.0,False,1953125.0,0.0,46183737600.0,707.0,99.0,1508222700.0,503.0,18.0
112,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_112.txt,93.0,93.0,93.0,-195.0,127.0,127.0,127.0,-100.0,39.0,39.0,41.0,-66.0,55.0,55.0,55.0,-220.0,0.0,-149.0,0.0,-683.0,127.0,127.0,316.0,-1264.0,False,1953125.0,1.0,57401239840.0,750.0,95.0,0.0,683.0,0.0
113,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_113.txt,0.0,-47.0,0.0,-526.0,39.0,39.0,48.0,-68.0,68.0,68.0,111.0,78.0,1.0,1.0,1.0,-460.0,0.0,-3.0,0.0,-558.0,68.0,68.0,160.0,-1534.0,False,1953125.0,19.0,59304942000.0,778.0,97.0,33093797184.0,757.0,63.0
114,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_114.txt,1.0,1.0,1.0,-353.0,22.0,22.0,25.0,-128.0,0.0,-1.0,0.0,-163.0,0.0,-67.0,0.0,-363.0,57.0,57.0,125.0,-12.0,57.0,57.0,151.0,-1019.0,False,1953125.0,14.0,55659767625.0,734.0,99.0,29838659760.0,653.0,86.0
115,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_115.txt,118.0,118.0,158.0,-21.0,0.0,-161.0,0.0,-751.0,53.0,53.0,53.0,-136.0,78.0,78.0,78.0,-246.0,79.0,79.0,79.0,-237.0,118.0,118.0,368.0,-1391.0,False,1953125.0,0.0,58385733120.0,751.0,99.0,0.0,751.0,0.0
116,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_116.txt,46.0,46.0,116.0,22.0,6.0,6.0,6.0,-390.0,0.0,0.0,0.0,-297.0,0.0,-27.0,0.0,-270.0,0.0,-24.0,0.0,-246.0,46.0,46.0,122.0,-1181.0,False,1953125.0,0.0,75243221070.0,828.0,99.0,23269865440.0,637.0,73.0
117,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_117.txt,173.0,173.0,219.0,151.0,91.0,91.0,91.0,-311.0,125.0,125.0,169.0,-207.0,0.0,-87.0,0.0,-735.0,31.0,31.0,31.0,-538.0,173.0,173.0,510.0,-1640.0,False,1953125.0,15.0,48916197528.0,735.0,97.0,0.0,735.0,0.0
118,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_118.txt,0.0,-45.0,0.0,-617.0,73.0,73.0,131.0,-15.0,1.0,1.0,1.0,-437.0,0.0,-65.0,0.0,-577.0,69.0,69.0,154.0,90.0,73.0,73.0,286.0,-1556.0,False,1953125.0,1.0,56809030320.0,764.0,97.0,36744969600.0,764.0,72.0
119,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_119.txt,66.0,66.0,78.0,-238.0,48.0,48.0,48.0,-356.0,0.0,-57.0,0.0,-576.0,75.0,75.0,75.0,-177.0,156.0,156.0,198.0,145.0,156.0,156.0,399.0,-1202.0,False,1953125.0,1.0,45624993876.0,738.0,99.0,17160024420.0,681.0,38.0
120,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_120.txt,62.0,62.0,102.0,68.0,44.0,44.0,64.0,-55.0,0.0,-37.0,0.0,-243.0,0.0,-48.0,0.0,-350.0,0.0,-15.0,0.0,-182.0,62.0,62.0,166.0,-762.0,False,1953125.0,4.0,32138131200.0,688.0,98.0,10372472253.0,525.0,73.0
121,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_121.txt,36.0,36.0,36.0,-217.0,39.0,39.0,39.0,-48.0,0.0,-85.0,0.0,-463.0,40.0,40.0,40.0,-271.0,0.0,-25.0,0.0,-471.0,40.0,40.0,115.0,-1470.0,False,1953125.0,4.0,62324951040.0,747.0,99.0,46523030400.0,706.0,96.0
122,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_122.txt,27.0,27.0,27.0,-253.0,0.0,-94.0,0.0,-482.0,0.0,-21.0,0.0,-195.0,1.0,1.0,1.0,-228.0,0.0,-5.0,0.0,-232.0,27.0,27.0,28.0,-1390.0,False,1953125.0,5.0,74783395080.0,791.0,98.0,63563066640.0,745.0,89.0
123,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_123.txt,67.0,67.0,73.0,32.0,0.0,-11.0,0.0,-145.0,136.0,136.0,136.0,-167.0,113.0,113.0,113.0,-21.0,0.0,-58.0,0.0,-352.0,136.0,136.0,322.0,-653.0,False,1953125.0,0.0,63351149400.0,762.0,99.0,10098017000.0,602.0,25.0
124,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_124.txt,0.0,-28.0,0.0,-287.0,0.0,-4.0,0.0,-408.0,0.0,-11.0,0.0,-342.0,0.0,-11.0,0.0,-378.0,94.0,94.0,265.0,235.0,94.0,94.0,265.0,-1180.0,False,1953125.0,0.0,34842190500.0,682.0,98.0,24721774000.0,676.0,76.0
125,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_125.txt,0.0,-31.0,0.0,-362.0,0.0,-26.0,0.0,-239.0,0.0,-25.0,0.0,-316.0,67.0,67.0,125.0,-7.0,0.0,-81.0,0.0,-560.0,67.0,67.0,125.0,-1484.0,False,1953125.0,14.0,62304158560.0,765.0,99.0,51649694208.0,728.0,93.0
126,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_126.txt,0.0,-8.0,0.0,-297.0,27.0,27.0,27.0,-174.0,1.0,1.0,1.0,-229.0,19.0,19.0,19.0,-221.0,0.0,-26.0,0.0,-333.0,27.0,27.0,47.0,-1254.0,False,1953125.0,7.0,46464472260.0,754.0,96.0,30999092850.0,662.0,85.0
127,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_127.txt,7.0,7.0,7.0,-206.0,0.0,-21.0,0.0,-378.0,9.0,9.0,9.0,-107.0,0.0,-22.0,0.0,-465.0,0.0,-6.0,0.0,-518.0,9.0,9.0,16.0,-1674.0,False,1953125.0,1.0,89798094144.0,827.0,99.0,75957285888.0,824.0,88.0
128,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_128.txt,53.0,53.0,71.0,49.0,0.0,-30.0,0.0,-323.0,0.0,-37.0,0.0,-303.0,44.0,44.0,69.0,48.0,0.0,-32.0,0.0,-225.0,53.0,53.0,140.0,-754.0,False,1953125.0,0.0,30699972864.0,686.0,98.0,4756065600.0,463.0,52.0
129,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_129.txt,39.0,39.0,45.0,-61.0,58.0,58.0,58.0,-130.0,0.0,-75.0,0.0,-387.0,2.0,2.0,3.0,-229.0,36.0,36.0,36.0,-213.0,58.0,58.0,142.0,-1020.0,False,1953125.0,1.0,34298933760.0,675.0,92.0,17836686000.0,607.0,50.0
130,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_130.txt,163.0,163.0,188.0,67.0,119.0,119.0,119.0,-178.0,0.0,-87.0,0.0,-746.0,73.0,73.0,73.0,-235.0,5.0,5.0,5.0,-516.0,163.0,163.0,385.0,-1608.0,False,1953125.0,7.0,84337583040.0,830.0,99.0,0.0,746.0,0.0
131,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_131.txt,14.0,14.0,14.0,-90.0,0.0,-50.0,0.0,-428.0,61.0,61.0,61.0,-61.0,0.0,-72.0,0.0,-430.0,0.0,-1.0,0.0,-191.0,61.0,61.0,75.0,-1200.0,False,1953125.0,0.0,44824884000.0,709.0,93.0,26399003904.0,649.0,72.0
132,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_132.txt,55.0,55.0,55.0,-417.0,65.0,65.0,117.0,-142.0,0.0,-90.0,0.0,-699.0,88.0,88.0,143.0,57.0,85.0,85.0,113.0,-60.0,88.0,88.0,428.0,-1261.0,False,1953125.0,0.0,29021638464.0,699.0,91.0,0.0,699.0,0.0
133,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_133.txt,40.0,40.0,40.0,-178.0,45.0,45.0,69.0,-72.0,0.0,-48.0,0.0,-307.0,76.0,76.0,76.0,-128.0,0.0,-82.0,0.0,-417.0,76.0,76.0,185.0,-1102.0,False,1953125.0,1.0,55362858720.0,753.0,95.0,25103945700.0,625.0,87.0
134,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_134.txt,23.0,23.0,62.0,19.0,2.0,2.0,2.0,-231.0,21.0,21.0,37.0,-119.0,0.0,-35.0,0.0,-342.0,0.0,-58.0,0.0,-355.0,23.0,23.0,101.0,-1028.0,False,1953125.0,2.0,56571426000.0,768.0,99.0,27893649300.0,647.0,75.0
135,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_135.txt,32.0,32.0,32.0,-206.0,0.0,-59.0,0.0,-441.0,0.0,-44.0,0.0,-352.0,33.0,33.0,43.0,-26.0,61.0,61.0,120.0,65.0,61.0,61.0,195.0,-960.0,False,1953125.0,1.0,68380330200.0,780.0,99.0,28279392768.0,637.0,92.0
136,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_136.txt,29.0,29.0,45.0,-60.0,10.0,10.0,10.0,-236.0,0.0,-68.0,0.0,-471.0,92.0,92.0,166.0,42.0,0.0,-33.0,0.0,-391.0,92.0,92.0,221.0,-1116.0,False,1953125.0,3.0,30756339900.0,650.0,98.0,19125849600.0,631.0,72.0
137,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_137.txt,45.0,45.0,45.0,-219.0,108.0,108.0,119.0,5.0,12.0,12.0,12.0,-204.0,0.0,-65.0,0.0,-545.0,0.0,-59.0,0.0,-497.0,108.0,108.0,176.0,-1460.0,False,1953125.0,9.0,67984697088.0,776.0,99.0,57979152000.0,757.0,98.0
138,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_138.txt,0.0,-5.0,0.0,-141.0,0.0,-2.0,0.0,-218.0,0.0,-14.0,0.0,-222.0,36.0,36.0,39.0,-77.0,0.0,-46.0,0.0,-335.0,36.0,36.0,39.0,-993.0,False,1953125.0,1.0,46901232000.0,739.0,98.0,24414630240.0,627.0,84.0
139,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_139.txt,7.0,7.0,7.0,-424.0,145.0,145.0,289.0,219.0,0.0,-11.0,0.0,-427.0,0.0,-54.0,0.0,-519.0,60.0,60.0,150.0,-64.0,145.0,145.0,446.0,-1215.0,False,1953125.0,3.0,48395812688.0,734.0,99.0,20443494960.0,704.0,42.0
140,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_140.txt,0.0,-7.0,0.0,-387.0,52.0,52.0,52.0,-397.0,118.0,118.0,193.0,147.0,130.0,130.0,184.0,34.0,48.0,48.0,84.0,-214.0,130.0,130.0,513.0,-817.0,False,1953125.0,0.0,55100493525.0,732.0,99.0,13798026000.0,681.0,25.0
141,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_141.txt,213.0,213.0,328.0,328.0,12.0,12.0,12.0,-359.0,118.0,118.0,175.0,3.0,0.0,-27.0,0.0,-399.0,9.0,9.0,9.0,-325.0,213.0,213.0,524.0,-752.0,False,1953125.0,0.0,65232182400.0,774.0,92.0,10526326272.0,623.0,44.0
142,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_142.txt,0.0,-89.0,0.0,-446.0,0.0,-32.0,0.0,-168.0,17.0,17.0,17.0,-184.0,18.0,18.0,18.0,-243.0,0.0,-35.0,0.0,-343.0,18.0,18.0,35.0,-1384.0,False,1953125.0,0.0,54263337450.0,765.0,98.0,54263337450.0,730.0,83.0
143,uniform,outputs/agents_5/items_9/gpt4o/zero_shot3/output_143.txt,0.0,-64.0,0.0,-511.0,0.0,-35.0,0.0,-223.0,0.0,-18.0,0.0,-323.0,28.0,28.0,28.0,-319.0,11.0,11.0,11.0,-160.0,28.0,28.0,39.0,-1536.0,False,1953125.0,0.0,47343105264.0,785.0,98.0,45268366780.0,708.0,91.0
